id_gene_DM,biotype_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0004360, 'protein_coding'],Wnt2,True,False,ENSG00000134245,WNT2B,['protein_coding'],False,True,ENSMUSG00000030170,Wnt5b,['protein_coding'],False,True
FBgn0050338,['protein_coding'],CG30338,True,True,ENSG00000156253,RWDD2B,['protein_coding'],False,True,ENSMUSG00000041079,Rwdd2b,['protein_coding'],False,True
FBgn0266465,['protein_coding'],GckIII,True,True,ENSG00000115694,STK25,['protein_coding'],True,True,ENSMUSG00000026277,Stk25,['protein_coding'],True,True
FBgn0036043,['protein_coding',CG8177,True,True,"ENSG00000033867,ENSG00000050438","SLC4A7,SLC4A8","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000023032,Slc4a8,['protein_coding'],True,False
FBgn0259111, 'protein_coding'],Ndae1,True,False,"ENSG00000033867,ENSG00000050438","SLC4A7,SLC4A8","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000023032,Slc4a8,['protein_coding'],True,False
FBgn0003008,['protein_coding'],or,True,True,ENSG00000157823,AP3S2,['protein_coding'],False,True,ENSMUSG00000063801,Ap3s2,['protein_coding'],False,True
FBgn0262743,['protein_coding'],Fs(2)Ket,True,True,ENSG00000108424,KPNB1,['protein_coding'],True,True,ENSMUSG00000001440,Kpnb1,['protein_coding'],False,True
FBgn0031534,['protein_coding'],Snx1,True,True,"ENSG00000028528,ENSG00000205302","SNX1,SNX2","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000032382,Snx1,['protein_coding'],True,False
FBgn0285911,['protein_coding'],Vps16A,True,True,ENSG00000215305,VPS16,['protein_coding'],False,True,ENSMUSG00000027411,Vps16,['protein_coding'],False,True
FBgn0032475,['protein_coding'],Sfmbt,True,True,ENSG00000011258,MBTD1,['protein_coding'],True,True,ENSMUSG00000022394,L3mbtl2,['protein_coding'],True,True
FBgn0028426,['protein_coding'],RNaseZ,True,False,ENSG00000006744,ELAC2,['protein_coding'],False,True,ENSMUSG00000020549,Elac2,['protein_coding'],False,True
FBgn0034068,['protein_coding'],casp,True,True,ENSG00000185104,FAF1,['protein_coding'],True,False,ENSMUSG00000010517,Faf1,['protein_coding'],True,False
FBgn0010340,['protein_coding'],140up,True,True,ENSG00000113845,TIMMDC1,['protein_coding'],True,True,ENSMUSG00000002846,Timmdc1,['protein_coding'],False,True
FBgn0285958,['protein_coding'],Fuca,True,True,ENSG00000001036,FUCA2,['protein_coding'],False,True,ENSMUSG00000028673,Fuca1,['protein_coding'],True,False
FBgn0262739,['protein_coding'],AGO1,True,True,ENSG00000134698,AGO4,['protein_coding'],True,False,"ENSMUSG00000036698,ENSMUSG00000042500","Ago2,Ago4","['protein_coding', 'protein_coding']","False,True","True,True"
FBgn0029993,['protein_coding',CG1571,True,True,ENSG00000171595,DNAI2,['protein_coding'],False,True,ENSMUSG00000034706,Dnaic2,['protein_coding'],True,False
FBgn0032520, 'protein_coding'],CG10859,True,True,ENSG00000171595,DNAI2,['protein_coding'],False,True,ENSMUSG00000034706,Dnaic2,['protein_coding'],True,False
FBgn0039140,['protein_coding'],Miro,True,True,ENSG00000140983,RHOT2,['protein_coding'],False,True,"ENSMUSG00000017686,ENSMUSG00000025733","Rhot1,Rhot2","['protein_coding', 'protein_coding']","True,False","False,True"
FBgn0033984,['protein_coding',Lap1,True,True,ENSG00000033122,LRRC7,['protein_coding'],False,True,"ENSMUSG00000022568,ENSMUSG00000032352","Scrib,Lrrc1","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0263289, 'protein_coding'],scrib,True,True,ENSG00000033122,LRRC7,['protein_coding'],False,True,"ENSMUSG00000022568,ENSMUSG00000032352","Scrib,Lrrc1","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0010258,['protein_coding',Rbp4,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,['protein_coding'],False,True
FBgn0004903, 'protein_coding',Rb97D,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,['protein_coding'],False,True
FBgn0001215, 'protein_coding',Hrb98DE,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,['protein_coding'],False,True
FBgn0004237, 'protein_coding'],Hrb87F,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,['protein_coding'],False,True
FBgn0000464,['protein_coding'],Lar,True,True,ENSG00000105426,PTPRS,['protein_coding'],False,True,ENSMUSG00000013236,Ptprs,['protein_coding'],False,True
FBgn0002719,['protein_coding',Men,True,True,ENSG00000151376,ME3,['protein_coding'],False,True,ENSMUSG00000030621,Me3,['protein_coding'],True,False
FBgn0034127, 'protein_coding',CG7848,True,True,ENSG00000151376,ME3,['protein_coding'],False,True,ENSMUSG00000030621,Me3,['protein_coding'],True,False
FBgn0029155, 'protein_coding',Men-b,True,True,ENSG00000151376,ME3,['protein_coding'],False,True,ENSMUSG00000030621,Me3,['protein_coding'],True,False
FBgn0029153, 'protein_coding',Menl-2,True,True,ENSG00000151376,ME3,['protein_coding'],False,True,ENSMUSG00000030621,Me3,['protein_coding'],True,False
FBgn0029154, 'protein_coding'],Menl-1,True,True,ENSG00000151376,ME3,['protein_coding'],False,True,ENSMUSG00000030621,Me3,['protein_coding'],True,False
FBgn0038167,['protein_coding'],Lkb1,True,True,ENSG00000118046,STK11,['protein_coding'],True,False,ENSMUSG00000003068,Stk11,['protein_coding'],True,False
FBgn0035317,['protein_coding'],Oseg2,True,False,ENSG00000138002,IFT172,['protein_coding'],True,False,ENSMUSG00000038564,Ift172,['protein_coding'],True,False
FBgn0035110,['protein_coding'],thoc7,True,True,ENSG00000163634,THOC7,['protein_coding'],False,True,ENSMUSG00000053453,Thoc7,['protein_coding'],True,True
FBgn0029928,['protein_coding',CG3032,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0030008, 'protein_coding',CG2129,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0030010, 'protein_coding',CG10959,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0025874, 'protein_coding',Meics,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0035691, 'protein_coding',CG7386,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
