id_gene_MM,biotype_MM,gene_MM,MM_up,MM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down
ENSMUSG00000038384,['protein_coding'],Setd1b,True,False,ENSG00000099381,SETD1A,['protein_coding'],False,True,FBgn0040022,Set1,['protein_coding'],True,True
ENSMUSG00000033222,['protein_coding'],Ttf2,False,True,ENSG00000116830,TTF2,['protein_coding'],False,True,"FBgn0002542,FBgn0037531","lds,CG10445","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000039055,['protein_coding'],Eme1,True,True,ENSG00000154920,EME1,['protein_coding'],False,True,FBgn0033549,mms4,['protein_coding'],True,True
ENSMUSG00000029388,['protein_coding'],Eif2b1,True,True,ENSG00000111361,EIF2B1,['protein_coding'],False,True,FBgn0039726,eIF2Balpha,['protein_coding'],True,True
ENSMUSG00000024921,['protein_coding',Smarca2,True,False,"ENSG00000080503,ENSG00000127616","SMARCA2,SMARCA4","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0000212,brm,['protein_coding'],True,True
ENSMUSG00000032187, 'protein_coding'],Smarca4,True,True,"ENSG00000080503,ENSG00000127616","SMARCA2,SMARCA4","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0000212,brm,['protein_coding'],True,True
ENSMUSG00000019971,['protein_coding'],Cep290,True,False,ENSG00000198707,CEP290,['protein_coding'],False,True,FBgn0035168,cep290,['protein_coding'],True,True
ENSMUSG00000022466,['protein_coding'],Rpap3,False,True,ENSG00000005175,RPAP3,['protein_coding'],False,True,FBgn0015544,spag,['protein_coding'],True,True
ENSMUSG00000018042,['protein_coding'],Cyb5r3,False,True,ENSG00000159348,CYB5R1,['protein_coding'],True,False,FBgn0036211,CG5946,['protein_coding'],True,True
ENSMUSG00000024870,['protein_coding'],Rab1b,True,False,ENSG00000174903,RAB1B,['protein_coding'],False,True,"FBgn0030200,FBgn0067052,FBgn0052673,FBgn0030221,FBgn0052670,FBgn0052671,FBgn0285937","RabX2,Rab9D,Rab9E,Rab9Db,Rab9Fb,Rab9Fa,Rab1","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True","True,True,True,True,True,True,True"
ENSMUSG00000036820,['protein_coding'],Amdhd2,True,False,ENSG00000162066,AMDHD2,['protein_coding'],True,False,FBgn0031099,CG17065,['protein_coding'],True,True
ENSMUSG00000015697,['protein_coding'],Setdb1,False,True,ENSG00000143379,SETDB1,['protein_coding'],False,True,FBgn0086908,egg,['protein_coding'],True,True
ENSMUSG00000020273,['protein_coding',Papolg,True,True,ENSG00000115421,PAPOLG,['protein_coding'],False,True,FBgn0015949,hrg,['protein_coding'],True,True
ENSMUSG00000074817, 'protein_coding'],Papolb,True,False,ENSG00000115421,PAPOLG,['protein_coding'],False,True,FBgn0015949,hrg,['protein_coding'],True,True
ENSMUSG00000021938,['protein_coding'],Pspc1,True,True,ENSG00000121390,PSPC1,['protein_coding'],True,False,"FBgn0004227,FBgn0015520","nonA,nonA-l","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000027207,['protein_coding'],Galk2,True,False,ENSG00000156958,GALK2,['protein_coding'],False,True,FBgn0263199,Galk,['protein_coding'],True,True
ENSMUSG00000031754,['protein_coding'],Nudt21,True,False,ENSG00000167005,NUDT21,['protein_coding'],True,False,FBgn0035987,CG3689,['protein_coding'],True,True
ENSMUSG00000040997,['protein_coding',Abhd4,True,False,ENSG00000011198,ABHD5,['protein_coding'],False,True,FBgn0033226,CG1882,['protein_coding'],True,True
ENSMUSG00000032540, 'protein_coding'],Abhd5,True,False,ENSG00000011198,ABHD5,['protein_coding'],False,True,FBgn0033226,CG1882,['protein_coding'],True,True
ENSMUSG00000002475,['protein_coding'],Abhd3,False,True,ENSG00000158201,ABHD3,['protein_coding'],False,True,FBgn0033382,Hydr1,['protein_coding'],True,True
ENSMUSG00000001415,['protein_coding'],Smg5,True,False,ENSG00000198952,SMG5,['protein_coding'],False,True,FBgn0019890,Smg5,['protein_coding'],True,True
ENSMUSG00000026491,['protein_coding'],Ahctf1,True,False,ENSG00000153207,AHCTF1,['protein_coding'],True,True,FBgn0031052,CG14215,['protein_coding'],True,True
ENSMUSG00000045302,['protein_coding'],Preb,False,True,ENSG00000138073,PREB,['protein_coding'],False,True,FBgn0031779,CG9175,['protein_coding'],True,True
ENSMUSG00000002280,['protein_coding'],Narfl,True,False,ENSG00000103245,CIAO3,['protein_coding'],False,True,FBgn0262115,CG17683,['protein_coding'],True,True
ENSMUSG00000052533,['protein_coding'],Nup188,True,False,ENSG00000095319,NUP188,['protein_coding'],False,True,FBgn0033766,Nup188,['protein_coding'],True,True
ENSMUSG00000078515,['protein_coding'],Ddi2,False,True,ENSG00000197312,DDI2,['protein_coding'],False,True,FBgn0030753,rngo,['protein_coding'],True,True
ENSMUSG00000024325,['protein_coding'],Ring1,True,False,ENSG00000121481,RNF2,['protein_coding'],False,True,FBgn0003330,Sce,['protein_coding'],True,True
ENSMUSG00000039662,['protein_coding'],Icmt,True,False,ENSG00000116237,ICMT,['protein_coding'],False,True,FBgn0036336,ste14,['protein_coding'],True,True
ENSMUSG00000034118,['protein_coding'],Tpst1,True,False,ENSG00000169902,TPST1,['protein_coding'],True,True,FBgn0086674,Tango13,['protein_coding'],True,True
ENSMUSG00000022580,['protein_coding'],Rhpn1,True,False,ENSG00000158106,RHPN1,['protein_coding'],False,True,FBgn0026374,Rhp,['protein_coding'],True,True
ENSMUSG00000074264,['protein_coding'],Amy1,True,True,ENSG00000240038,AMY2B,['protein_coding'],True,False,"FBgn0000078,FBgn0000079","Amy-d,Amy-p","['protein_coding', 'protein_coding']","True,True","False,False"
ENSMUSG00000037149,['protein_coding'],Ddx1,True,False,ENSG00000079785,DDX1,['protein_coding'],False,True,FBgn0015075,Ddx1,['protein_coding'],True,True
ENSMUSG00000022769,['protein_coding'],Sdf2l1,True,True,ENSG00000128228,SDF2L1,['protein_coding'],True,False,FBgn0037312,CG11999,['protein_coding'],True,True
ENSMUSG00000031505,['protein_coding'],Naxd,True,False,ENSG00000213995,NAXD,['protein_coding'],True,False,FBgn0036848,CG10424,['protein_coding'],True,True
ENSMUSG00000020170,['protein_coding'],Frs2,False,True,ENSG00000166225,FRS2,['protein_coding'],False,True,FBgn0032042,CG13398,['protein_coding'],True,True
ENSMUSG00000021595,['protein_coding'],Nsun2,True,False,ENSG00000037474,NSUN2,['protein_coding'],False,True,FBgn0026079,Nsun2,['protein_coding'],True,True
ENSMUSG00000025728,['protein_coding'],Pigq,False,True,ENSG00000007541,PIGQ,['protein_coding'],True,False,FBgn0086448,PIG-Q,['protein_coding'],True,True
ENSMUSG00000040331,['protein_coding'],Nsmce4a,False,True,ENSG00000255150,EID3,['protein_coding'],False,True,FBgn0032251,Nse4,['protein_coding'],True,True
ENSMUSG00000022023,['protein_coding'],Wbp4,True,False,ENSG00000120688,WBP4,['protein_coding'],False,True,FBgn0031287,CG4291,['protein_coding'],True,True
ENSMUSG00000042719,['protein_coding'],Naa25,True,False,ENSG00000111300,NAA25,['protein_coding'],False,True,FBgn0243511,psidin,['protein_coding'],True,True
ENSMUSG00000034007,['protein_coding'],Scaper,True,False,ENSG00000140386,SCAPER,['protein_coding'],False,True,FBgn0032723,ssp3,['protein_coding'],True,True
ENSMUSG00000015804,['protein_coding'],Med28,True,False,ENSG00000118579,MED28,['protein_coding'],False,True,FBgn0039337,MED28,['protein_coding'],True,True
ENSMUSG00000045631,['protein_coding'],Tmprss12,False,True,ENSG00000186452,TMPRSS12,['protein_coding'],False,True,FBgn0003450,snk,['protein_coding'],False,True
ENSMUSG00000027455,['protein_coding'],Nsfl1c,False,True,ENSG00000088833,NSFL1C,['protein_coding'],False,True,"FBgn0033179,FBgn0259729","p47,CG42383","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000039509,['protein_coding'],Nup133,True,False,ENSG00000069248,NUP133,['protein_coding'],False,True,FBgn0039004,Nup133,['protein_coding'],True,True
ENSMUSG00000024735,['protein_coding'],Prpf19,False,True,ENSG00000110107,PRPF19,['protein_coding'],False,True,FBgn0261119,Prp19,['protein_coding'],True,True
ENSMUSG00000030780,['protein_coding'],BC017158,False,True,ENSG00000140688,C16orf58,['protein_coding'],False,True,FBgn0032700,CG10338,['protein_coding'],True,True
ENSMUSG00000021413,['protein_coding'],Prpf4b,False,True,ENSG00000112739,PRPF4B,['protein_coding'],False,True,FBgn0027587,CG7028,['protein_coding'],True,True
ENSMUSG00000000168,['protein_coding'],Dlat,True,False,ENSG00000150768,DLAT,['protein_coding'],False,True,FBgn0283658,muc,['protein_coding'],True,True
ENSMUSG00000021270,['protein_coding'],Hsp90aa1,True,False,ENSG00000080824,HSP90AA1,['protein_coding'],False,True,FBgn0001233,Hsp83,['protein_coding'],True,True
ENSMUSG00000036430,['protein_coding'],Tbcc,True,False,ENSG00000124659,TBCC,['protein_coding'],True,True,FBgn0051961,TBCC,['protein_coding'],True,True
ENSMUSG00000051786,['protein_coding'],Tubgcp6,False,True,ENSG00000128159,TUBGCP6,['protein_coding'],False,True,FBgn0026432,Grip163,['protein_coding'],True,True
ENSMUSG00000042369,['protein_coding'],Rbm45,False,True,ENSG00000155636,RBM45,['protein_coding'],True,True,FBgn0035526,CG1316,['protein_coding'],True,True
ENSMUSG00000042104,['protein_coding'],Uggt2,True,True,ENSG00000136731,UGGT1,['protein_coding'],False,True,FBgn0014075,Uggt,['protein_coding'],True,True
ENSMUSG00000030061,['protein_coding'],Uba3,False,True,ENSG00000144744,UBA3,['protein_coding'],False,True,FBgn0263697,Uba3,['protein_coding'],True,True
ENSMUSG00000027030,['protein_coding'],Stk39,True,False,ENSG00000172939,OXSR1,['protein_coding'],False,True,FBgn0023083,fray,['protein_coding'],True,True
ENSMUSG00000026584,['protein_coding'],Scyl3,True,True,ENSG00000000457,SCYL3,['protein_coding'],True,True,FBgn0027507,CG1344,['protein_coding'],True,True
ENSMUSG00000006191,['protein_coding'],Cdkal1,True,False,ENSG00000145996,CDKAL1,['protein_coding'],False,True,FBgn0034214,CG6550,['protein_coding'],True,True
ENSMUSG00000061322,['protein_coding'],Dnaic1,True,False,ENSG00000122735,DNAI1,['protein_coding'],True,True,FBgn0034566,CG9313,['protein_coding'],True,True
ENSMUSG00000030095,['protein_coding'],Tmem43,False,True,ENSG00000170876,TMEM43,['protein_coding'],False,True,FBgn0035825,CG8111,['protein_coding'],True,True
ENSMUSG00000032342,['protein_coding'],Mto1,True,False,ENSG00000135297,MTO1,['protein_coding'],False,True,FBgn0034735,CG4610,['protein_coding'],True,True
ENSMUSG00000033629,['protein_coding'],Hacd3,False,True,ENSG00000074696,HACD3,['protein_coding'],False,True,FBgn0032524,Hacd2,['protein_coding'],True,True
ENSMUSG00000032047,['protein_coding'],Acat1,False,True,ENSG00000075239,ACAT1,['protein_coding'],True,False,FBgn0029969,CG10932,['protein_coding'],True,True
ENSMUSG00000030815,['protein_coding'],Phkg2,True,False,ENSG00000156873,PHKG2,['protein_coding'],True,False,FBgn0011754,PhKgamma,['protein_coding'],True,True
ENSMUSG00000020904,['protein_coding'],Cfap52,True,False,ENSG00000166596,CFAP52,['protein_coding'],True,True,FBgn0035724,CG10064,['protein_coding'],True,True
ENSMUSG00000050910,['protein_coding'],Cdr2l,False,True,ENSG00000109089,CDR2L,['protein_coding'],True,False,FBgn0032876,Cen,['protein_coding'],True,True
ENSMUSG00000014245,['protein_coding'],Pigl,True,False,ENSG00000108474,PIGL,['protein_coding'],True,True,FBgn0038763,PIG-L,['protein_coding'],True,True
ENSMUSG00000002102,['protein_coding'],Psmc3,True,False,ENSG00000165916,PSMC3,['protein_coding'],True,False,FBgn0028684,Rpt5,['protein_coding'],True,True
ENSMUSG00000003348,['protein_coding'],Mob3a,False,True,ENSG00000172081,MOB3A,['protein_coding'],True,False,FBgn0259482,Mob3,['protein_coding'],True,True
ENSMUSG00000024033,['protein_coding'],Rsph1,True,True,ENSG00000160188,RSPH1,['protein_coding'],True,False,FBgn0032478,CG5458,['protein_coding'],True,True
ENSMUSG00000039117,['protein_coding'],Taf4,False,True,ENSG00000141384,TAF4B,['protein_coding'],False,True,FBgn0010280,Taf4,['protein_coding'],True,True
ENSMUSG00000029101,['protein_coding'],Rgs12,True,False,ENSG00000159788,RGS12,['protein_coding'],False,True,FBgn0020278,loco,['protein_coding'],True,True
ENSMUSG00000033904,['protein_coding'],Ccp110,True,True,ENSG00000103540,CCP110,['protein_coding'],True,True,FBgn0031191,Cp110,['protein_coding'],True,True
ENSMUSG00000050668,['protein_coding'],Gpatch11,True,False,ENSG00000152133,GPATCH11,['protein_coding'],True,False,FBgn0037490,CG10053,['protein_coding'],True,True
ENSMUSG00000030521,['protein_coding'],Mphosph10,False,True,ENSG00000124383,MPHOSPH10,['protein_coding'],False,True,FBgn0032051,CG13097,['protein_coding'],True,True
ENSMUSG00000003814,['protein_coding'],Calr,True,False,ENSG00000179218,CALR,['protein_coding'],False,True,FBgn0005585,Calr,['protein_coding'],True,True
ENSMUSG00000015095,['protein_coding'],Fbxw5,True,False,ENSG00000159069,FBXW5,['protein_coding'],True,False,FBgn0031773,Fbw5,['protein_coding'],True,True
ENSMUSG00000020658,['protein_coding'],Efr3b,False,True,"ENSG00000132294,ENSG00000084710","EFR3A,EFR3B","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0086784,stmA,['protein_coding'],True,True
ENSMUSG00000035704,['protein_coding'],Alg8,True,False,ENSG00000159063,ALG8,['protein_coding'],False,True,FBgn0029906,xit,['protein_coding'],True,True
ENSMUSG00000006906,['protein_coding'],Stambp,True,True,ENSG00000138134,STAMBPL1,['protein_coding'],False,True,FBgn0039773,CG2224,['protein_coding'],True,True
ENSMUSG00000029624,['protein_coding'],Ptcd1,True,True,ENSG00000106246,PTCD1,['protein_coding'],False,True,FBgn0035591,CG4611,['protein_coding'],True,True
ENSMUSG00000029516,['protein_coding'],Cit,True,False,ENSG00000122966,CIT,['protein_coding'],False,True,FBgn0002466,sti,['protein_coding'],True,True
ENSMUSG00000020914,['protein_coding'],Top2a,True,False,"ENSG00000077097,ENSG00000131747","TOP2B,TOP2A","['protein_coding', 'protein_coding']","False,True","True,True",FBgn0284220,Top2,['protein_coding'],True,True
ENSMUSG00000033396,['protein_coding'],Spg11,False,True,ENSG00000104133,SPG11,['protein_coding'],False,True,FBgn0034786,CG13531,['protein_coding'],True,True
ENSMUSG00000029020,['protein_coding'],Mfn2,True,False,ENSG00000171109,MFN1,['protein_coding'],False,True,"FBgn0029870,FBgn0011596","Marf,fzo","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000030330,['protein_coding'],Ing4,True,False,ENSG00000168395,ING5,['protein_coding'],False,True,FBgn0032516,Ing5,['protein_coding'],True,True
ENSMUSG00000001416,['protein_coding'],Cct3,True,False,ENSG00000163468,CCT3,['protein_coding'],False,True,FBgn0015019,CCT3,['protein_coding'],True,True
ENSMUSG00000025133,['protein_coding'],Ints4,True,False,ENSG00000149262,INTS4,['protein_coding'],False,True,FBgn0026679,IntS4,['protein_coding'],True,False
ENSMUSG00000031821,['protein_coding'],Gins2,True,True,ENSG00000131153,GINS2,['protein_coding'],True,False,FBgn0261976,Psf2,['protein_coding'],True,True
ENSMUSG00000027193,['protein_coding'],Api5,False,True,ENSG00000166181,API5,['protein_coding'],False,True,FBgn0027885,Aac11,['protein_coding'],True,True
ENSMUSG00000033610,['protein_coding',Pank1,True,True,ENSG00000125779,PANK2,['protein_coding'],False,True,FBgn0011205,fbl,['protein_coding'],True,True
ENSMUSG00000037514, 'protein_coding'],Pank2,True,False,ENSG00000125779,PANK2,['protein_coding'],False,True,FBgn0011205,fbl,['protein_coding'],True,True
ENSMUSG00000028069,['protein_coding'],Gpatch4,False,True,ENSG00000160818,GPATCH4,['protein_coding'],False,True,FBgn0039829,CG15561,['protein_coding'],True,True
ENSMUSG00000033918,['protein_coding'],Parl,True,False,ENSG00000175193,PARL,['protein_coding'],True,False,FBgn0033672,rho-7,['protein_coding'],True,True
ENSMUSG00000033644,['protein_coding',Piwil2,True,True,ENSG00000197181,PIWIL2,['protein_coding'],False,True,"FBgn0000146,FBgn0004872,FBgn0250816","aub,piwi,AGO3","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True"
ENSMUSG00000029423, 'protein_coding'],Piwil1,True,True,ENSG00000197181,PIWIL2,['protein_coding'],False,True,"FBgn0000146,FBgn0004872,FBgn0250816","aub,piwi,AGO3","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True"
ENSMUSG00000063884,['protein_coding'],Ptcd3,False,True,ENSG00000132300,PTCD3,['protein_coding'],False,True,FBgn0033816,CG4679,['protein_coding'],True,True
ENSMUSG00000002948,['protein_coding'],Map2k7,True,False,ENSG00000076984,MAP2K7,['protein_coding'],False,True,FBgn0010303,hep,['protein_coding'],True,True
ENSMUSG00000029103,['protein_coding'],Lrpap1,True,True,ENSG00000163956,LRPAP1,['protein_coding'],True,False,FBgn0037756,CG8507,['protein_coding'],True,True
ENSMUSG00000032939,['protein_coding'],Nup93,False,True,ENSG00000102900,NUP93,['protein_coding'],False,True,"FBgn0027537,FBgn0038274","Nup93-1,Nup93-2","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000073650,['protein_coding'],Catip,True,False,ENSG00000158428,CATIP,['protein_coding'],True,False,FBgn0028903,CG13243,['protein_coding'],True,True
ENSMUSG00000020309,['protein_coding'],Chac2,True,True,ENSG00000143942,CHAC2,['protein_coding'],False,True,FBgn0030411,CG2540,['protein_coding'],True,True
ENSMUSG00000004798,['protein_coding'],Ulk2,True,False,ENSG00000177169,ULK1,['protein_coding'],False,True,FBgn0260945,Atg1,['protein_coding'],True,True
ENSMUSG00000063808,['protein_coding'],Gpatch1,False,True,ENSG00000076650,GPATCH1,['protein_coding'],False,True,FBgn0036386,CG8833,['protein_coding'],True,True
ENSMUSG00000025519,['protein_coding',Tktl2,True,False,ENSG00000151005,TKTL2,['protein_coding'],True,True,"FBgn0036784,FBgn0037607","CG5103,CG8036","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000021957, 'protein_coding'],Tkt,False,True,ENSG00000151005,TKTL2,['protein_coding'],True,True,"FBgn0036784,FBgn0037607","CG5103,CG8036","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000045662,['protein_coding'],Henmt1,True,True,ENSG00000162639,HENMT1,['protein_coding'],False,True,FBgn0033686,Hen1,['protein_coding'],True,True
ENSMUSG00000020063,['protein_coding'],Sirt1,False,True,ENSG00000096717,SIRT1,['protein_coding'],False,True,FBgn0024291,Sirt1,['protein_coding'],True,True
ENSMUSG00000030271,['protein_coding'],Ogg1,True,False,ENSG00000114026,OGG1,['protein_coding'],False,True,FBgn0027864,Ogg1,['protein_coding'],True,True
ENSMUSG00000028096,['protein_coding'],Gpr89,True,False,ENSG00000117262,GPR89A,['protein_coding'],False,True,FBgn0033995,GPHR,['protein_coding'],True,True
ENSMUSG00000037474,['protein_coding'],Dtl,True,True,ENSG00000143476,DTL,['protein_coding'],False,True,FBgn0013548,l(2)dtl,['protein_coding'],True,False
ENSMUSG00000025857,['protein_coding'],Dnaaf5,True,False,ENSG00000164818,DNAAF5,['protein_coding'],False,True,FBgn0051320,HEATR2,['protein_coding'],True,True
ENSMUSG00000060985,['protein_coding'],Tdrd5,True,True,ENSG00000162782,TDRD5,['protein_coding'],False,True,FBgn0033921,tej,['protein_coding'],True,True
ENSMUSG00000043020,['protein_coding'],Wdr63,True,False,ENSG00000162643,WDR63,['protein_coding'],True,False,FBgn0035799,CG14838,['protein_coding'],True,True
ENSMUSG00000024926,['protein_coding'],Kat5,True,True,ENSG00000172977,KAT5,['protein_coding'],False,True,FBgn0026080,Tip60,['protein_coding'],True,True
ENSMUSG00000039804,['protein_coding'],Ncoa5,True,False,ENSG00000124160,NCOA5,['protein_coding'],False,True,FBgn0024542,Neos,['protein_coding'],True,True
ENSMUSG00000025142,['protein_coding'],Aspscr1,True,False,ENSG00000169696,ASPSCR1,['protein_coding'],False,True,FBgn0064126,CG33722,['protein_coding'],True,True
ENSMUSG00000034023,['protein_coding'],Fancd2,True,False,ENSG00000144554,FANCD2,['protein_coding'],True,True,FBgn0038827,Fancd2,['protein_coding'],True,False
ENSMUSG00000032119,['protein_coding'],Hinfp,False,True,ENSG00000172273,HINFP,['protein_coding'],False,True,FBgn0025635,CG17829,['protein_coding'],True,True
ENSMUSG00000028329,['protein_coding'],Xpa,True,True,ENSG00000136936,XPA,['protein_coding'],True,True,FBgn0004832,Xpac,['protein_coding'],True,True
ENSMUSG00000025193,['protein_coding'],Cutc,True,False,ENSG00000119929,CUTC,['protein_coding'],True,True,FBgn0038332,CG6136,['protein_coding'],True,True
ENSMUSG00000041180,['protein_coding'],Hectd2,True,False,ENSG00000165338,HECTD2,['protein_coding'],False,True,FBgn0061469,Ube3a,['protein_coding'],True,True
ENSMUSG00000028975,['protein_coding'],Pex14,True,False,ENSG00000142655,PEX14,['protein_coding'],False,True,FBgn0037020,Pex14,['protein_coding'],True,True
ENSMUSG00000024604,['protein_coding'],Rbm22,False,True,ENSG00000086589,RBM22,['protein_coding'],True,True,FBgn0037220,CG14641,['protein_coding'],True,True
ENSMUSG00000030246,['protein_coding',Ldhb,False,True,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","['protein_coding', 'protein_coding']","False,False","True,True","FBgn0033856,FBgn0001258","CG13334,Ldh","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000063229, 'protein_coding'],Ldha,True,False,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","['protein_coding', 'protein_coding']","False,False","True,True","FBgn0033856,FBgn0001258","CG13334,Ldh","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000020476,['protein_coding'],Dbnl,False,True,ENSG00000136279,DBNL,['protein_coding'],True,True,FBgn0036372,Abp1,['protein_coding'],True,True
ENSMUSG00000018669,['protein_coding'],Cdk5rap3,True,False,ENSG00000108465,CDK5RAP3,['protein_coding'],False,True,FBgn0050291,CG30291,['protein_coding'],True,True
ENSMUSG00000031851,['protein_coding'],Ntpcr,True,False,ENSG00000135778,NTPCR,['protein_coding'],False,True,FBgn0037046,CG10581,['protein_coding'],True,True
ENSMUSG00000027342,['protein_coding'],Pcna,True,False,ENSG00000132646,PCNA,['protein_coding'],True,False,"FBgn0032813,FBgn0005655","PCNA2,PCNA","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000020544,['protein_coding'],Cox11,True,False,ENSG00000166260,COX11,['protein_coding'],False,True,FBgn0051648,CG31648,['protein_coding'],True,True
ENSMUSG00000027751,['protein_coding'],Supt20,True,False,ENSG00000102710,SUPT20H,['protein_coding'],False,True,FBgn0036374,Spt20,['protein_coding'],True,False
ENSMUSG00000004268,['protein_coding'],Emg1,False,True,ENSG00000126749,EMG1,['protein_coding'],False,True,FBgn0029714,CG3527,['protein_coding'],True,True
ENSMUSG00000046818,['protein_coding'],Ddit4l,True,False,ENSG00000145358,DDIT4L,['protein_coding'],False,True,"FBgn0041094,FBgn0036165","scyl,chrb","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000031878,['protein_coding'],Nae1,False,True,ENSG00000159593,NAE1,['protein_coding'],False,True,FBgn0261112,APP-BP1,['protein_coding'],True,True
ENSMUSG00000052833,['protein_coding'],Sae1,True,True,ENSG00000142230,SAE1,['protein_coding'],True,False,FBgn0029512,Aos1,['protein_coding'],True,True
ENSMUSG00000000278,['protein_coding'],Scpep1,False,True,ENSG00000121064,SCPEP1,['protein_coding'],False,True,FBgn0035154,hiro,['protein_coding'],True,False
ENSMUSG00000029993,['protein_coding'],Nfu1,True,False,ENSG00000169599,NFU1,['protein_coding'],False,True,"FBgn0052857,FBgn0053502,FBgn0053502","CG32857,CG33502,CG33502","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True"
ENSMUSG00000021748,['protein_coding'],Pdhb,True,False,ENSG00000168291,PDHB,['protein_coding'],False,True,FBgn0039635,Pdhb,['protein_coding'],True,True
ENSMUSG00000026754,['protein_coding'],Golga1,True,True,ENSG00000136935,GOLGA1,['protein_coding'],False,True,FBgn0086757,cbs,['protein_coding'],True,True
ENSMUSG00000075600,['protein_coding'],Zc3h3,True,False,ENSG00000014164,ZC3H3,['protein_coding'],True,True,FBgn0035900,ZC3H3,['protein_coding'],True,True
ENSMUSG00000019942,['protein_coding'],Cdk1,True,True,ENSG00000170312,CDK1,['protein_coding'],True,True,FBgn0004106,Cdk1,['protein_coding'],True,True
ENSMUSG00000037890,['protein_coding'],Wdr19,True,False,ENSG00000157796,WDR19,['protein_coding'],False,True,FBgn0034452,Oseg6,['protein_coding'],True,False
ENSMUSG00000024588,['protein_coding'],Fech,False,True,ENSG00000066926,FECH,['protein_coding'],False,True,FBgn0266268,FeCH,['protein_coding'],True,True
ENSMUSG00000029432,['protein_coding'],Nipsnap2,False,True,ENSG00000146729,NIPSNAP2,['protein_coding'],False,True,FBgn0030724,Nipsnap,['protein_coding'],True,True
ENSMUSG00000028848,['protein_coding'],Gpn2,True,True,ENSG00000142751,GPN2,['protein_coding'],False,True,FBgn0036356,CG10222,['protein_coding'],True,False
ENSMUSG00000020523,['protein_coding'],Fam114a2,False,True,ENSG00000055147,FAM114A2,['protein_coding'],False,True,FBgn0038360,CG9590,['protein_coding'],True,True
ENSMUSG00000024889,['protein_coding'],Rce1,False,True,ENSG00000173653,RCE1,['protein_coding'],False,True,FBgn0029121,Sras,['protein_coding'],True,True
ENSMUSG00000098134,['protein_coding'],Rnf113a2,True,False,ENSG00000139797,RNF113B,['protein_coding'],True,False,FBgn0038772,mdlc,['protein_coding'],True,True
ENSMUSG00000030323,['protein_coding'],Ift122,True,False,ENSG00000163913,IFT122,['protein_coding'],True,False,FBgn0265102,Oseg1,['protein_coding'],True,True
ENSMUSG00000000276,['protein_coding'],Dgke,False,True,ENSG00000153933,DGKE,['protein_coding'],False,True,FBgn0020930,Dgkepsilon,['protein_coding'],True,True
ENSMUSG00000028889,['protein_coding'],Yrdc,False,True,ENSG00000196449,YRDC,['protein_coding'],False,True,FBgn0061361,CG33786,['protein_coding'],True,True
ENSMUSG00000035478,['protein_coding'],Mbd3,True,False,ENSG00000134046,MBD2,['protein_coding'],False,True,FBgn0027950,MBD-like,['protein_coding'],True,True
ENSMUSG00000007670,['protein_coding',Khsrp,False,True,ENSG00000107164,FUBP3,['protein_coding'],False,True,FBgn0014870,Psi,['protein_coding'],True,True
ENSMUSG00000026843, 'protein_coding'],Fubp3,False,True,ENSG00000107164,FUBP3,['protein_coding'],False,True,FBgn0014870,Psi,['protein_coding'],True,True
ENSMUSG00000038569,['protein_coding'],Rad9b,True,True,ENSG00000151164,RAD9B,['protein_coding'],False,True,FBgn0025807,Rad9,['protein_coding'],True,False
ENSMUSG00000035840,['protein_coding'],Lysmd3,False,True,ENSG00000176018,LYSMD3,['protein_coding'],False,True,FBgn0033199,CG17985,['protein_coding'],True,True
ENSMUSG00000048230,['protein_coding'],Fbxo43,False,True,ENSG00000156509,FBXO43,['protein_coding'],False,True,FBgn0017551,Rca1,['protein_coding'],True,True
ENSMUSG00000041740,['protein_coding'],Rnf10,True,False,ENSG00000022840,RNF10,['protein_coding'],False,True,FBgn0035232,CG12099,['protein_coding'],True,True
ENSMUSG00000004018,['protein_coding'],Fancl,True,False,ENSG00000115392,FANCL,['protein_coding'],False,True,FBgn0037781,Fancl,['protein_coding'],True,True
