Gene ID,Gene Name,Reference,Strand,Start,End,Coverage,FPKM,TPM
FBgn0023523,Or2a,X,+,2246231,2247567,0,0,0
FBgn0000377,crn,X,-,2247594,2249983,1.234991,1.434439,2.015668
FBgn0023525,CG3191,X,-,2250145,2251993,6.35846,7.385338,10.377847
FBgn0029608,CG3091,X,-,2252332,2254197,0.747278,0.867962,1.219656
FBgn0023524,CG3078,X,-,2254403,2259863,0,0,0
FBgn0027296,temp,X,-,2260207,2262515,1.257513,1.763973,2.478727
FBgn0023527,CG3071,X,+,2262837,2264825,0,0,0
FBgn0023528,CG2924,X,-,2264657,2270761,2.330614,3.082052,4.330887
FBgn0267036,lncRNA:CR45480,X,+,2269996,2270507,0,0,0
FBgn0023529,CG2918,X,-,2271008,2275068,6.649818,8.399179,11.802492
FBgn0023526,CG2865,X,-,2278031,2293411,9.875314,24.559252,34.510563
FBgn0003079,Raf,X,+,2295466,2343870,0.74688,0.8675,1.219007
FBgn0054052,lncRNA:CR34052,X,-,2321758,2322264,0,0,0
FBgn0040392,CG14050,X,-,2324748,2326217,0,0,0
FBgn0040391,CG2854,X,+,2327128,2328941,95.870361,111.353218,156.473083
FBgn0053218,lncRNA:CR33218,X,+,2330159,2330826,124.337166,145.134506,203.942413
FBgn0044047,Ilp6,X,-,2331493,2334658,1.376709,2.022272,2.841689
FBgn0040389,mRpL14,X,-,2343997,2344649,5.635529,6.70456,9.421222
FBgn0003159,CG2841,X,-,2344949,2366356,20.362053,85.486618,120.125443
FBgn0264598,PsGEF,X,-,2367121,2387664,0.261627,0.434346,0.610341
FBgn0052797,CG32797,X,-,2424925,2425855,1.385607,1.60938,2.261494
FBgn0003714,tko,X,-,2442313,2443976,1.827068,5.108489,7.178427
FBgn0040388,boi,X,-,2444167,2470043,0.43861,0.612242,0.86032
FBgn0004050,z,X,+,2447769,2450550,10.834936,13.560438,19.055073
FBgn0284408,trol,X,-,2470460,2545410,2.640455,4.376585,6.149959
FBgn0263531,mir-4955,X,-,2544740,2544908,0,0,0
FBgn0260753,Pdfr,X,+,2552206,2578640,0.101356,0.174764,0.245577
FBgn0040377,Vha36-3,X,-,2579091,2580560,6.948223,9.176649,12.894991
FBgn0040376,AANATL7,X,+,2580958,2583823,7.095038,12.512444,17.582436
FBgn0040375,CG13760,X,-,2583745,2585699,2.781661,3.382351,4.752867
FBgn0040066,wds,X,+,2585980,2588217,5.403447,6.276093,8.819139
FBgn0001404,egh,X,+,2588503,2599111,1.139641,2.865801,4.027012
FBgn0011606,Klp3A,X,-,2599158,2604052,75.827698,97.484024,136.984161
FBgn0004643,Zw10,X,+,2604197,2606824,1.183483,1.374613,1.931601
FBgn0011566,Smyd3,X,-,2606680,2608876,0,0,0
FBgn0029629,eIF3g1,X,-,2609247,2610336,5.963973,6.927142,9.733992
FBgn0040334,Tsp3A,X,-,2617758,2619738,0,0,0
FBgn0040336,Seipin,X,+,2619799,2622140,0,0,0
FBgn0040333,brv3,X,-,2622069,2624575,13.954265,16.20785,22.775204
FBgn0267350,PI4KIIIalpha,X,+,2624804,2633672,2.37057,2.753412,3.869083
FBgn0003371,sgg,X,+,2633952,2679553,4.473149,57.248882,80.445892
FBgn0266707,lncRNA:CR45197,X,+,2675188,2676657,0.011265,0.015739,0.022117
FBgn0011276,HLH3B,X,-,2680199,2681723,0,0,0
FBgn0025838,CG2652,X,-,2681987,2682932,0,0,0
FBgn0265663,lncRNA:CR44470,X,-,2682829,2683845,1.213373,1.40933,1.980385
FBgn0003068,per,X,+,2685580,2692780,0.213386,0.249832,0.351063
FBgn0000092,CG2650,X,-,2692732,2693886,0,0,0
FBgn0024992,CG2658,X,-,2694392,2698211,26.869642,34.619461,48.647125
FBgn0024993,CG2662,X,+,2698701,2701033,1.055524,1.315423,1.848427
FBgn0024994,Ugalt,X,-,2701124,2703852,0.696437,0.845921,1.188685
FBgn0024996,eIF2Bbeta,X,+,2704571,2706217,3.878314,4.504653,6.329921
FBgn0024995,CG2680,X,-,2706151,2707427,7.338804,8.524005,11.977898
FBgn0024997,CG2681,X,+,2708684,2711668,0,0,0
FBgn0024998,CG2685,X,-,2711756,2713960,1.407275,1.634547,2.296859
FBgn0024991,CG2694,X,+,2714079,2717654,1.351362,1.569604,2.205601
FBgn0024973,CG2701,X,-,2717638,2720327,8.273197,9.609301,13.502951
FBgn0000928,fs(1)Yb,X,+,2720468,2724158,1.015134,1.179076,1.656833
FBgn0000927,fs(1)Ya,X,+,2724286,2726577,0,0,0
FBgn0283545,vilya,X,+,2726678,2727568,2.211608,2.568778,3.609636
FBgn0000520,dwg,X,+,2727698,2730042,0,0,0
FBgn0250874,ttm50,X,-,2730077,2732190,8.458244,10.620177,14.923429
FBgn0024975,CG2712,X,+,2732469,2734402,2.558758,2.971992,4.176231
FBgn0000376,crm,X,-,2734248,2738773,0,0,0
FBgn0024980,Syx4,X,-,2739089,2744076,8.819192,10.501557,14.756744
FBgn0028369,kirre,X,+,2740384,3134532,0.683513,6.840836,9.612715
FBgn0263505,lncRNA:CR43494,X,-,2750919,2751416,0.606426,0.704363,0.989767
FBgn0040384,CG32795,X,-,2782906,2790567,12.427061,17.652048,24.804586
FBgn0003996,w,X,-,2790599,2796466,5.205782,6.046504,8.496524
FBgn0040356,CG12498,X,+,2809881,2810846,42.859215,49.780884,69.951904
FBgn0040352,CG14416,X,-,2871884,2872853,1.801093,2.091966,2.939622
FBgn0040353,CG14417,X,-,2875428,2876533,0,0,0
FBgn0040354,CG14418,X,-,2882226,2883661,0,0,0
FBgn0029639,CG14419,X,-,2885186,2885914,0.133059,0.154548,0.21717
FBgn0040355,CG3526,X,+,2890768,2894232,4.198891,6.598779,9.272578
FBgn0025643,CG3588,X,+,2919770,2924426,0.371437,0.600256,0.843478
FBgn0025644,CG14424,X,-,2925884,2927258,0,0,0
FBgn0052793,CG32793,X,+,2929796,2932626,0,0,0
FBgn0029642,CG3592,X,+,2935127,2935966,4.863095,5.648474,7.937213
FBgn0025645,CG3598,X,+,2937027,2938073,0,0,0
FBgn0029643,CG14420,X,+,2938856,2940527,0,0,0
FBgn0029644,CG14421,X,+,2941408,2942329,0,0,0
FBgn0029645,CG14422,X,+,2943386,2944569,0,0,0
FBgn0029646,CG14423,X,+,2945403,2946589,0,0,0
FBgn0029647,CG17959,X,+,2947094,2947580,0,0,0
FBgn0029648,CG3603,X,+,2948034,2949120,10.184676,14.234529,20.0023
FBgn0003285,rst,X,-,2950399,2973834,0.032795,0.038091,0.053526
FBgn0029649,CG4116,X,-,3066615,3067562,0,0,0
FBgn0004647,N,X,+,3134870,3172221,1.343547,1.560527,2.192846
FBgn0028746,CG18508,X,-,3172268,3173140,50.946079,76.644112,107.699997
FBgn0000644,Fcp3C,X,-,3173376,3174474,0,0,0
FBgn0040396,CG3939,X,+,3175018,3176223,54.053707,78.247955,109.953712
FBgn0000479,dnc,X,+,3176440,3343767,0.044105,0.358428,0.503661
FBgn0040393,CG14265,X,-,3236130,3236686,0,0,0
FBgn0010294,ng2,X,-,3240026,3240571,0,0,0
FBgn0010295,ng3,X,-,3241491,3242084,0,0,0
FBgn0002933,ng1,X,+,3242412,3242934,0,0,0
FBgn0010296,ng4,X,-,3243954,3244220,0,0,0
FBgn0003086,Pig1,X,-,3248600,3249289,0,0,0
FBgn0003374,Sgs4,X,+,3250089,3251040,0,0,0
FBgn0266180,lncRNA:CR44886,X,-,3313333,3348400,0,0,0
FBgn0029656,CG10793,X,-,3314744,3316402,17.609402,20.453283,28.74087
FBgn0262656,Myc,X,+,3373159,3391697,0.312906,0.363599,0.510927
FBgn0266350,lncRNA:CR44999,X,+,3373159,3522787,0,0,0
FBgn0029657,CG12535,X,-,3387944,3448943,5.68778,8.894659,12.498738
FBgn0052493,tRNA:Gln-TTG-2-1,X,-,3427452,3427523,0,0,0
FBgn0029658,CG14269,X,-,3434943,3435807,108.344505,130.99762,184.077316
FBgn0029659,CG16782,X,-,3459016,3460240,416.819916,484.135437,680.305115
FBgn0029660,CG10801,X,+,3460592,3462500,30.309595,35.204529,49.469265
FBgn0029661,CG16781,X,-,3462474,3464044,80.093361,93.047951,130.750595
FBgn0029662,CG12206,X,-,3465737,3474524,28.394949,38.374447,53.923618
FBgn0029663,CG10804,X,-,3476463,3482322,0,0,0
FBgn0029664,CG10802,X,+,3482965,3484555,0,0,0
FBgn0029665,CG14270,X,-,3484605,3485378,69.844963,81.124771,113.996201
FBgn0029666,CG10803,X,+,3485650,3490915,2.990828,5.946153,8.355509
FBgn0029667,Gas8,X,-,3491011,3504851,37.628658,54.697723,76.861015
FBgn0052791,DIP-alpha,X,-,3507245,3571649,0.398085,0.541669,0.761151
FBgn0029669,CG13021,X,+,3514316,3515757,35.542717,42.852589,60.216278
FBgn0267910,lncRNA:CR34335,X,-,3545750,3546110,27.006926,45.478004,63.905506
FBgn0052792,ppk8,X,+,3557812,3572000,0,0,0
FBgn0029672,CG2875,X,-,3571456,3573622,0,0,0
FBgn0266429,AstA-R1,X,+,3574536,3666724,0,0,0
FBgn0044046,Ilp7,X,+,3667621,3668845,0.305556,0.354903,0.498708
FBgn0023216,Parg,X,-,3668837,3671502,3.661023,4.383837,6.16015
FBgn0023215,Mnt,X,+,3671801,3701672,0.355448,0.922647,1.2965
FBgn0266549,lncRNA:CR45102,X,+,3701857,3703285,0.269419,0.31293,0.439727
FBgn0015286,Rala,X,-,3704610,3719635,1.527808,2.093046,2.941139
FBgn0283657,Tlk,X,+,3720007,3789770,0.455757,7.258287,10.199316
FBgn0263532,mir-4962,X,+,3777382,3777505,0,0,0
FBgn0029676,HIP-R,X,+,3789969,3792477,35.276836,42.422443,59.611847
FBgn0264948,lncRNA:CR44117,X,-,3792974,3793401,0,0,0
FBgn0021738,Crg-1,X,+,3793223,3797339,0,0,0
FBgn0260225,CR42499,X,+,3793464,3794660,0,0,0
FBgn0053221,CR33221,X,-,3797497,3799028,1.995431,2.317689,3.256807
FBgn0260484,HIP,X,+,3799150,3801570,49.560081,57.563927,80.888596
FBgn0264949,lncRNA:CR44118,X,-,3802067,3802494,0,0,0
FBgn0264954,fd3F,X,+,3802316,3811040,0,0,0
FBgn0000542,ec,X,+,3811698,3857621,0.205043,0.595896,0.837351
FBgn0052785,tRNA:Gln-CTG-2-1,X,+,3819699,3819770,0,0,0
FBgn0025118,tRNA:Pro-CGG-3-1,X,+,3827622,3827693,0,0,0
FBgn0029679,CG2901,X,+,3828197,3831546,12.190372,14.159092,19.896297
FBgn0019661,lncRNA:roX1,X,-,3857230,3862697,1.055596,2.147395,3.01751
FBgn0265575,yin,X,-,3862966,3871939,1.592129,2.270359,3.190299
FBgn0028491,CG2930,X,+,3868973,3880379,13.04967,30.422359,42.749374
FBgn0285910,VhaAC39-1,X,+,3880748,3882967,7.675223,8.914755,12.526978
FBgn0029681,CG15239,X,+,3884168,3890486,0,0,0
FBgn0260658,CG42541,X,-,3891497,3930578,0,0,0
FBgn0029685,CG2938,X,-,3932000,3936469,0,0,0
FBgn0029686,Glos,X,+,3936517,3940582,8.927201,10.368925,14.570372
FBgn0052786,CG32786,X,+,3940847,3944265,19.348852,22.473652,31.579882
FBgn0052783,CG32783,X,+,3945043,3948460,24.44125,28.38846,39.89135
FBgn0029687,Vap33,X,+,3948975,3955442,3.660508,4.593503,6.454772
FBgn0029688,lva,X,-,3955543,3965327,7.559654,8.780522,12.338354
FBgn0029689,CG6428,X,-,3965435,3968655,0.951464,1.105123,1.552915
FBgn0029690,CG6414,X,-,3968788,3971350,0.38395,0.445957,0.626657
FBgn0267037,asRNA:CR45481,X,+,3968933,3972054,0,0,0
FBgn0262990,lncRNA:CR43298,X,-,4001210,4001607,22.898735,26.596832,37.37376
FBgn0267038,lncRNA:CR45482,X,-,4047596,4049204,1.786824,2.075392,2.916333
FBgn0263772,CG43689,X,+,4075743,4092237,0,0,0
FBgn0029693,CG6379,X,-,4097592,4101031,1.890985,2.434019,3.420273
FBgn0029694,CG15375,X,+,4101318,4102995,4.101685,4.764098,6.694492
FBgn0004832,Xpac,X,-,4102955,4104197,17.708595,20.568495,28.902767
FBgn0000221,brn,X,+,4104342,4105791,4.658621,5.410978,7.603485
FBgn0026084,cib,X,+,4106113,4110981,19.041624,86.209236,121.140862
FBgn0026079,Nsun2,X,-,4111156,4113734,4.876933,5.664547,7.959799
FBgn0026085,dgt4,X,+,4113701,4114929,4.414592,5.727063,8.047645
FBgn0026080,Tip60,X,-,4114800,4117487,1.478786,1.734136,2.436801
FBgn0026083,tyf,X,+,4117020,4130016,1.567164,2.886235,4.055726
FBgn0066114,GlcAT-I,X,+,4131211,4132833,2.009615,2.334163,3.279957
FBgn0000635,Fas2,X,-,4132887,4206093,0.740425,1.596287,2.243096
FBgn0262980,CG43288,X,+,4213025,4213421,13.654971,15.86022,22.286716
FBgn0029697,CG15570,X,+,4218170,4223331,0.695886,0.80827,1.135778
FBgn0041252,Femcoat,X,-,4241887,4242826,0,0,0
FBgn0052774,Muc4B,X,-,4244095,4246139,10.774534,14.490973,20.362656
FBgn0262608,CG43134,X,+,4247313,4247785,0,0,0
FBgn0029700,CG15576,X,-,4251870,4252790,140.235626,162.883377,228.883072
FBgn0029701,CG12691,X,+,4266097,4266669,63.682373,73.966942,103.938042
FBgn0029702,CG15572,X,+,4268701,4271083,128.128403,148.820862,209.122467
FBgn0267039,lncRNA:CR45483,X,-,4275234,4275964,4.019152,4.668237,6.559787
FBgn0040904,CG15577,X,-,4276493,4277000,201.230316,233.728592,328.434448
FBgn0040905,CG15578,X,-,4277547,4277961,84.568672,98.226334,138.027237
FBgn0029703,CG12692,X,-,4300117,4302346,95.399269,112.835464,158.555939
FBgn0040906,CG15579,X,-,4311279,4311799,56.957775,79.053787,111.08606
FBgn0266262,lncRNA:CR44957,X,-,4311989,4315059,0,0,0
FBgn0267868,lncRNA:CR46156,X,+,4313626,4314216,0,0,0
FBgn0002707,mei-9,X,-,4314230,4318801,0,0,0
FBgn0266570,NO66,X,+,4319438,4321745,3.788958,4.400867,6.18408
FBgn0040907,mRpL33,X,-,4321764,4322231,0,0,0
FBgn0262738,norpA,X,+,4322626,4365408,0.51484,0.8176,1.148889
FBgn0029705,CG12693,X,-,4327080,4329457,94.833229,110.148598,154.780365
FBgn0029706,CG3626,X,+,4366417,4371136,0.340555,0.395554,0.555831
FBgn0262235,mir-983-1,X,-,4368309,4368399,0,0,0
FBgn0262279,mir-983-2,X,-,4368483,4368581,0,0,0
FBgn0262282,mir-984,X,-,4368646,4368735,0,0,0
FBgn0263589,asRNA:CR43614,X,-,4368786,4373471,0,0,0
FBgn0267040,lncRNA:CR45484,X,+,4373981,4377716,0,0,0
FBgn0029707,CG12688,X,+,4380758,4382466,0.190732,0.221535,0.3113
FBgn0052773,lncRNA:CR32773,X,-,4387676,4611385,0,0,0
FBgn0000179,bi,X,+,4412856,4485647,0,0,0
FBgn0029708,CG3556,X,+,4530231,4535464,0.174074,0.210503,0.295798
FBgn0003210,rb,X,-,4535635,4540626,4.647829,5.398444,7.585871
FBgn0029709,CHOp24,X,+,4540908,4542506,4.569113,5.307014,7.457396
FBgn0029710,CG3568,X,+,4542630,4544497,2.519787,2.926727,4.112625
FBgn0029711,Usf,X,-,4544617,4548794,6.019906,8.561427,12.030481
FBgn0029712,CG15912,X,+,4549070,4549957,1.619369,1.880894,2.643024
FBgn0029713,CG11436,X,-,4549883,4551878,0.135772,0.157699,0.221598
FBgn0029714,CG3527,X,+,4551973,4553006,1.282474,1.489591,2.093167
FBgn0029715,CG11444,X,-,4553117,4554398,79.870514,110.018883,154.598099
FBgn0029716,CG3546,X,+,4558072,4560317,0,0,0
FBgn0029717,CG12684,X,-,4570991,4571929,111.892899,129.963364,182.623993
FBgn0003053,peb,X,+,4617564,4627206,3.933253,4.571535,6.423902
FBgn0025387,CG12184,X,-,4627380,4630936,53.679264,62.663662,88.054718
FBgn0025388,CG12179,X,-,4631052,4636004,54.896473,68.447952,96.182785
FBgn0025739,pon,X,+,4636318,4639112,0.790081,0.917677,1.289517
FBgn0025613,CG3081,X,-,4639259,4643987,0.17219,0.275734,0.38746
FBgn0025612,CG3062,X,-,4641269,4644868,129.019104,149.855408,210.576218
FBgn0029718,mRpL30,X,+,4647871,4648646,13.378772,15.539415,21.835922
FBgn0025615,Torsin,X,-,4648592,4650032,2.233822,3.030662,4.258673
FBgn0022942,Cbp80,X,+,4650015,4658259,0.334149,0.392311,0.551274
FBgn0029719,CG15473,X,-,4651955,4654497,0.066318,0.077028,0.10824
FBgn0029720,CG3009,X,-,4658158,4666700,0,0,0
FBgn0262699,fzr,X,-,4667290,4679537,16.664396,21.00816,29.520582
FBgn0022768,Pp2C1,X,-,4679988,4686903,38.882816,48.734764,68.481888
FBgn0011760,ctp,X,+,4687800,4702034,4.318439,9.388302,13.192405
FBgn0028325,Pdha,X,+,4702284,4705265,3.446304,4.89215,6.874429
FBgn0029722,CG7024,X,+,4705309,4707504,164.853561,191.477066,269.062805
FBgn0029723,Proc-R,X,+,4707916,4729487,0,0,0
FBgn0029724,CG15472,X,-,4768727,4770137,35.703754,41.469833,58.273247
FBgn0267071,lncRNA:CR45515,X,-,4775033,4775232,2.08,2.415915,3.394835
FBgn0029725,CG2871,X,-,4775984,4777375,158.804962,184.45163,259.190674
FBgn0029726,CG15471,X,-,4782201,4782789,44.606216,56.730953,79.718102
FBgn0029727,CG6978,X,+,4784075,4786059,3.067003,3.562318,5.005754
FBgn0029728,CG2861,X,-,4797231,4804862,5.752723,7.359126,10.341014
FBgn0029729,CG12682,X,+,4825974,4826833,32.57093,37.831066,53.160061
FBgn0260971,CG42594,X,+,4840833,4906575,0.034913,0.040551,0.056983
FBgn0263506,lncRNA:CR43495,X,-,4874000,4874382,5.906005,6.859812,9.63938
FBgn0029730,boil,X,+,4875670,4877263,81.170639,94.279518,132.481201
FBgn0052772,CG32772,X,+,4909102,4915161,1.43262,1.928722,2.710232
FBgn0029736,CG4041,X,-,4915280,4918447,1.313257,1.525345,2.143409
FBgn0029737,CG6903,X,+,4918730,4921648,46.738003,58.812046,82.642456
FBgn0285992,hpRNA:CR46342,X,-,4921677,4928133,1.557827,1.809413,2.542579
FBgn0266000,CG44774,X,-,4926664,4938105,111.091064,160.309143,225.265747
FBgn0004368,Ptp4E,X,+,4939128,4955916,1.809298,2.589924,3.639351
FBgn0266096,lncRNA:CR44833,X,-,4956646,5063868,0,0,0
FBgn0061196,CG15468,X,-,4959929,4961128,78.07,90.678139,127.420555
FBgn0267442,lncRNA:CR45792,X,+,4985671,4986397,4.083907,4.743449,6.665476
FBgn0029740,CG12680,X,+,4997441,4998388,0,0,0
FBgn0003028,ovo,X,+,5048273,5070929,0,0,0
FBgn0052767,CG32767,X,-,5071027,5084768,5.368403,12.143326,17.063753
FBgn0266098,rg,X,+,5085759,5254864,0.114541,0.140979,0.198103
FBgn0029746,CG15465,X,+,5085759,5254864,0,0,0
FBgn0029745,Rpn13R,X,+,5131898,5132985,53.103859,61.680019,86.672516
FBgn0029747,CG5062,X,-,5180182,5182369,65.362991,75.918976,106.681038
FBgn0266097,lncRNA:CR44834,X,-,5188171,5188797,29.103668,33.803848,47.50103
FBgn0261803,CG42749,X,+,5296066,5306288,0.994819,1.407077,1.977219
FBgn0029750,CG3323,X,-,5302988,5305691,130.147644,151.166214,212.418152
FBgn0029751,CG17764,X,-,5306261,5307417,70.828339,82.26696,115.601196
FBgn0263237,Cdk7,X,-,5307465,5308983,0.743785,0.863905,1.213955
FBgn0003449,snf,X,+,5309242,5310501,6.553293,7.611636,10.69584
FBgn0029752,TrxT,X,-,5310581,5311888,624.018066,725.106079,1018.916077
FBgn0011761,dhd,X,+,5312171,5313125,1.158115,1.670502,2.347383
FBgn0029753,CG4198,X,+,5313258,5315190,216.615723,251.805496,353.83606
FBgn0029754,CG15930,X,-,5315130,5317295,1.067141,1.239482,1.741715
FBgn0029755,Sas10,X,+,5317409,5319071,0,0,0
FBgn0014024,Rnp4F,X,-,5318928,5322696,2.769485,3.216751,4.520165
FBgn0284442,Mcm3,X,+,5323855,5326738,0,0,0
FBgn0029756,CG3309,X,-,5326675,5329347,1.721117,1.999074,2.80909
FBgn0026751,XRCC1,X,+,5329876,5332435,10.033204,11.653545,16.375515
FBgn0010014,CanB,X,+,5332499,5334449,0,0,0
FBgn0029761,SK,X,+,5340236,5405138,0.041798,0.162358,0.228144
FBgn0029762,NAAT1,X,-,5405238,5410849,3.599195,4.180457,5.874362
FBgn0263987,spoon,X,-,5412386,5420867,7.12042,10.464043,14.70403
FBgn0029763,Usp16-45,X,+,5421533,5427219,17.987902,25.128824,35.310921
FBgn0029765,CG16756,X,+,5427517,5428217,0,0,0
FBgn0267073,lncRNA:CR45517,X,+,5428483,5429256,0.179587,0.20859,0.29311
FBgn0029766,CG15784,X,+,5429571,5432526,0.431326,0.754796,1.060636
FBgn0029768,SPR,X,+,5446656,5494012,0.167165,1.006839,1.414806
FBgn0029769,frma,X,-,5493014,5496052,0,0,0
FBgn0267075,lncRNA:CR45519,X,+,5506509,5507255,0.099063,0.115061,0.161684
FBgn0029771,CG12730,X,+,5516608,5518771,0.734078,0.85263,1.198112
FBgn0267074,asRNA:CR45518,X,-,5516993,5517500,0.008118,0.009429,0.01325
FBgn0263512,Vsx2,X,-,5528927,5560183,0,0,0
FBgn0263511,Vsx1,X,+,5594255,5612865,0,0,0
FBgn0085464,CG34435,X,-,5613325,5614467,17.555351,20.390503,28.652653
FBgn0250904,CG34434,X,-,5614554,5616370,33.478416,38.885109,54.641197
FBgn0029778,RhoGAP5A,X,-,5616572,5618806,1.984997,2.30557,3.239777
FBgn0004687,Mlc-c,X,-,5619136,5622539,55.268047,69.208786,97.2519
FBgn0263631,mir-3645,X,-,5622280,5622416,0,0,0
FBgn0026702,l(1)G0045,X,+,5622648,5625493,1.748471,2.030845,2.853736
FBgn0259994,OtopLa,X,-,5625676,5648487,0,0,0
FBgn0259150,OtopLc,X,-,5650567,5662861,0.12906,0.149903,0.210643
FBgn0267076,asRNA:CR45520,X,+,5663114,5665605,0.056202,0.065279,0.091729
FBgn0029783,Sirt4,X,-,5664628,5665940,10.052629,12.349444,17.353388
FBgn0028474,CG4119,X,+,5666052,5670652,1.393829,1.618929,2.274913
FBgn0015794,Rab18,X,-,5670827,5671812,8.738296,10.149512,14.262053
FBgn0029785,RpL35,X,+,5672401,5673547,33.845432,59.742077,83.949318
FBgn0046687,Tre1,X,-,5673830,5679977,1.734494,2.265205,3.183058
FBgn0003747,Gr5a,X,+,5680617,5682488,0.667744,0.775583,1.089846
FBgn0266263,asRNA:CR44958,X,-,5680627,5682127,0.819195,0.951493,1.337034
FBgn0259926,CG42449,X,+,5683240,5684456,0.675431,0.784512,1.102393
FBgn0029789,PGAP1,X,-,5685253,5689473,1.412357,1.64045,2.305153
FBgn0267081,asRNA:CR45525,X,-,5689852,5691172,0,0,0
FBgn0000394,cv,X,+,5690002,5693084,1.104238,1.511548,2.124021
FBgn0027564,CG3149,X,-,5692945,5695205,10.09703,11.727679,16.479687
FBgn0029791,CG4096,X,+,5698557,5708633,0,0,0
FBgn0053080,CG33080,X,-,5708559,5717778,0,0,0
FBgn0052758,CG32758,X,-,5719374,5738031,1.048161,1.799894,2.529204
FBgn0029795,CG15773,X,+,5732740,5734614,0,0,0
FBgn0261383,IntS6,X,-,5738663,5747254,2.11744,2.619844,3.681395
FBgn0029798,CG4078,X,+,5747747,5752077,1.112684,1.29238,1.816047
FBgn0029799,CG15772,X,+,5752249,5754041,0,0,0
FBgn0029800,lin-52,X,-,5753390,5754958,1.154412,1.340847,1.884153
FBgn0267084,asRNA:CR45528,X,-,5755492,5756710,0,0,0
FBgn0029801,CG15771,X,+,5755574,5759751,1.418256,2.829186,3.97556
FBgn0013987,MAPk-Ak2,X,-,5759908,5764203,2.954504,3.789314,5.324728
FBgn0261610,CG42699,X,+,5764553,5789576,8.323092,9.667254,13.584386
FBgn0029804,CG3097,X,-,5765855,5770780,0.742814,0.862777,1.212371
FBgn0259149,CG42264,X,-,5773023,5776647,0,0,0
FBgn0029807,CG3108,X,-,5777195,5781620,0,0,0
FBgn0029809,CG15767,X,+,5789487,5790919,0,0,0
FBgn0263545,mir-4963,X,+,5790753,5790861,9.458715,10.986279,15.437872
FBgn0029810,CG12239,X,+,5792140,5794543,0.513017,0.595868,0.837312
FBgn0029812,Prosbeta2R1,X,+,5808954,5810158,62.817085,72.961906,102.52578
FBgn0265417,CG44329,X,-,5812273,5812977,0,0,0
FBgn0029814,CG15765,X,+,5818559,5840823,0.163172,0.192731,0.270825
FBgn0262945,lncRNA:CR43264,X,-,5831898,5832215,63.154087,73.353333,103.075813
FBgn0052761,tRNA:Glu-CTC-6-1Psi,X,+,5832298,5832368,0,0,0
FBgn0029816,CG12729,X,+,5845280,5846106,89.249092,103.662636,145.666306
FBgn0262610,CG43136,X,+,5853761,5854464,23.262785,27.019676,37.967937
FBgn0262611,CG43137,X,-,5864550,5865151,22.381918,25.99655,36.530247
FBgn0029817,CG15764,X,+,5869095,5870266,97.878838,131.400452,184.643402
FBgn0029818,GAA1,X,-,5870841,5873357,14.361809,16.68121,23.440369
FBgn0014340,mof,X,-,5873840,5876853,0.493364,0.573041,0.805235
FBgn0029819,Usp30,X,-,5877000,5879787,86.280785,107.68576,151.319595
FBgn0029820,CG16721,X,+,5879869,5883391,70.806396,92.221809,129.589706
FBgn0267228,lncRNA:CR45668,X,-,5882480,5899989,0,0,0
FBgn0000042,Act5C,X,+,5900861,5905399,97.160797,141.380661,198.667526
FBgn0029821,CG4020,X,+,5905746,5908001,1.084836,1.260035,1.770596
FBgn0029822,CG12236,X,+,5908135,5913079,0.524656,0.740572,1.040649
FBgn0029823,Shmt,X,-,5913067,5916797,4.39873,7.270837,10.216951
FBgn0264939,asRNA:CR44108,X,+,5914363,5914649,0,0,0
FBgn0029824,CG3726,X,+,5917097,5941852,0.867715,1.015257,1.426635
FBgn0029825,CG12728,X,+,5942606,5945250,1.974755,2.293674,3.223061
FBgn0052756,CG32756,X,+,5945682,5948353,3.074482,4.516991,6.347257
FBgn0029826,CG6041,X,+,5948160,5950208,0.398557,0.462923,0.650498
FBgn0052755,CG32755,X,+,5950251,5951711,7.346696,8.533172,11.990778
FBgn0029828,CG6067,X,+,5955629,5958283,0.564631,0.655818,0.921552
FBgn0005390,fs(1)M3,X,-,5958207,5964247,0,0,0
FBgn0029830,Grip,X,+,5966279,5986699,0.451647,0.524587,0.737148
FBgn0029831,CG5966,X,+,5988791,5992640,3.415889,5.427572,7.626803
FBgn0027546,CG4766,X,-,5997508,6000797,0,0,0
FBgn0265691,lncRNA:CR44498,X,+,6001511,6005713,0,0,0
FBgn0003302,rux,X,-,6035753,6037800,76.080666,91.062904,127.961235
FBgn0029833,MCTS1,X,+,6037892,6039576,4.415261,5.128316,7.206289
FBgn0029834,CG5937,X,+,6040005,6050381,0,0,0
FBgn0029835,CG5921,X,+,6050828,6065646,0,0,0
FBgn0262575,CG43115,X,-,6065729,6066416,30.52035,35.449322,49.813244
FBgn0029836,CG5928,X,+,6067958,6069264,0,0,0
FBgn0029837,Tsp5D,X,-,6069131,6074857,2.929317,3.637043,5.110759
FBgn0029838,CG4666,X,-,6076072,6077786,1.239178,1.439303,2.022502
FBgn0029840,raptor,X,-,6082634,6090201,0.464657,0.539698,0.758382
FBgn0026060,Mipp2,X,-,6082709,6091471,0.949722,1.1031,1.550072
FBgn0266264,asRNA:CR44959,X,+,6089878,6090648,0,0,0
FBgn0029843,Nep1,X,+,6091205,6103971,0.306476,0.548989,0.771437
FBgn0264386,Ca-alpha1T,X,-,6104085,6192483,0,0,0
FBgn0029849,Efr,X,+,6219957,6222719,11.279536,13.792224,19.380777
