id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down,FDR<=0.05,FDR<=0.01,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Previous ref to RNAi working,Other species infertility phenotype?
FBgn0031099,CG17065,protein_coding,True,True,ENSG00000162066,AMDHD2,protein_coding,True,False,ENSMUSG00000036820,Amdhd2,protein_coding,True,False,True,True,65003,y[1] sc[*] v[1]; P{TRiP.HMC05877}attP40,70,65,30,29,87,74,90,71,v32845 Works,,,No,
FBgn0086908,egg,protein_coding,True,True,ENSG00000143379,SETDB1,protein_coding,False,True,ENSMUSG00000015697,Setdb1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0015949,hrg,protein_coding,True,True,ENSG00000115421,PAPOLG,protein_coding,False,True,"ENSMUSG00000020273,ENSMUSG00000074817","Papolg,Papolb","protein_coding,protein_coding","False,True","True,False",True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0004227,nonA,protein_coding,True,True,ENSG00000121390,PSPC1,protein_coding,True,False,ENSMUSG00000021938,Pspc1,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0015520,nonA-l,protein_coding,True,True,ENSG00000121390,PSPC1,protein_coding,True,False,ENSMUSG00000021938,Pspc1,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0263199,Galk,protein_coding,True,True,ENSG00000156958,GALK2,protein_coding,False,True,ENSMUSG00000027207,Galk2,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0035987,CG3689,protein_coding,True,True,ENSG00000167005,NUDT21,protein_coding,True,False,ENSMUSG00000031754,Nudt21,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0033226,CG1882,protein_coding,True,True,ENSG00000011198,ABHD5,protein_coding,False,True,"ENSMUSG00000040997,ENSMUSG00000032540","Abhd4,Abhd5","protein_coding,protein_coding","True,True","False,False",True,False,,,,,,,,,,,,,,,
FBgn0033382,Hydr1,protein_coding,True,True,ENSG00000158201,ABHD3,protein_coding,False,True,ENSMUSG00000002475,Abhd3,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0019890,Smg5,protein_coding,True,True,ENSG00000198952,SMG5,protein_coding,False,True,ENSMUSG00000001415,Smg5,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0031052,CG14215,protein_coding,True,True,ENSG00000153207,AHCTF1,protein_coding,True,True,ENSMUSG00000026491,Ahctf1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0031779,CG9175,protein_coding,True,True,ENSG00000138073,PREB,protein_coding,False,True,ENSMUSG00000045302,Preb,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0262115,CG17683,protein_coding,True,True,ENSG00000103245,CIAO3,protein_coding,False,True,ENSMUSG00000002280,Narfl,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0033766,Nup188,protein_coding,True,True,ENSG00000095319,NUP188,protein_coding,False,True,ENSMUSG00000052533,Nup188,protein_coding,True,False,True,True,v36023,w[1118] P{GD14021}v36023,28,27,29,29,21,18,26,26,,,,Yes,
FBgn0030753,rngo,protein_coding,True,True,ENSG00000197312,DDI2,protein_coding,False,True,ENSMUSG00000078515,Ddi2,protein_coding,False,True,True,True,v40513,w[1118] P{GD11310}v40513,15,13,25,24,30,26,21,18,,,,Yes,
FBgn0003330,Sce,protein_coding,True,True,ENSG00000121481,RNF2,protein_coding,False,True,ENSMUSG00000024325,Ring1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0036336,ste14,protein_coding,True,True,ENSG00000116237,ICMT,protein_coding,False,True,ENSMUSG00000039662,Icmt,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0086674,Tango13,protein_coding,True,True,ENSG00000169902,TPST1,protein_coding,True,True,ENSMUSG00000034118,Tpst1,protein_coding,True,False,True,True,v102758,P{KK112357}VIE-260B,25,23,23,22,24,21,30,27,GD works,,,No,
FBgn0026374,Rhp,protein_coding,True,True,ENSG00000158106,RHPN1,protein_coding,False,True,ENSMUSG00000022580,Rhpn1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0000078,Amy-d,protein_coding,True,False,ENSG00000240038,AMY2B,protein_coding,True,False,ENSMUSG00000074264,Amy1,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0000079,Amy-p,protein_coding,True,False,ENSG00000240038,AMY2B,protein_coding,True,False,ENSMUSG00000074264,Amy1,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0015075,Ddx1,protein_coding,True,True,ENSG00000079785,DDX1,protein_coding,False,True,ENSMUSG00000037149,Ddx1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0037312,CG11999,protein_coding,True,True,ENSG00000128228,SDF2L1,protein_coding,True,False,ENSMUSG00000022769,Sdf2l1,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0036848,CG10424,protein_coding,True,True,ENSG00000213995,NAXD,protein_coding,True,False,ENSMUSG00000031505,Naxd,protein_coding,True,False,True,True,v39667,w[1118]; P{GD6974}v39667/CyO,25,22,25,20,30,20,25,20,,,,Yes,
FBgn0032042,CG13398,protein_coding,True,True,ENSG00000166225,FRS2,protein_coding,False,True,ENSMUSG00000020170,Frs2,protein_coding,False,True,True,True,v103418,P{KK100762}VIE-260B,16,15,27,26,30,28,18,16,,,,No,
FBgn0026079,Nsun2,protein_coding,True,True,ENSG00000037474,NSUN2,protein_coding,False,True,ENSMUSG00000021595,Nsun2,protein_coding,True,False,True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0032251,Nse4,protein_coding,True,True,ENSG00000255150,EID3,protein_coding,False,True,ENSMUSG00000040331,Nsmce4a,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0031287,CG4291,protein_coding,True,True,ENSG00000120688,WBP4,protein_coding,False,True,ENSMUSG00000022023,Wbp4,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0243511,psidin,protein_coding,True,True,ENSG00000111300,NAA25,protein_coding,False,True,ENSMUSG00000042719,Naa25,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0032723,ssp3,protein_coding,True,True,ENSG00000140386,SCAPER,protein_coding,False,True,ENSMUSG00000034007,Scaper,protein_coding,True,False,True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0039337,MED28,protein_coding,True,True,ENSG00000118579,MED28,protein_coding,False,True,ENSMUSG00000015804,Med28,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0003450,snk,protein_coding,False,True,ENSG00000186452,TMPRSS12,protein_coding,False,True,ENSMUSG00000045631,Tmprss12,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0033179,p47,protein_coding,True,True,ENSG00000088833,NSFL1C,protein_coding,False,True,ENSMUSG00000027455,Nsfl1c,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0259729,CG42383,protein_coding,True,True,ENSG00000088833,NSFL1C,protein_coding,False,True,ENSMUSG00000027455,Nsfl1c,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0039004,Nup133,protein_coding,True,True,ENSG00000069248,NUP133,protein_coding,False,True,ENSMUSG00000039509,Nup133,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0261119,Prp19,protein_coding,True,True,ENSG00000110107,PRPF19,protein_coding,False,True,ENSMUSG00000024735,Prpf19,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0032700,CG10338,protein_coding,True,True,ENSG00000140688,C16orf58,protein_coding,False,True,ENSMUSG00000030780,BC017158,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0027587,CG7028,protein_coding,True,True,ENSG00000112739,PRPF4B,protein_coding,False,True,ENSMUSG00000021413,Prpf4b,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0283658,muc,protein_coding,True,True,ENSG00000150768,DLAT,protein_coding,False,True,ENSMUSG00000000168,Dlat,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0001233,Hsp83,protein_coding,True,True,ENSG00000080824,HSP90AA1,protein_coding,False,True,ENSMUSG00000021270,Hsp90aa1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0051961,TBCC,protein_coding,True,True,ENSG00000124659,TBCC,protein_coding,True,True,ENSMUSG00000036430,Tbcc,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0026432,Grip163,protein_coding,True,True,ENSG00000128159,TUBGCP6,protein_coding,False,True,ENSMUSG00000051786,Tubgcp6,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0035526,CG1316,protein_coding,True,True,ENSG00000155636,RBM45,protein_coding,True,True,ENSMUSG00000042369,Rbm45,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0014075,Uggt,protein_coding,True,True,ENSG00000136731,UGGT1,protein_coding,False,True,ENSMUSG00000042104,Uggt2,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0263697,Uba3,protein_coding,True,True,ENSG00000144744,UBA3,protein_coding,False,True,ENSMUSG00000030061,Uba3,protein_coding,False,True,True,True,v105141,P{KK102057}VIE-260B,11,6,30,16,22,13,14,4,"Few individualized sperm, no or weakly motile (OAT)",No,Ubiquitin activating enzyme,Yes,
FBgn0023083,fray,protein_coding,True,True,ENSG00000172939,OXSR1,protein_coding,False,True,ENSMUSG00000027030,Stk39,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0027507,CG1344,protein_coding,True,True,ENSG00000000457,SCYL3,protein_coding,True,True,ENSMUSG00000026584,Scyl3,protein_coding,True,True,True,True,35261,y[1] sc[*] v[1]; P{TRiP.GL00152}attP2,30,24,21,14,27,26,33,32,,,,Yes,
FBgn0034214,CG6550,protein_coding,True,True,ENSG00000145996,CDKAL1,protein_coding,False,True,ENSMUSG00000006191,Cdkal1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0034566,CG9313,protein_coding,True,True,ENSG00000122735,DNAI1,protein_coding,True,True,ENSMUSG00000061322,Dnaic1,protein_coding,True,False,True,True,51888,y[1] v[1]; P{TRiP.HMC03462}attP40,14,12,20,16,52,41,44,31,,,,No,
FBgn0035825,CG8111,protein_coding,True,True,ENSG00000170876,TMEM43,protein_coding,False,True,ENSMUSG00000030095,Tmem43,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0034735,CG4610,protein_coding,True,True,ENSG00000135297,MTO1,protein_coding,False,True,ENSMUSG00000032342,Mto1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0032524,Hacd2,protein_coding,True,True,ENSG00000074696,HACD3,protein_coding,False,True,ENSMUSG00000033629,Hacd3,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0029969,CG10932,protein_coding,True,True,ENSG00000075239,ACAT1,protein_coding,True,False,ENSMUSG00000032047,Acat1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0011754,PhKgamma,protein_coding,True,True,ENSG00000156873,PHKG2,protein_coding,True,False,ENSMUSG00000030815,Phkg2,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0035724,CG10064,protein_coding,True,True,ENSG00000166596,CFAP52,protein_coding,True,True,ENSMUSG00000020904,Cfap52,protein_coding,True,False,True,True,v106172,P{KK100997}VIE-260B,8,6,17,8,25,10,20,13,"Few sperm, weakly motile. Disorganized distal testis.",No,Cilia- and flagella-associated protein 52,No,
FBgn0038763,PIG-L,protein_coding,True,True,ENSG00000108474,PIGL,protein_coding,True,True,ENSMUSG00000014245,Pigl,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0028684,Rpt5,protein_coding,True,True,ENSG00000165916,PSMC3,protein_coding,True,False,ENSMUSG00000002102,Psmc3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0259482,Mob3,protein_coding,True,True,ENSG00000172081,MOB3A,protein_coding,True,False,"ENSMUSG00000003348,ENSMUSG00000073910","Mob3a,Mob3b","protein_coding,protein_coding","False,False","True,True",True,False,,,,,,,,,,,,,,,
FBgn0032478,CG5458,protein_coding,True,True,ENSG00000160188,RSPH1,protein_coding,True,False,ENSMUSG00000024033,Rsph1,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0085444,mute,protein_coding,True,True,ENSG00000116580,GON4L,protein_coding,False,True,ENSMUSG00000054199,Gon4l,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0010280,Taf4,protein_coding,True,True,ENSG00000141384,TAF4B,protein_coding,False,True,ENSMUSG00000039117,Taf4,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0020278,loco,protein_coding,True,True,ENSG00000159788,RGS12,protein_coding,False,True,ENSMUSG00000029101,Rgs12,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0031191,Cp110,protein_coding,True,True,ENSG00000103540,CCP110,protein_coding,True,True,ENSMUSG00000033904,Ccp110,protein_coding,True,True,True,True,v101161,P{KK105525}VIE-260B,21,19,24,22,20,20,23,21,,,,Yes,
FBgn0037490,CG10053,protein_coding,True,True,ENSG00000152133,GPATCH11,protein_coding,True,False,ENSMUSG00000050668,Gpatch11,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0032051,CG13097,protein_coding,True,True,ENSG00000124383,MPHOSPH10,protein_coding,False,True,ENSMUSG00000030521,Mphosph10,protein_coding,False,True,True,True,v110762,P{KK100252}VIE-260B,27,25,26,26,27,26,21,21,GD works,,,No,
FBgn0005585,Calr,protein_coding,True,True,ENSG00000179218,CALR,protein_coding,False,True,ENSMUSG00000003814,Calr,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0031773,Fbw5,protein_coding,True,True,ENSG00000159069,FBXW5,protein_coding,True,False,ENSMUSG00000015095,Fbxw5,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0086784,stmA,protein_coding,True,True,"ENSG00000132294,ENSG00000084710","EFR3A,EFR3B","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000020658,Efr3b,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0029906,xit,protein_coding,True,True,ENSG00000159063,ALG8,protein_coding,False,True,ENSMUSG00000035704,Alg8,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0039773,CG2224,protein_coding,True,True,ENSG00000138134,STAMBPL1,protein_coding,False,True,ENSMUSG00000006906,Stambp,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0035591,CG4611,protein_coding,True,True,ENSG00000106246,PTCD1,protein_coding,False,True,ENSMUSG00000029624,Ptcd1,protein_coding,True,True,True,True,v110578,P{KK100971}VIE-260B,21,21,27,26,29,25,30,28,GD works,,,No,
FBgn0002466,sti,protein_coding,True,True,ENSG00000122966,CIT,protein_coding,False,True,ENSMUSG00000029516,Cit,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0284220,Top2,protein_coding,True,True,"ENSG00000077097,ENSG00000131747","TOP2B,TOP2A","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000020914,Top2a,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0034786,CG13531,protein_coding,True,True,ENSG00000104133,SPG11,protein_coding,False,True,ENSMUSG00000033396,Spg11,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0029870,Marf,protein_coding,True,True,ENSG00000171109,MFN1,protein_coding,False,True,ENSMUSG00000029020,Mfn2,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0011596,fzo,protein_coding,True,True,ENSG00000171109,MFN1,protein_coding,False,True,ENSMUSG00000029020,Mfn2,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0015019,CCT3,protein_coding,True,True,ENSG00000163468,CCT3,protein_coding,False,True,ENSMUSG00000001416,Cct3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0026679,IntS4,protein_coding,True,False,ENSG00000149262,INTS4,protein_coding,False,True,ENSMUSG00000025133,Ints4,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0261976,Psf2,protein_coding,True,True,ENSG00000131153,GINS2,protein_coding,True,False,ENSMUSG00000031821,Gins2,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0027885,Aac11,protein_coding,True,True,ENSG00000166181,API5,protein_coding,False,True,ENSMUSG00000027193,Api5,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0011205,fbl,protein_coding,True,True,ENSG00000125779,PANK2,protein_coding,False,True,"ENSMUSG00000033610,ENSMUSG00000037514","Pank1,Pank2","protein_coding,protein_coding","True,True","True,False",True,False,,,,,,,,,,,,,,,
FBgn0039829,CG15561,protein_coding,True,True,ENSG00000160818,GPATCH4,protein_coding,False,True,ENSMUSG00000028069,Gpatch4,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0033672,rho-7,protein_coding,True,True,ENSG00000175193,PARL,protein_coding,True,False,ENSMUSG00000033918,Parl,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0000146,aub,protein_coding,True,True,ENSG00000197181,PIWIL2,protein_coding,False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","protein_coding,protein_coding","True,True","True,True",True,True,,,,,,,,,,,,,,,Mouse infertility reported (for both mouse genes)
FBgn0004872,piwi,protein_coding,True,True,ENSG00000197181,PIWIL2,protein_coding,False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","protein_coding,protein_coding","True,True","True,True",True,True,,,,,,,,,,,,,,,Mouse infertility reported (for both mouse genes)
FBgn0250816,AGO3,protein_coding,True,True,ENSG00000197181,PIWIL2,protein_coding,False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","protein_coding,protein_coding","True,True","True,True",True,True,,,,,,,,,,,,,,,Mouse infertility reported (for both mouse genes)
FBgn0033816,CG4679,protein_coding,True,True,ENSG00000132300,PTCD3,protein_coding,False,True,ENSMUSG00000063884,Ptcd3,protein_coding,False,True,True,True,v110665,P{KK100629}VIE-260B,18,0,10,0,11,0,13,0,No sperm. Individualization defect.,No,Ribosomal small subunit binding (mitochondrial),No,
FBgn0037756,CG8507,protein_coding,True,True,ENSG00000163956,LRPAP1,protein_coding,True,False,ENSMUSG00000029103,Lrpap1,protein_coding,True,True,True,False,v104321,P{KK107439}VIE-260B,10,10,28,27,31,28,26,25,v42640 Works,,,No,
FBgn0027537,Nup93-1,protein_coding,True,True,ENSG00000102900,NUP93,protein_coding,False,True,ENSMUSG00000032939,Nup93,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0038274,Nup93-2,protein_coding,True,True,ENSG00000102900,NUP93,protein_coding,False,True,ENSMUSG00000032939,Nup93,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0028903,CG13243,protein_coding,True,True,ENSG00000158428,CATIP,protein_coding,True,False,ENSMUSG00000073650,Catip,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0030411,CG2540,protein_coding,True,True,ENSG00000143942,CHAC2,protein_coding,False,True,ENSMUSG00000020309,Chac2,protein_coding,True,True,True,True,v104886,P{KK110925}VIE-260B,18,18,27,26,20,16,25,24,,,,No,
FBgn0260945,Atg1,protein_coding,True,True,ENSG00000177169,ULK1,protein_coding,False,True,ENSMUSG00000004798,Ulk2,protein_coding,True,False,True,True,35177,"y[1] sc[*] v[1]; P{TRiP.GL00047}attP2/TM3, Sb[1]",20,17,23,23,19,19,25,25,,,,Yes,
FBgn0036386,CG8833,protein_coding,True,True,ENSG00000076650,GPATCH1,protein_coding,False,True,ENSMUSG00000063808,Gpatch1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0036784,CG5103,protein_coding,True,True,ENSG00000151005,TKTL2,protein_coding,True,True,"ENSMUSG00000025519,ENSMUSG00000021957","Tktl2,Tkt","protein_coding,protein_coding","True,False","False,True",True,True,34882,y[1] sc[*] v[1]; P{TRiP.HMS01227}attP2,17,11,19,13,16,16,18,16,,,,No,
FBgn0037607,CG8036,protein_coding,True,True,ENSG00000151005,TKTL2,protein_coding,True,True,"ENSMUSG00000025519,ENSMUSG00000021957","Tktl2,Tkt","protein_coding,protein_coding","True,False","False,True",True,True,60371,y[1] v[1]; P{TRiP.HMJ22552}attP40,17,14,19,18,10,10,19,19,,,,No,
FBgn0033686,Hen1,protein_coding,True,True,ENSG00000162639,HENMT1,protein_coding,False,True,ENSMUSG00000045662,Henmt1,protein_coding,True,True,True,True,33385,y[1] sc[*] v[1]; P{TRiP.HMS00262}attP2,30,22,23,23,24,23,32,31,"Try remaining three reagents: 1Trip, GD and KK",,,No,Mouse infertility reported: mutants have late spermatogenesis defect resulting in the production of abnormal sperm
FBgn0024291,Sirt1,protein_coding,True,True,ENSG00000096717,SIRT1,protein_coding,False,True,ENSMUSG00000020063,Sirt1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0027864,Ogg1,protein_coding,True,True,ENSG00000114026,OGG1,protein_coding,False,True,ENSMUSG00000030271,Ogg1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0033995,GPHR,protein_coding,True,True,ENSG00000117262,GPR89A,protein_coding,False,True,ENSMUSG00000028096,Gpr89,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0013548,l(2)dtl,protein_coding,True,False,ENSG00000143476,DTL,protein_coding,False,True,ENSMUSG00000037474,Dtl,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0051320,HEATR2,protein_coding,True,True,ENSG00000164818,DNAAF5,protein_coding,False,True,ENSMUSG00000025857,Dnaaf5,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0033921,tej,protein_coding,True,True,ENSG00000162782,TDRD5,protein_coding,False,True,ENSMUSG00000060985,Tdrd5,protein_coding,True,True,True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0035799,CG14838,protein_coding,True,True,ENSG00000162643,WDR63,protein_coding,True,False,ENSMUSG00000043020,Wdr63,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0026080,Tip60,protein_coding,True,True,ENSG00000172977,KAT5,protein_coding,False,True,ENSMUSG00000024926,Kat5,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0024542,Neos,protein_coding,True,True,ENSG00000124160,NCOA5,protein_coding,False,True,ENSMUSG00000039804,Ncoa5,protein_coding,True,False,True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0064126,CG33722,protein_coding,True,True,ENSG00000169696,ASPSCR1,protein_coding,False,True,ENSMUSG00000025142,Aspscr1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0038827,Fancd2,protein_coding,True,False,ENSG00000144554,FANCD2,protein_coding,True,True,ENSMUSG00000034023,Fancd2,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0025635,CG17829,protein_coding,True,True,ENSG00000172273,HINFP,protein_coding,False,True,ENSMUSG00000032119,Hinfp,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0004832,Xpac,protein_coding,True,True,ENSG00000136936,XPA,protein_coding,True,True,ENSMUSG00000028329,Xpa,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0038332,CG6136,protein_coding,True,True,ENSG00000119929,CUTC,protein_coding,True,True,ENSMUSG00000025193,Cutc,protein_coding,True,False,True,True,v109421,P{KK108196}VIE-260B,30,29,30,28,29,28,25,25,GD works,,,No,
FBgn0061469,Ube3a,protein_coding,True,True,ENSG00000165338,HECTD2,protein_coding,False,True,ENSMUSG00000041180,Hectd2,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0037220,CG14641,protein_coding,True,True,ENSG00000086589,RBM22,protein_coding,True,True,ENSMUSG00000024604,Rbm22,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0033856,CG13334,protein_coding,True,True,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000030246,ENSMUSG00000063229","Ldhb,Ldha","protein_coding,protein_coding","False,True","True,False",True,True,,,,,,,,,,,,,,,
FBgn0001258,Ldh,protein_coding,True,True,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000030246,ENSMUSG00000063229","Ldhb,Ldha","protein_coding,protein_coding","False,True","True,False",True,True,,,,,,,,,,,,,,,
FBgn0036372,Abp1,protein_coding,True,True,ENSG00000136279,DBNL,protein_coding,True,True,ENSMUSG00000020476,Dbnl,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0050291,CG30291,protein_coding,True,True,ENSG00000108465,CDK5RAP3,protein_coding,False,True,ENSMUSG00000018669,Cdk5rap3,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0037046,CG10581,protein_coding,True,True,ENSG00000135778,NTPCR,protein_coding,False,True,ENSMUSG00000031851,Ntpcr,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0266670,Sec5,protein_coding,True,True,ENSG00000112685,EXOC2,protein_coding,False,True,ENSMUSG00000021357,Exoc2,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0032813,PCNA2,protein_coding,True,True,ENSG00000132646,PCNA,protein_coding,True,False,ENSMUSG00000027342,Pcna,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0005655,PCNA,protein_coding,True,True,ENSG00000132646,PCNA,protein_coding,True,False,ENSMUSG00000027342,Pcna,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0051648,CG31648,protein_coding,True,True,ENSG00000166260,COX11,protein_coding,False,True,ENSMUSG00000020544,Cox11,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0036374,Spt20,protein_coding,True,False,ENSG00000102710,SUPT20H,protein_coding,False,True,ENSMUSG00000027751,Supt20,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0029714,CG3527,protein_coding,True,True,ENSG00000126749,EMG1,protein_coding,False,True,ENSMUSG00000004268,Emg1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0041094,scyl,protein_coding,True,True,ENSG00000145358,DDIT4L,protein_coding,False,True,ENSMUSG00000046818,Ddit4l,protein_coding,True,False,True,True,v25504,w[1118]; P{GD9925}v25504/CyO,26,21,26,23,30,23,30,26,,,,No,
FBgn0036165,chrb,protein_coding,True,True,ENSG00000145358,DDIT4L,protein_coding,False,True,ENSMUSG00000046818,Ddit4l,protein_coding,True,False,True,True,43975,y[1] sc[*] v[1]; P{TRiP.GL01585}attP2,22,15,33,30,23,19,59,45,,,,No,
FBgn0261112,APP-BP1,protein_coding,True,True,ENSG00000159593,NAE1,protein_coding,False,True,ENSMUSG00000031878,Nae1,protein_coding,False,True,True,True,v7728,w[1118]; P{GD1303}v7728,18,18,27,23,29,28,25,21,,,,Yes,
FBgn0035766,eco,protein_coding,True,True,ENSG00000171320,ESCO2,protein_coding,False,True,ENSMUSG00000024293,Esco1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0029512,Aos1,protein_coding,True,True,ENSG00000142230,SAE1,protein_coding,True,False,ENSMUSG00000052833,Sae1,protein_coding,True,True,True,True,v18528,w[1118] P{GD8542}v18528,30,28,28,27,28,28,15,15,,,,Yes,
