id_gene,Stock Number,Transgene,status,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously known to affect male fertility/sperm cells,Function,Previous ref to RNAi working,Other species infertility phenotype?,Flybase link
FBgn0050423,62369,P{TRiP.HMJ23764}attP40,Pending,,,,,,,,,,No,Unknown (predicted signaling receptor binding).,No ,, http://flybase.org/reports/FBgn0050423
FBgn0004379,62383,P{TRiP.HMJ23779}attP40,Pending,,,,,,,,,,Yes. Meiotic defects (https://www.molbiolcell.org/doi/10.1091/mbc.e03-05-0342),Microtubule motor protein involved in chromosome congression and mitotic spindle morphogenesis.,No ,Mouse infertility 1/2 (for Kif18a). Cell cycle defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2963078/), http://flybase.org/reports/FBgn0004379
FBgn0035383,62455,P{TRiP.HMJ23935}attP40,Pending,,,,,,,,,,No,Carnitine O-palmitoyltransferase: enzyme required for the beta-oxidation of long-chain fatty acids.,No ,, http://flybase.org/reports/FBgn0035383
FBgn0026079,62495,P{TRiP.HMJ24019}attP40,Pending,,,,,,,,,,No,Unknown (predicted methyltransferase activity and tRNA (cytosine-5-)-methyltransferase activity).,No ,Mouse infertility. Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3624257/), http://flybase.org/reports/FBgn0026079
FBgn0038723,62520,P{TRiP.HMJ24064}attP40,Pending,,,,,,,,,,No,Unknown (predicted GTP binding).,No ,, http://flybase.org/reports/FBgn0038723
FBgn0010531,62919,P{TRiP.HMJ24159}attP40,Pending,,,,,,,,,,No,Protein required for the proper superoxide dismutase function of the product of Sod1.,No ,, http://flybase.org/reports/FBgn0010531
FBgn0035911,64489,P{TRiP.HMC05507}attP40,Pending,,,,,,,,,,No,Unknown (predicted flavin adenine dinucleotide binding and isovaleryl-CoA dehydrogenase activity).,No ,, http://flybase.org/reports/FBgn0035911
FBgn0028897,64512,P{TRiP.HMC05530}attP40,Pending,,,,,,,,,,No,Unknown (predicted molecular adaptor activity).,No ,, http://flybase.org/reports/FBgn0028897
FBgn0029887,64514,P{TRiP.HMC05532}attP40,Pending,,,,,,,,,,No,Unknown (predicted mRNA binding).,No ,, http://flybase.org/reports/FBgn0029887
FBgn0030655,64577,P{TRiP.HMC05596}attP40,Pending,,,,,,,,,,No,Unknown (belongs to the CWF19 family).,No ,, http://flybase.org/reports/FBgn0030655
FBgn0032446,64637,P{TRiP.HMC05672}attP40,Pending,,,,,,,,,,No,Unknown (predicted intraflagellar transport protein 43).,No ,, http://flybase.org/reports/FBgn0032446
FBgn0086446,64679,P{TRiP.HMC05714}attP40,Pending,,,,,,,,,,No,Unknown (dynactin complex gene group).,No ,, http://flybase.org/reports/FBgn0086446
FBgn0034786,64868,P{TRiP.HMC05741}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0034786
FBgn0263602,64907,P{TRiP.HMC05780}attP40,Pending,,,,,,,,,,"No, but predicted",Threonine-type endopeptidase involved in spermatogenesis and the defense response to Gram-negative bacteria.,No ,Mouse infertility. Spermiogenesis defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947863/), http://flybase.org/reports/FBgn0263602
FBgn0033549,64952,P{TRiP.HMC05826}attP40,Pending,,,,,,,,,,No,Non-catalytic subunit of the mus81-mms4 structure-selective endonuclease that functions in DNA repair (predicted to contribute to crossover junction endodeoxyribonuclease activity).,No ,, http://flybase.org/reports/FBgn0033549
FBgn0034269,64956,P{TRiP.HMC05830}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0034269
FBgn0015572,65137,P{TRiP.HMC05977}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0015572
FBgn0029121,65173,P{TRiP.HMC05939}attP40,Pending,,,,,,,,,,No,"Unknown (predicted cysteine-type endopeptidase activity, metalloendopeptidase activity).",No ,, http://flybase.org/reports/FBgn0029121
FBgn0260933,65230,P{TRiP.HMC06091}attP40,Pending,,,,,,,,,,No,"IFT140 subunit of the IFT-A subcomplex. As such, it is a component of the conserved intraflagellar transport (IFT) mechanism.",No ,, http://flybase.org/reports/FBgn0260933
FBgn0035825,67209,P{TRiP.HMC06310}attP40,Pending,,,,,,,,,,No,Unknown (belongs to the TMEM43 family).,No ,, http://flybase.org/reports/FBgn0035825
FBgn0037046,67254,P{TRiP.HMC06357}attP40,Pending,,,,,,,,,,No,"Unknown (predicted nucleotide phosphatase activity, acting on free nucleotides).",No ,, http://flybase.org/reports/FBgn0037046
FBgn0031534,67953,P{TRiP.GL01875}attP40,Pending,,,,,,,,,,No,Unknown (predicted phosphatidylinositol binding).,No ,, http://flybase.org/reports/FBgn0031534
FBgn0039887,67988,P{TRiP.HMS05851}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0039887
FBgn0031287,77151,P{TRiP.HMS05916}attP40,Pending,,,,,,,,,,No,Unknown (predicted nucleic acid and zinc ion binding).,No ,, http://flybase.org/reports/FBgn0031287
FBgn0038763,77179,P{TRiP.HMC06490}attP40,Pending,,,,,,,,,,No,N-acetylglucosaminylphosphatidylinositol deacetylase.,No ,, http://flybase.org/reports/FBgn0038763
FBgn0039698,77381,P{TRiP.HMC06512}attP40,Pending,,,,,,,,,,No,"3'(2'),5'-bisphosphate nucleotidase.",No ,, http://flybase.org/reports/FBgn0039698
FBgn0038108,77392,P{TRiP.HMC06523}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0038108
FBgn0005696,77417,P{TRiP.HMC06549}attP2,Pending,,,,,,,,,,No,Unknown (predicted DNA-directed DNA polymerase activity).,No ,, http://flybase.org/reports/FBgn0005696
FBgn0025807,80382,P{TRiP.HMC06618}attP40,Pending,,,,,,,,,,No,Together with the Rad1 and Hus1-like products forms the 9-1-1 checkpoint protein complex. This complex plays a central role in the DNA damage-induced checkpoint response.,No ,, http://flybase.org/reports/FBgn0025807
FBgn0261119,in house (Prp19),-,Pending,,,,,,,,,,No,Protein involved in chromatin organization and alternative mRNA splicing regulation,Yes,, http://flybase.org/reports/FBgn0261119
FBgn0030581,in-house line,-,Pending,,,,,,,,,,No,Predicted to have protein kinase inhibitor activity,-,, http://flybase.org/reports/FBgn0030581
FBgn0032296,in-house line,-,Pending,,,,,,,,,,No,"Predicted to be involved in nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",-,, http://flybase.org/reports/FBgn0032296
FBgn0036920,in-house line,-,Pending,,,,,,,,,,No,Predicted to be involved in protein targeting to mitochondrion,-,, http://flybase.org/reports/FBgn0036920
FBgn0031850,v100721,P{KK108103}VIE-260B,Pending,,,,,,,,,,No,Expressed in embryonic tendons and is regulated by sr. The product of Tsp serves as a ligand for the integrin subunit encoded by if and is required for muscle adhesion to tendons.,Yes ,,http://flybase.org/reports/FBgn0031850
FBgn0038917,v100804,P{KK108746}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,,http://flybase.org/reports/FBgn0038917
FBgn0015574,v100942,P{KK106302}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,,http://flybase.org/reports/FBgn0015574
FBgn0032879,v101145,P{KK104029}VIE-260B,Pending,,,,,,,,,,No,Transporter belonging to the SLC22A transporter family that is involved in the photoreceptor histamine-carcinine cycle.,Yes ,,http://flybase.org/reports/FBgn0032879
FBgn0052373,v101586,P{KK103913}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted calcium ion binding).,Yes ,,http://flybase.org/reports/FBgn0052373
FBgn0062411,v102136,P{KK110883}VIE-260B,Pending,,,,,,,,,,No,Copper ion transmembrane transporter activity (expressed in the male gonad; maintaines copper delivery during male spermatogenesis when the X chromosome is inactive).,No ,,http://flybase.org/reports/FBgn0062411
FBgn0032345,v102195,P{KK111069}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,Human infertility. PCD (https://www.nature.com/articles/ng.2707),http://flybase.org/reports/FBgn0032345
FBgn0262593,v102218,P{KK111134}VIE-260B,Pending,,,,,,,,,,No,"Member of the Sh family and the structural alpha subunit of a delayed rectifier K[+] channel (Kv2). The product of Shab channel functions to regulate excitability in neurons and muscles, and transmitter release.",Yes  ,,http://flybase.org/reports/FBgn0262593
FBgn0030620,v102645,P{KK103667}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,,http://flybase.org/reports/FBgn0030620
FBgn0262124,v103156,P{KK114110}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted transmembrane transporter activity).,Yes  ,,http://flybase.org/reports/FBgn0262124
FBgn0033921,v103264,P{KK112698}VIE-260B,Pending,,,,,,,,,,No,Unknown.,Yes ,Mouse infertility. Meiotic and spermiogenesis defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3051809/),http://flybase.org/reports/FBgn0033921
FBgn0040087,v103350,P{KK100066}VIE-260B,Pending,,,,,,,,,,No,Key protein of the early secretory pathway where it interacts with the Product of GM130 and Rab proteins. p115 depletion from S2 cells leads to a fragmentation of the Golgi but without impairing transport efficiency.,Yes ,,http://flybase.org/reports/FBgn0040087
FBgn0025808,v103552,P{KK101000}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted chromatin binding; contributes to DNA clamp loader activity).,No ,,http://flybase.org/reports/FBgn0025808
FBgn0022153,v103629,P{KK101835}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,,http://flybase.org/reports/FBgn0022153
FBgn0038640,v103727,P{KK102192}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted mRNA binding).,No ,,http://flybase.org/reports/FBgn0038640
FBgn0031239,v103741,P{KK102351}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted protein-cysteine S-palmitoyltransferase activity).,No ,,http://flybase.org/reports/FBgn0031239
FBgn0039019,v104893,P{KK112389}VIE-260B,Pending,,,,,,,,,,No,Chromatin binding protein that is involved in telomere capping and transcription regulation.,Yes ,,http://flybase.org/reports/FBgn0039019
FBgn0032723,v105858,P{KK102697}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,Mouse infertility. No detailed phenotyping (https://www.mousephenotype.org/data/genes/MGI:1925976),http://flybase.org/reports/FBgn0032723
FBgn0051320,v106702,P{KK102625}VIE-260B,Pending,,,,,,,,,,"Yes. Defective cilia, spermiogenesis defect (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004577)",Unknown (predicted dynein intermediate chain binding).,Yes ,,http://flybase.org/reports/FBgn0051320
FBgn0040634,v106778,P{KK108823}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,,http://flybase.org/reports/FBgn0040634
FBgn0030403,v106935,P{KK102841}VIE-260B,Pending,,,,,,,,,,No,Adenosinetriphosphatase.,No ,,http://flybase.org/reports/FBgn0030403
FBgn0016059,v107233,P{KK104666}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted chemorepellent activity and semaphorin receptor binding).,Yes ,,http://flybase.org/reports/FBgn0016059
FBgn0037816,v107280,P{KK102622}VIE-260B,Pending,,,,,,,,,,No,"Unknown (predicted 4 iron, 4 sulfur cluster binding and N6-isopentenyladenosine methylthiotransferase activity).",No ,,http://flybase.org/reports/FBgn0037816
FBgn0259481,v107327,P{KK109159}VIE-260B,Pending,,,,,,,,,,No,Protein that belongs to the Mob1/phocein domain protein family.,No ,,http://flybase.org/reports/FBgn0259481
FBgn0003607,v107477,P{KK110828}VIE-260B,Pending,,,,,,,,,,No,"Chromatin binding, rDNA binding, RNA binding and satellite DNA binding.",Yes ,,http://flybase.org/reports/FBgn0003607
FBgn0035877,v107627,P{KK101270}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,,http://flybase.org/reports/FBgn0035877
FBgn0058191,v107687,P{KK113613}VIE-260B,Pending,,,,,,,,,,No,Unknown.,No ,,http://flybase.org/reports/FBgn0058191
FBgn0039543,v108291,P{KK101255}VIE-260B,Pending,,,,,,,,,,No,Carnitine O-octanoyltransferase.,No ,,http://flybase.org/reports/FBgn0039543
FBgn0039773,v108622,P{KK101867}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted Lys63-specific deubiquitinase activity and thiol-dependent ubiquitin-specific protease activity).,Yes ,,http://flybase.org/reports/FBgn0039773
FBgn0030871,v10881,P{GD4428}v10881/TM3,Pending,,,,,,,,,,No,Unknown (predicted ATP binding; contributes to DNA clamp loader activity).,Yes ,,http://flybase.org/reports/FBgn0030871
FBgn0030574,v108867,P{KK101306}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted L-amino acid transmembrane transporter activity).,Yes ,,http://flybase.org/reports/FBgn0030574
FBgn0052671,v109230,P{KK116172}VIE-260B,Pending,,,,,,,,,,No,Unknown (predicted GTPase activity).,No ,,http://flybase.org/reports/FBgn0052671
FBgn0067052,v109376,P{KK115626}VIE-260B,Pending,,,,,,,,,,No,Unknown (GTPase activity).,No ,,http://flybase.org/reports/FBgn0067052
FBgn0030082,v109735,P{KK108772}VIE-260B,Pending,,,,,,,,,,No,Chromatin binding protein that negatively regulates transcription and heterochromatin formation.,Yes ,,http://flybase.org/reports/FBgn0030082
FBgn0028669,v110051,P{KK104744}VIE-260B,Pending,,,,,,,,,,No,"Unknown (predicted proton-transporting ATPase activity, rotational mechanism).",No ,,http://flybase.org/reports/FBgn0028669
FBgn0000579,v110090,P{KK100571}VIE-260B,Pending,,,,,,,,,,No,Phosphopyruvate hydratase involved in glucose homeostasis.,Yes ,,http://flybase.org/reports/FBgn0000579
FBgn0038742,v110335,P{KK100761}VIE-260B,Pending,,,,,,,,,,No,Short-chain acyl-CoA dehydrogenase.,Yes ,,http://flybase.org/reports/FBgn0038742
FBgn0032246,v110451,P{KK101897}VIE-260B,Pending,,,,,,,,,,No,Protein kinase binding.,Yes ,,http://flybase.org/reports/FBgn0032246
FBgn0031374,v110764,P{KK105671}VIE-260B,Pending,,,,,,,,,,No,Protein involved in mitosis regulation.,Yes ,Mouse infertility (for Wdr62). Defects in meiotic initiation (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6107287/),http://flybase.org/reports/FBgn0031374
FBgn0011763,v12722,P{GD4444}v12722,Pending,,,,,,,,,,No,Member of the DREAM complex and the common subunit of the two Drosophila heterodimeric E2F transcription factors ( controls the transcription of genes necessary for cell cycle progression).,Yes ,,http://flybase.org/reports/FBgn0011763
FBgn0027095,v12834,P{GD4793}v12834,Pending,,,,,,,,,,No,"Evolutionarily conserved neurotrophic factor. It contributes to dopamine neuron survival, regulation of unfolded protein response and retinal repair.",Yes ,,http://flybase.org/reports/FBgn0027095
FBgn0011586,v13360, P{GD5043}v13360,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0011586
FBgn0030607,v14815,P{GD6305}v14814,Pending,,,,,,,,,,No,Triacylglycerol lipase.,Yes ,,http://flybase.org/reports/FBgn0030607
FBgn0039844,v14925,P{GD4651}v14925,Pending,,,,,,,,,,No,Unknown (predicted L-amino acid transmembrane transporter activity).,Yes ,,http://flybase.org/reports/FBgn0039844
FBgn0001114,v15428,P{GD5017}v15428,Pending,,,,,,,,,,No,Secreted protein that belongs to the family of cholinesterase/carboxylesterase-like proteins.,Yes ,,http://flybase.org/reports/FBgn0001114
FBgn0263772,v15480,P{GD5208}v15480,Pending,,,,,,,,,,No,Unknown (predicted DNA-binding transcription factor activity and RNA polymerase II-specific).,Yes ,,http://flybase.org/reports/FBgn0263772
FBgn0032691,v16047,P{GD6972}v16047,Pending,,,,,,,,,,No,"Protein involved in chromatin organization, intestinal stem cell homeostasis, and histone acetylation.",Yes ,,http://flybase.org/reports/FBgn0032691
FBgn0037379,v16145,P{GD7154}v16145,Pending,,,,,,,,,,No,Unknown (predicted nucleic acid binding).,Yes ,,http://flybase.org/reports/FBgn0037379
FBgn0031020,v17571,P{GD6743}v17571,Pending,,,,,,,,,,No,Unknown (predicted to contribute to peptide alpha-N-acetyltransferase activity).,Yes ,,http://flybase.org/reports/FBgn0031020
FBgn0029911,v17600,P{GD8324}v17600,Pending,,,,,,,,,,No,Unknown (predicted ubiquitin-protein transferase activity).,Yes ,,http://flybase.org/reports/FBgn0029911
FBgn0038965,v17716,P{GD8136}v17716,Pending,,,,,,,,,,No,Protein kinase activator activity.,Yes ,,http://flybase.org/reports/FBgn0038965
FBgn0036356,v18037,P{GD6905}v18037/TM3,Pending,,,,,,,,,,No,Unknown (predicted GTPase activity).,Yes ,,http://flybase.org/reports/FBgn0036356
FBgn0035470,v18479,P{GD8501}v18479,Pending,,,,,,,,,,No,"Protein that forms a complex with the product of Mon1 and acts as an exchange factor of the small G-protein encoded by Rab7. The Ccz1/Mon1 complex activates and recruits the product of Rab7 to the maturing endosome, where it organizes the fusion of the matured endosome with the lysosome.",Yes ,,http://flybase.org/reports/FBgn0035470
FBgn0001122,v19124,P{GD8640}v19124,Pending,,,,,,,,,,No,The most abundant G protein in the nervous tissue and is involved in signaling by a variety of GPCRs.,Yes ,,http://flybase.org/reports/FBgn0001122
FBgn0262115,v19180,P{GD8804}v19180,Pending,,,,,,,,,,No,Unknown (belongs to the NARF protein family).,Yes ,,http://flybase.org/reports/FBgn0262115
FBgn0017414,v20185,P{GD7578}v20185,Pending,,,,,,,,,,No,Unknown (predicted DNA binding).,Yes ,,http://flybase.org/reports/FBgn0017414
FBgn0037382,v20783,P{GD9706}v20783,Pending,,,,,,,,,,No,Unknown (gene group: transcription export complex).,Yes ,,http://flybase.org/reports/FBgn0037382
FBgn0266268,v20804,P{GD9723}v20804/CyO,Pending,,,,,,,,,,No,Protoporphyrin ferrochelatase.,Yes ,,http://flybase.org/reports/FBgn0266268
FBgn0036686,v21048,P{GD9950}v21048,Pending,,,,,,,,,,No,Unknown (predicted GTPase activity and U3 snoRNA binding).,Yes ,,http://flybase.org/reports/FBgn0036686
FBgn0050291,v21120,P{GD10038}v21120,Pending,,,,,,,,,,No,Unknown (belongs to the CDK5RAP3 family). ,Yes ,,http://flybase.org/reports/FBgn0050291
FBgn0038234,v21480,P{GD10483}v21480,Pending,,,,,,,,,,No,Unknown (predicted large ribosomal subunit rRNA binding).,Yes ,,http://flybase.org/reports/FBgn0038234
FBgn0032171,v21645,P{GD10737}v21645,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0032171
FBgn0011824,v21775,P{GD11196}v21775,Pending,,,,,,,,,,No,Unknown (predicted to box H/ACA snoRNA binding).,Yes ,,http://flybase.org/reports/FBgn0011824
FBgn0243511,v21960,P{GD11446}v21960,Pending,,,,,,,,,,No,Actin filament binding.,Yes ,,http://flybase.org/reports/FBgn0243511
FBgn0004872,v22235,P{GD11827}v22235,Pending,,,,,,,,,,Yes. Abnormal spermatogenesis due to germ line stem cell defects (https://dev.biologists.org/content/develop/124/12/2463.full.pdf),Chromatin DNA binding and piRNA binding.,Yes ,Mouse infertility 3/3 (for either Piwil1 or Piwil2). Meiotic (Piwil2) or spermiogenesis (Piwil1) defects (https://dev.biologists.org/content/131/4/839.long and https://www.sciencedirect.com/science/article/pii/S153458070200165X?via%3Dihub),http://flybase.org/reports/FBgn0004872
FBgn0262743,v22348,P{GD9797}v22348,Pending,,,,,,,,,,No,"Protein that functions in nuclear protein import, formation of the spindle apparatus and nuclear envelope assembly. It is also involved in biogenesis of the mitochondria.",Yes  ,,http://flybase.org/reports/FBgn0262743
FBgn0036500,v22561,P{GD12192}v22561,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0036500
FBgn0039420,v23009,P{GD12810}v23009/CyO,Pending,,,,,,,,,,No,Unknown (predicted dipeptidase activity).,No ,,http://flybase.org/reports/FBgn0039420
FBgn0285911,v23769,{GD13782}v23769,Pending,,,,,,,,,,No,Subunit of a heterohexameric tethering complex known as homotypic fusion and protein sorting (HOPS).,Yes ,,http://flybase.org/reports/FBgn0285911
FBgn0035526,v23851,P{GD7942}v23851/TM3,Pending,,,,,,,,,,No,Unknown (predicted mRNA binding and nucleic acid binding).,Yes ,,http://flybase.org/reports/FBgn0035526
FBgn0039068,v24481,P{GD198}v24481/TM3,Pending,,,,,,,,,,No,Unknown (peroxins gene group).,Yes ,,http://flybase.org/reports/FBgn0039068
FBgn0024555,v24143,P{GD14196}v24143,Pending,,,,,,,,,,No,Regulatory 3 subunit of protein phosphatase 4 (PP4). It targets PP4 to the centromere to regulate kinetochore integrity in mitosis.,Yes ,,http://flybase.org/reports/FBgn0024555
FBgn0033485,v24797,P{GD8123}v24797/TM3,Pending,,,,,,,,,,No,Unknown (Ribosomal protein LP0-like - predicted structural constituent of ribosome).,Yes ,,http://flybase.org/reports/FBgn0033485
FBgn0003008,v25014,P{GD8673}v25014,Pending,,,,,,,,,,No,AP-3 adaptor complex component involved in ommochrome biosynthesis.,Yes ,,http://flybase.org/reports/FBgn0003008
FBgn0085370,v25197,P{GD8930}v25197,Pending,,,,,,,,,,No,"3',5'-cyclic-GMP phosphodiesterase.",Yes  ,,http://flybase.org/reports/FBgn0085370
FBgn0029820,v25201,P{GD9190}v25201,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0029820
FBgn0033402,v25399,P{GD9716}v25399,Pending,,,,,,,,,,No,Adaptor protein involved in in the Toll pathway functioning downstream of the product of Tl and upstream of the product of tub.,Yes ,,http://flybase.org/reports/FBgn0033402
FBgn0022986,v26333,P{GD11161}v26333/TM3,Pending,,,,,,,,,,No,Unknown (predicted RNA binding).,Yes ,Mouse infertility 1/2 (for Khdrbs1). Meiotic and  spermiogenesis defects (http://jcb.rupress.org/content/185/2/235),http://flybase.org/reports/FBgn0022986
FBgn0037018,v26377,P{GD11199}v26377/TM3,Pending,,,,,,,,,,No,Unknown (predicted to contribute to ubiquitin-protein transferase activity).,Yes ,,http://flybase.org/reports/FBgn0037018
FBgn0038811,v26397,P{GD11232}v26397,Pending,,,,,,,,,,No,Unknown (predicted pseudouridine synthase activity and RNA binding).,Yes ,,http://flybase.org/reports/FBgn0038811
FBgn0031066,v26848,P{GD13061}v26848,Pending,,,,,,,,,,No,Cytochrome-c oxidase.,Yes ,,http://flybase.org/reports/FBgn0031066
FBgn0031773,v27007,P{GD14135}v27007,Pending,,,,,,,,,,No,Protein that targets proteins for destruction via its role as a substrate receptor for the CRL4 E3 ubiquitin ligase; key target of the product of Fbw5 is the subunit of the tuberous sclerosis complex.,Yes ,,http://flybase.org/reports/FBgn0031773
FBgn0034572,v27013,P{GD14194}v27013,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0034572
FBgn0264975,v27201,P{GD14467}v27201,Pending,,,,,,,,,,No,Immunoglobulin domain-containing cell adhesion molecule that mediates cell-cell adhesion by forming homo- or heterophilic interactions.,Yes ,,http://flybase.org/reports/FBgn0264975
FBgn0037050,v27281,P{GD7020}v27281,Pending,,,,,,,,,,No,Protein that belongs to the BAR (Bin-Amphiphysin-Rvs) family of proteins. It regulates ionotropic glutamate receptor clustering at the neuromuscular junctions and controls synapse morphogenesis.,Yes ,,http://flybase.org/reports/FBgn0037050
FBgn0034908,v27454,P{GD11687}v27454,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0034908
FBgn0032298,v27731,P{GD12018}v27731,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0032298
FBgn0004373,v27785,P{GD12100}v27785/TM3,Pending,,,,,,,,,,Yes. Cytokinesis defects (https://dev.biologists.org/content/127/17/3855.long),Golgi-localized lipid kinase that synthesizes phosphatidylinositol 4-phosphate from phosphatidylinositol. It is involved in spermatocyte cytokinesis and male fertility.,Yes ,,http://flybase.org/reports/FBgn0004373
FBgn0002899,v28072,P{GD12336}v28072,Pending,,,,,,,,,,No,"Member of the Mus308 subfamily of ATP-dependent helicases. It is involved in the repair of double-strand DNA breaks during recombination and in somatic cells, and in chromosome segregation.",Yes ,,http://flybase.org/reports/FBgn0002899
FBgn0037240,v28294,P{GD12610}v28294,Pending,,,,,,,,,,No,GPI-anchored cell adhesion molecule.,Yes ,,http://flybase.org/reports/FBgn0037240
FBgn0265630,v28341,P{GD12727}v28341/TM3,Pending,,,,,,,,,,No,Nuclear protein that functions in Notch signaling pathway during imaginal disc development.,Yes ,,http://flybase.org/reports/FBgn0265630
FBgn0004049,v28674,P{GD13224}v28674,Pending,,,,,,,,,,No,Membrane-associated protein. It contributes to apical-basal polarity and permeability of septate junctions.,Yes ,,http://flybase.org/reports/FBgn0004049
FBgn0004391,v29072,P{GD14150}v29072,Pending,,,,,,,,,,No,Largest subunit that forms the scaffold of the Anaphase Promoting Complex/Cyclosome (APC/C) E3 ubiquitin ligase. ,Yes ,,http://flybase.org/reports/FBgn0004391
FBgn0051961,v29359,P{GD14747}v29359,Pending,,,,,,,,,,No,Unknown (predicted tubulin binding).,Yes ,,http://flybase.org/reports/FBgn0051961
FBgn0086134,v29686,P{GD15087}v29686,Pending,,,,,,,,,,No,Unknown (predicted to contribute to threonine-type endopeptidase activity).,Yes ,,http://flybase.org/reports/FBgn0086134
FBgn0052626,v29873,P{GD15312}v29873,Pending,,,,,,,,,,No,AMP deaminase.,Yes ,,http://flybase.org/reports/FBgn0052626
FBgn0030706,v29900,P{GD14320}v29900,Pending,,,,,,,,,,No,Type I transmembrane protein that is enriched in presynaptic terminals and regulates synaptic organization in the olfactory circuit.,Yes ,,http://flybase.org/reports/FBgn0030706
FBgn0028670,v30297,P{GD3647}v30297,Pending,,,,,,,,,,No,"Unknown (predicted ATPase binding and to contribute to proton-transporting ATPase activity, rotational mechanism).",Yes ,,http://flybase.org/reports/FBgn0028670
FBgn0265194,v30609,P{GD4541}v30609,Pending,,,,,,,,,,No,"Divalent inorganic cation transmembrane transporter activity. Intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity. Zinc ion transmembrane transporter activity.",Yes ,,http://flybase.org/reports/FBgn0265194
FBgn0015351,v31852,P{GD7652}v31852,Pending,,,,,,,,,,No,Site-specific DNA-methyltransferase (adenine-specific),No ,,http://flybase.org/reports/FBgn0015351
FBgn0263934,v32037,P{GD7841}v32037,Pending,,,,,,,,,,No,LIM domain protein that binds to the seven-pass transmembrane cadherin.,Yes ,,http://flybase.org/reports/FBgn0263934
FBgn0031047,v32104 - currently unavail,P{GD8260}v32104,Pending,,,,,,,,,,Yes. Spermatogonial overgrowth (https://www.sciencedirect.com/science/article/pii/S1673852717300176?via%3Dihub),Unknown (gene group CCR4-NOT COMPLEX).,Yes ,,http://flybase.org/reports/FBgn0031047
FBgn0039767,v32517,P{GD8892}v32517,Pending,,,,,,,,,,No,Unknown (predicted ubiquitin protein ligase activity and ubiquitin-protein transferase activity).,Yes ,,http://flybase.org/reports/FBgn0039767
FBgn0033447,v32668,P{GD9168}v32668/CyO,Pending,,,,,,,,,,Yes. Spermiogenesis defects (https://jcs.biologists.org/content/124/15/2622),Unknown (predicted centrossomal protein of 131kDa).,No ,Mouse infertility. Flagellar defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3887133/),http://flybase.org/reports/FBgn0033447
FBgn0037891,v34966,P{GD11578}v34966,Pending,,,,,,,,,,No,Dihydrolipoyllysine-residue succinyltransferase.,Yes ,,http://flybase.org/reports/FBgn0037891
FBgn0037182,v35123,P{GD12053}v35123,Pending,,,,,,,,,,No,GTPase activating proteins for Arf family GTPases.,Yes ,,http://flybase.org/reports/FBgn0037182
FBgn0033038,v35272,P{GD12285}v35272,Pending,,,,,,,,,,No,Unknown (predicted metalloendopeptidase activity).,Yes ,,http://flybase.org/reports/FBgn0033038
