id_gene,gene,Stock Number,Transgene,Status,Human variants in cohort,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link,Origin of gene
FBgn0036356,CG10222,v18037,P{GD6905}v18037/TM3,Screened,,28,27,26,24,29,24,32,32,,No,Predicted GTPase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0036356,"Original ""pool"""
FBgn0035693,CG8219,v103487,P{KK109882}VIE-260B,Screened,,27,24,30,26,27,27,26,25,,No,Predicted nuclear import signal receptor activity,No,,,,,,http://flybase.org/reports/FBgn0035693,"Original ""pool"""
FBgn0015351,Mettl4,v31852 - lost stock,P{GD7652}v31852,Screened,,26,24,25,25,29,25,30,28,,No,Site-specific DNA-methyltransferase,No ,,,,,,http://flybase.org/reports/FBgn0015351,"Original ""pool"""
FBgn0260933,rempA,65230,P{TRiP.HMC06091}attP40,Screened,,27,24,25,24,25,23,20,19,,No,IFT140 subunit of the IFT-A subcomplex,No ,Human and mouse OAT (https://pubmed.ncbi.nlm.nih.gov/29236364/ and https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6732298/),,,C,C,http://flybase.org/reports/FBgn0260933,"Original ""pool"""
FBgn0036801,MYPT-75D,34688,P{TRiP.HMS01166}attP2,Screened,,25,22,25,24,25,22,27,27,,No,Myosin phosphatase targeting subunit 75D,No,,,,,,http://flybase.org/reports/FBgn0036801,"Original ""pool"""
FBgn0019952,Orct,60125,P{TRiP.HMC05119}attP40,Screened,,25,23,29,29,25,20,28,28,,No,Predicted transmembrane transporter,No ,,,,,,http://flybase.org/reports/FBgn0019952,"Original ""pool"""
FBgn0001230,Hsp68,v47146,P{KK106301}VIE-260B,Screened,,30,28,25,24,30,26,25,24,,No,Heat shock protein,Yes ,Mouse infertility 4/4 (Hspa2). Meiotic defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4326386/),,,A,,http://flybase.org/reports/FBgn0001230,"Original ""pool"""
FBgn0264000,GluRIB,v42890,P{GD3584}v42890,Screened,,25,22,25,25,25,25,25,21,,No,Glutamate receptor IB,Yes ,,,,,,http://flybase.org/reports/FBgn0264000,"Original ""pool"""
FBgn0037182,ArfGAP3,v35123,P{GD12053}v35123,Screened,,28,25,26,25,29,27,31,29,,No,ADP-ribosylation factor GTPase activating protein 3,Yes ,,,,,,http://flybase.org/reports/FBgn0037182,"Original ""pool"""
FBgn0030655,CG9213,64577,P{TRiP.HMC05596}attP40,Screened,,26,26,27,27,26,25,25,19,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0030655,"Original ""pool"""
FBgn0265140,Meltrin,58331,P{TRiP.HMJ22461}attP40,Screened,,14,13,16,15,20,18,23,22,,No,ADAM metalloprotease,No ,,,,,,http://flybase.org/reports/FBgn0265140,"Original ""pool"""
FBgn0032042,CG13398,v103418,P{KK100762}VIE-260B,Screened,,16,15,27,26,30,28,18,16,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0032042,"Original ""pool"""
FBgn0030411,CG2540,v104886,P{KK110925}VIE-260B,Screened,Heterozygous - frameshift,18,18,27,26,20,16,25,24,,No,Predicted gamma-glutamylcyclotransferase activity,No ,,,,,,http://flybase.org/reports/FBgn0030411,"Original ""pool"""
FBgn0041604,dlp,v10298,P{GD3592}v10298/TM3,Screened,,28,26,30,26,26,25,30,29,,No,Glycosylphosphatidylinositol (GPI) anchored heparan sulfate proteoglycan,Yes ,,,,,,http://flybase.org/reports/FBgn0041604,"Original ""pool"""
FBgn0004227,nonA,52933,P{TRiP.HMC03675}attP40,Screened,,20,20,29,24,29,26,25,25,,No,mRNA binding,Yes,Mouse infertility (1/2) (https://www.mousephenotype.org/data/genes/MGI:1913895),,,G,,http://flybase.org/reports/FBgn0004227,"Original ""pool"""
FBgn0034071,CG8405,v105445,P{KK102969}VIE-260B,Screened,,17,15,28,27,18,17,30,28,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0034071,"Original ""pool"""
FBgn0002783,mor,35630,P{TRiP.GL00477}attP40,Screened,,25,24,27,25,25,21,29,29,,No,Chromatin remodeling protein,Yes ,,,,,,http://flybase.org/reports/FBgn0002783,"Original ""pool"""
FBgn0031458,aph-1,v16820,P{GD840}v16820,Screened,,25,25,30,29,30,25,27,25,,No,Scaffolding subunit of the gamma-secretase complex,Yes ,,,,,,http://flybase.org/reports/FBgn0031458,"Original ""pool"""
FBgn0032298,CG6724,v27731,P{GD12018}v27731,Screened,,29,29,29,26,29,25,31,30,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0032298,"Original ""pool"""
FBgn0265190,PIG-S,v109119,P{KK115806}VIE-260B,Screened,,28,26,29,28,23,21,25,23,,No,Subunit of glycosylphosphatidylinositol (GPI) transamidase,No,,,,,,http://flybase.org/reports/FBgn0265190,"Original ""pool"""
FBgn0028879,CG15270,28650,P{TRiP.JF03065}attP2,Screened,,21,21,30,23,27,26,29,29,,No,Predicted to have calcium activated cation channel activity,No,,,,,,http://flybase.org/reports/FBgn0028879,"Original ""core"""
FBgn0015572,alpha-Est4,65137,P{TRiP.HMC05977}attP40,Screened,,27,26,26,20,26,26,25,25,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0015572,"Original ""pool"""
FBgn0010340,140up,v48717,P{GD16421}v48717,Screened,,19,18,32,32,31,29,20,17,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0010340,"Original ""pool"""
FBgn0030610,CG9065,v29838,P{GD15290}v29838,Screened,,25,22,25,23,30,28,26,26,,No,Predicted to have copper chaperone activity,Yes,,,,,,http://flybase.org/reports/FBgn0030610,"Original ""pool"""
FBgn0031191,Cp110,v101161,P{KK105525}VIE-260B,Screened,,21,19,24,22,20,20,23,21,,Yes. Centriole defects in male germ line stem cells  (https://rupress.org/jcb/article/213/4/435/38314/Asterless-is-required-for-centriole-length-control),Centriolar protein,Yes,,,D,,,http://flybase.org/reports/FBgn0031191,"Original ""core"""
FBgn0038325,Atg4b,56046,P{TRiP.HMS04249}attP2,Screened,,30,26,16,15,25,25,30,28,,No,Cysteine protease,No ,,,,,,http://flybase.org/reports/FBgn0038325,"Original ""pool"""
FBgn0003317,sax,55865,P{TRiP.HMC04135}attP2,Screened,,27,26,28,26,26,22,23,23,,Yes. Male germ line stem cell defects (https://dev.biologists.org/content/131/6/1365),Type I BMP receptor,Yes,,,D,,,http://flybase.org/reports/FBgn0003317,"Original ""pool"""
FBgn0026630,nes,62490,P{TRiP.HMJ24013}attP40,Screened,,26,24,5,5,25,23,29,26,,"Yes, but only in a double mutant background. Spermiogenesis defects (https://www.molbiolcell.org/doi/10.1091/mbc.e09-05-0382)",Lysophospholipid acyltransferase,No ,,,B,,,http://flybase.org/reports/FBgn0026630,"Original ""pool"""
FBgn0037901,Exd2,61830,P{TRiP.HMJ23313}attP40,Screened,,27,26,22,22,27,21,22,22,,No,3'-5'-exoribonuclease,No ,,,,,,http://flybase.org/reports/FBgn0037901,"Original ""pool"""
FBgn0261976,Psf2,v33040,P{GD9501}v33040,Screened,,26,26,28,26,25,23,28,25,,No,Involved in chromosome condensation and positive regulation of G1/S transition of mitotic cell cycle,Yes,,,,,,http://flybase.org/reports/FBgn0261976,"Original ""pool"""
FBgn0030434,Brms1,v21618,P{GD10707}v21618,Screened,,27,26,28,28,33,30,23,20,,No,BRMS1 transcriptional repressor,Yes,,,,,,http://flybase.org/reports/FBgn0030434,"Original ""pool"""
FBgn0032051,CG13097,v38676,P{GD7664}v38676,Screened,,28,28,26,23,28,24,30,30,,No,Predicted to be involved in rRNA processing,Yes ,,,,,,http://flybase.org/reports/FBgn0032051,"Original ""pool"""
FBgn0038499,Brf,v40219,P{GD10207}v40219,Screened,,24,23,17,14,23,23,25,24,,No,Transcription factor binding protein,Yes ,,,,,,http://flybase.org/reports/FBgn0038499,"Original ""pool"""
FBgn0037141,DNApol-eta,v44721,P{GD4222}v44721,Screened,Heterozygous - missense,18,17,27,27,20,16,30,30,,No,DNA polymerase eta,Yes,,,,,,http://flybase.org/reports/FBgn0037141,"Original ""pool"""
FBgn0022153,l(2)k05819,v103629,P{KK101835}VIE-260B,Screened,,28,25,26,25,28,26,26,25,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0022153,"Original ""pool"""
FBgn0032700,CG10338,53913,P{TRiP.HMJ21246}attP40,Screened,,28,28,30,29,29,26,26,23,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0032700,"Original ""pool"""
FBgn0001624,dlg1,v41136,P{GD4689}v41136,Screened,,35,34,26,24,30,28,25,23,,No,Guanylate kinase,Yes ,,,,,,http://flybase.org/reports/FBgn0001624,"Original ""pool"""
FBgn0051213,CG31213,58190,P{TRiP.HMC04934}attP40,Screened,Heterozygous - frameshift; stop gain; stop loss (multiple; 10 DM genes),25,25,30,25,27,26,21,20,,No,Adenosinetriphosphatase,No,Mouse infertility 9/10 (for Abca1). Overexpression only. Unspecified male infertility defects (https://www.jci.org/articles/view/33622).,,,G,,http://flybase.org/reports/FBgn0051213,"Original ""pool"""
FBgn0038389,CG5516,v45563,P{GD11679}v45563,Screened,,26,25,27,26,21,19,25,23,,No,Predicted nucleic acid binding,Yes,,,,,,http://flybase.org/reports/FBgn0038389,"Original ""pool"""
FBgn0032857,CG10947,v16117,P{GD7138}v16117,Screened,,30,28,32,30,29,28,23,21,,No,Predicted to have calmodulin-lysine N-methyltransferase activity,No,,,,,,http://flybase.org/reports/FBgn0032857,"Original ""core"""
FBgn0037781,Fancl,33050,P{TRiP.HMS00771}attP2,Screened,,25,25,25,24,30,25,25,24,,No,Member of the Fanconi anemia pathway,No,Mouse infertility. Early germ cell defects (https://academic.oup.com/hmg/article/11/24/3047/653267),,,D,,http://flybase.org/reports/FBgn0037781,"Original ""pool"""
FBgn0033155,Br140,v30436,P{GD4038}v30436,Screened,,21,20,20,17,24,24,22,21,,No,Histone acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0033155,"Original ""pool"""
FBgn0038360,CG9590,v100015,P{KK102936}VIE-260B,Screened,Heterozygous - frameshift; missense,24,23,29,27,31,30,30,27,,No,Rab GTPase binding activity,No,,,,,,http://flybase.org/reports/FBgn0038360,"Original ""core"""
FBgn0032208,Ufd4,v27467,P{GD11703}v27467,Screened,,25,24,23,21,26,26,26,23,,No,Predicted to have ubiquitin-protein transferase activity,Yes,,,,,,http://flybase.org/reports/FBgn0032208,"Original ""core"""
FBgn0034735,CG4610,67425,P{TRiP.HMC06479}attP40,Screened,,25,22,26,25,25,24,23,22,,No,Predicted flavin adenine dinucleotide binding,No,,,,,,http://flybase.org/reports/FBgn0034735,"Original ""pool"""
FBgn0250821,CG14644,v18296,P{GD8389}v18296,Screened,,21,21,22,22,25,23,25,21,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0250821,"Original ""core"""
FBgn0030010,CG10959,29361,P{TRiP.JF02525}attP2,Screened,Heterozygous - missense (19 DM genes),22,22,10,9,13,12,32,30,,No,Predicted  DNA-binding transcription repressor,No ,,,,,,http://flybase.org/reports/FBgn0030010,"Original ""pool"""
FBgn0025720,Ate1,53867,P{TRiP.GLC01821}attP2,Screened,,32,31,27,25,29,27,31,29,,No,Putative arginyltransferase involved in protein arginylation,No ,Mouse infertility (Ate1). Spermatocyte defects (https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0007757).,,,A,,http://flybase.org/reports/FBgn0025720,"Original ""pool"""
FBgn0035833,CG7565,38307,P{TRiP.HMS01770}attP40,Screened,Heterozygous - frameshift; missense,25,23,28,28,25,22,26,25,,No,Unknown,Yes,Mouse infertility (for AU040320). Spermiogenesis defects (https://www.nature.com/articles/s41598-018-28666-6),,,B,,http://flybase.org/reports/FBgn0035833,"Original ""pool"""
FBgn0263772,CG43689,v15480,P{GD5208}v15480,Screened,,26,25,26,26,30,30,25,20,,No,Predicted to be involved in negative regulation of transcription by RNA polymerase II,Yes ,,,,,,http://flybase.org/reports/FBgn0263772,"Original ""pool"""
FBgn0039487,gb,v1262,P{GD315}v1262,Screened,Homozygous - missense (5 DM genes),28,26,30,25,30,30,25,25,,No,Amino acid transporter,Yes ,,,,,,http://flybase.org/reports/FBgn0039487,"Original ""pool"""
FBgn0010194,Wnt5,34644,P{TRiP.HMS01119}attP2,Screened,,25,22,25,24,27,27,26,24,,No,Signalling ligand for the Ryk family,Yes,,,,,,http://flybase.org/reports/FBgn0010194,"Original ""pool"""
FBgn0037999,CG4860,v34899,P{GD11451}v34899,Screened,Homozygous - missense (3 DM genes),24,22,19,19,26,23,27,26,,No,Predicted short-chain acyl-CoA dehydrogenase,Yes,,,,,,http://flybase.org/reports/FBgn0037999,"Original ""core"""
FBgn0038797,Dic2,v104152,P{KK105452}VIE-260B,Screened,,25,23,31,31,25,22,28,27,,No,Predicted to have transmembrane transporter activity,No,,,,,,http://flybase.org/reports/FBgn0038797,"Original ""core"""
FBgn0035189,CG9119,v46326,P{GD14123}v46326,Screened,Heterozygous - missense,25,22,25,23,25,25,28,27,,No,Predicted to have hydrolase activity,No ,,,,,,http://flybase.org/reports/FBgn0035189,"Original ""pool"""
FBgn0037363,Atg17,36918,P{TRiP.HMS01611}attP2,Screened,,30,29,24,20,26,26,28,27,,No,Subunit of the Atg1 kinase complex,Yes ,,,,,,http://flybase.org/reports/FBgn0037363,"Original ""pool"""
FBgn0027509,TBCD,v27931 (65170 defective),P{GD12185}v27931,Screened,,26,24,25,25,25,22,26,25,,No,Tubulin folding cofactor,No,,,,,,http://flybase.org/reports/FBgn0027509,"Original ""pool"""
FBgn0263395,hppy,35284,P{TRiP.GL00185}attP2,Screened,,25,25,25,24,29,28,25,21,,No,Ser/Thr Kinase,Yes,,,,,,http://flybase.org/reports/FBgn0263395,"Original ""pool"""
FBgn0263220,Hk,v101402,P{KK109058}VIE-260B,Screened,,25,24,26,23,26,25,25,24,,No,Beta-subunit of Sh K[+] channels,Yes,,,,,,http://flybase.org/reports/FBgn0263220,"Original ""core"""
FBgn0032879,CarT,v101145,P{KK104029}VIE-260B,Screened,,30,29,25,20,25,25,29,29,,No,Transporter belonging to the SLC22A transporter family,Yes ,,,,,,http://flybase.org/reports/FBgn0032879,"Original ""pool"""
FBgn0020309,crol,v7779,P{GD1410}v7779,Screened,Heterozygous - missense (19 DM genes),30,29,30,29,23,20,28,27,,No,Zinc finger transcription factor,Yes ,,,,,,http://flybase.org/reports/FBgn0020309,"Original ""pool"""
FBgn0023096,btv,28373,P{TRiP.JF03010}attP2,Screened,,22,21,25,25,20,17,27,26,,No,Minor cytoplasmic dynein heavy chain,No ,,,,,,http://flybase.org/reports/FBgn0023096,"Original ""pool"""
FBgn0036920,CG8004,in-house line,M{IGCt.CG8004.attp}ZH-86Fb,Screened,,26,26,17,17,25,24,26,21,,No,Predicted to be involved in protein targeting to mitochondrion,No,,,,,,http://flybase.org/reports/FBgn0036920,"Original ""pool"""
FBgn0262593,Shab,v102218,P{KK111134}VIE-260B,Screened,,25,25,26,25,31,25,27,27,,No,Slow delayed rectifier K channel ,Yes  ,,,,,,http://flybase.org/reports/FBgn0262593,"Original ""pool"""
FBgn0038202,CG12402,v31933,P{GD7716}v31933,Screened,,25,25,30,29,25,21,26,25,,No,Predicted to contribute to ubiquitin-protein transferase activity,Yes,,,,,,http://flybase.org/reports/FBgn0038202,"Original ""core"""
FBgn0032446,CG5780,64637,P{TRiP.HMC05672}attP40,Screened,,25,25,26,23,25,25,26,23,,No,Predicted intraflagellar transport protein 43,No ,,,,,,http://flybase.org/reports/FBgn0032446,"Original ""pool"""
FBgn0030607,dob,v14815 - lost stock,P{GD6305}v14815,Screened,Heterozygous - missense (2 DM genes),25,21,25,25,29,28,28,27,,No,Triacylglycerol lipase,Yes ,,,,,,http://flybase.org/reports/FBgn0030607,"Original ""pool"""
FBgn0037607,CG8036,60371,P{TRiP.HMJ22552}attP40,Screened,,17,14,19,18,10,10,19,19,,No,Aldehyde or ketonic group transferase,No ,,,,,,http://flybase.org/reports/FBgn0037607,"Original ""pool"""
FBgn0036184,PCID2,v108871,P{KK101349}VIE-260B,Screened,,15,14,29,28,25,23,21,20,,No,mRNA export from nucleus,No,,,,,,http://flybase.org/reports/FBgn0036184,"Original ""core"""
FBgn0033638,CG9005,v36080,P{GD14092}v36080,Screened,,28,28,27,23,25,23,30,30,,No,Involved in response to endoplasmic reticulum stress,Yes ,,,,,,http://flybase.org/reports/FBgn0033638,"Original ""pool"""
FBgn0038826,Syp,56972,P{TRiP.HMC04412}attP40,Screened,,29,29,24,20,33,31,31,31,,No,RNA-binding protein that regulates the localization and translation of mRNAs,Yes ,,,,,,http://flybase.org/reports/FBgn0038826,"Original ""pool"""
FBgn0011640,lark,27703,P{TRiP.JF02783}attP2,Screened,,26,25,24,24,27,25,35,31,,No,RNA-binding protein of the RNA recognition motif (RRM) class,No ,,,,,,http://flybase.org/reports/FBgn0011640,"Original ""pool"""
FBgn0010213,Sod2,v42162,P{GD14064}v42162,Screened,,27,26,27,23,25,25,26,25,,No,Superoxide dismutase 2 ,Yes ,,,,,,http://flybase.org/reports/FBgn0010213,"Original ""pool"""
FBgn0031217,CG11377,51741,P{TRiP.GLC01799}attP2,Screened,,25,24,27,26,27,24,29,28,,No,Predicted calcium ion binding,No ,Mouse infertility for Creld2 (https://www.mousephenotype.org/data/genes/MGI:1923987),,,G,,http://flybase.org/reports/FBgn0031217,"Original ""pool"""
FBgn0283503,Neurl4,41637,P{TRiP.GL01219}attP40,Screened,,20,20,27,24,25,24,28,26,,No,Predicted ubiquitin protein ligase activity,Yes,,,,,,http://flybase.org/reports/FBgn0283503,"Original ""pool"""
FBgn0037109,MED1,v13054,P{GD4136}v13054,Screened,,13,13,14,13,25,24,27,24,,Yes. Incomplete meiotic arrest (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005701),Mediator complex subunit 1,Yes ,,,A,,,http://flybase.org/reports/FBgn0037109,"Original ""pool"""
FBgn0031519,Fign,v24747,P{GD10937}v24747,Screened,,13,13,14,13,20,17,29,29,,No,Adenosinetriphosphatase,Yes ,,,,,,http://flybase.org/reports/FBgn0031519,"Original ""pool"""
FBgn0034989,CG3356,31376,P{TRiP.JF01343}attP2,Screened,,25,25,27,26,29,27,26,23,,No,HECT ubiquitin ligase,No ,,,,,,http://flybase.org/reports/FBgn0034989,"Original ""pool"""
FBgn0038742,Arc42,v110335,P{KK100761}VIE-260B,Screened,Homozygous - missense (3 DM genes),26,26,29,28,28,26,26,23,,No,Short-chain acyl-CoA dehydrogenase,Yes ,,,,,,http://flybase.org/reports/FBgn0038742,"Original ""pool"""
FBgn0028647,CG11902,29363,P{TRiP.JF02527}attP2,Screened,Heterozygous - missense (19 DM genes),25,23,8,8,35,34,27,24,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0028647,"Original ""pool"""
FBgn0035232,CG12099,v18734,P{GD7479}v18734,Screened,,28,28,26,26,28,24,27,25,,No,Predicted to be involved in positive regulation of transcription by RNA polymerase II and protein autoubiquitination,No,,,,,,http://flybase.org/reports/FBgn0035232,"Original ""pool"""
FBgn0015574,alpha-Est6,v100942,P{KK106302}VIE-260B,Screened,,27,25,28,26,28,27,30,29,,No,α-Esterase-6,No ,,,,,,http://flybase.org/reports/FBgn0015574,"Original ""pool"""
FBgn0262124,uex,v103156,P{KK114110}VIE-260B,Screened,,29,27,26,25,30,28,25,24,,No,Predicted to be involved in cellular ion homeostasis,Yes  ,,,,,,http://flybase.org/reports/FBgn0262124,"Original ""pool"""
FBgn0011300,babo,v853,P{GD51}v853,Screened,,29,28,28,23,30,30,29,29,,No,Type I receptor for activin-like ligands,Yes,,,,,,http://flybase.org/reports/FBgn0011300,"Original ""pool"""
FBgn0038565,CG7794,41970,P{TRiP.HMS02367}attP2,Screened,,30,29,26,25,30,27,25,24,,No,Predicted alpha tubulin,No,,,,,,http://flybase.org/reports/FBgn0038565,"Original ""core"""
FBgn0265194,Trpm,v30609,P{GD4541}v30609,Screened,,29,23,28,28,29,29,25,25,,No,Calcium channel mediating constitutive calcium ion entry,Yes ,,,,,,http://flybase.org/reports/FBgn0265194,"Original ""pool"""
FBgn0086365,Orct2,57583,P{TRiP.HMC04670}attP40,Screened,,28,27,31,28,28,26,20,20,,No,Organic cation transporter of the major facilitator superfamily,No ,,,,,,http://flybase.org/reports/FBgn0086365,"Original ""pool"""
FBgn0039543,CROT,v108291,P{KK101255}VIE-260B,Screened,,31,28,27,27,28,25,27,27,,No,Carnitine O-octanoyltransferase,No ,,,,,,http://flybase.org/reports/FBgn0039543,"Original ""pool"""
FBgn0029928,CG3032,57560,P{TRiP.HMC04877}attP40,Screened,Heterozygous - missense (19 DM genes),25,24,12,12,30,27,32,30,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0029928,"Original ""pool"""
FBgn0030377,CG1924,v42397,P{GD15382}v42397,Screened,,15,15,30,27,30,28,29,28,,No,Predicted calcium ion binding and unfolded protein binding,Yes ,Mouse infertility 1/3 (Clgn). Defective sperm migration and interaction with the egg (http://www.jbc.org/content/286/7/5639.full),,,C,,http://flybase.org/reports/FBgn0030377,"Original ""pool"""
FBgn0022986,qkr58E-1,v26333,P{GD11161}v26333,Screened,,30,28,26,26,32,30,28,26,,No,Predicted to have mRNA binding activity,Yes ,Mouse infertility 1/2 (for Khdrbs1). Meiotic and  spermiogenesis defects (http://jcb.rupress.org/content/185/2/235),,,A,,http://flybase.org/reports/FBgn0022986,"Original ""pool"""
FBgn0030796,CG4829,61977,P{TRiP.HMJ23603}attP40,Screened,,20,20,30,26,30,28,16,16,,No,Predicted to have glutathione hydrolase activity and peptidyltransferase activity,No,,,,,,http://flybase.org/reports/FBgn0030796,"Original ""core"""
FBgn0034592,CG9406,v29765,P{GD15201}v29765,Screened,,23,23,24,24,26,26,25,20,,No,Predicted to have calcium ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0034592,"Original ""core"""
FBgn0263005,Chpf,v26517,P{GD11291}v26517,Screened,,25,25,12,12,20,16,29,29,,No,Predicted acetylgalactosaminyltransferase,Yes,,,,,,http://flybase.org/reports/FBgn0263005,"Original ""pool"""
FBgn0036336,ste14,34996,P{TRiP.HMS01406}attP2,Screened,,20,20,30,29,28,28,30,25,,No,Protein-S-isoprenylcysteine O-methyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0036336,"Original ""pool"""
FBgn0032205,CG4957,62378,P{TRiP.HMJ23774}attP40,Screened,,25,24,26,25,25,24,25,23,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0032205,"Original ""pool"""
FBgn0010328,woc,27057,P{TRiP.JF02398}attP2,Screened,Homozygous - missense,25,21,26,25,25,25,26,26,,Yes. Male sterility reported (https://www.g3journal.org/content/1/6/471),Chromatin-binding factor,Yes,,,G,,,http://flybase.org/reports/FBgn0010328,"Original ""pool"""
FBgn0016919,nompB,v104419,P{KK108656}VIE-260B,Screened,,31,30,24,21,19,19,25,24,,No,Component of the conserved intraflagellar transport mechanism,Yes,,,,,,http://flybase.org/reports/FBgn0016919,"Original ""pool"""
FBgn0033856,CG13334,62225,P{TRiP.HMC05232}attP40,Screened,,24,22,31,30,20,19,32,31,,No,Predicted to have oxidoreductase activity,No,,,,,,http://flybase.org/reports/FBgn0033856,"Original ""core"""
FBgn0022800,Cad96Ca,v1089,P{GD155}v1089,Screened,Heterozygous - frameshift (2 DM genes),11,10,28,28,26,25,30,28,,No,Receptor tyrosine kinase,Yes ,Mouse infertility 1/2 (for Fgfr3). No detailed phenotype (https://www.jax.org/strain/014182),,,G,,http://flybase.org/reports/FBgn0022800,"Original ""pool"""
FBgn0029121,Sras,65173,P{TRiP.HMC05939}attP40,Screened,,26,26,26,24,25,23,26,25,,No,"Predicted cysteine-type endopeptidase activity, metalloendopeptidase activity",No ,,,,,,http://flybase.org/reports/FBgn0029121,"Original ""pool"""
FBgn0025936,Eph,v6545,P{GD39}v6545,Screened,,27,26,26,24,25,23,25,25,,No,Axon guidance molecule involved in the development of the nervous system,Yes ,,,,,,http://flybase.org/reports/FBgn0025936,"Original ""pool"""
FBgn0265174,PIG-V,v8143,P{GD3514}v8143/TM3,Screened,,24,23,25,24,29,29,27,24,,No,Phosphatidylinositol glycan anchor biosynthesis class V,Yes ,,,,,,http://flybase.org/reports/FBgn0265174,"Original ""pool"""
FBgn0053196,dpy,v25933,P{GD4443}v44029,Screened,,16,14,25,25,15,14,21,21,,No,Extracellular protein,Yes ,,,,,,http://flybase.org/reports/FBgn0053196,"Original ""pool"""
FBgn0028670,Vha100-2,v30297,P{GD3647}v30297,Screened,,29,28,26,22,27,27,25,25,,No,Vacuolar H+ ATPase 100kD subunit 2,Yes ,,,,,,http://flybase.org/reports/FBgn0028670,"Original ""pool"""
FBgn0086558,Ubi-p5E,38967,P{TRiP.HMS01881}attP40,Screened,,22,20,20,19,25,24,25,25,,No,Ubiquitin-5E,No ,Mouse infertility 3/3 (Ubb). Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2223379/),,,A,,http://flybase.org/reports/FBgn0086558,"Original ""pool"""
FBgn0031720,CG14013,v17342,P{GD8195}v17342,Screened,,30,28,30,30,25,24,27,25,,No,Unknown ,Yes,,,,,,http://flybase.org/reports/FBgn0031720,"Original ""core"""
FBgn0263510,nclb,v12577,P{GD4073}v12577,Screened,,28,26,25,24,28,27,30,29,,Yes. Male germ line stem cell defects (https://dev.biologists.org/content/138/16/3357),Chromatin-associated factor that regulates transcription,Yes,,,D,,,http://flybase.org/reports/FBgn0263510,"Original ""pool"""
FBgn0037050,ICA69,v27281,P{GD7020}v27281,Screened,,30,30,28,25,30,29,25,24,,No,Regulator of ionotropic glutamate receptor clustering,Yes ,,,,,,http://flybase.org/reports/FBgn0037050,"Original ""pool"""
FBgn0052626,AMPdeam,v29873,P{GD15312}v29873,Screened,,25,25,30,29,28,27,27,24,,No,AMP deaminase,Yes ,,,,,,http://flybase.org/reports/FBgn0052626,"Original ""pool"""
FBgn0039427,CG5447,65986,P{TRiP.HMC06274}attP2,Screened,,28,27,30,30,28,27,28,25,,No,Predicted to contribute to protein-cysteine S-palmitoyltransferase activity,No,,,,,,http://flybase.org/reports/FBgn0039427,"Original ""pool"""
FBgn0033766,Nup188,v36023,P{GD14021}v36023,Screened,,28,27,29,29,21,18,26,26,,No,Nucleoporin,Yes ,,,,,,http://flybase.org/reports/FBgn0033766,"Original ""pool"""
FBgn0029856,CG11700,32933,P{TRiP.HMS00726}attP2,Screened,,30,30,13,12,30,28,29,28,,No,Predicted to have protein tag and ubiquitin protein ligase binding activity,No,Mouse infertility 2/3 (Ubb). Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2223379/),,,A,,http://flybase.org/reports/FBgn0029856,"Original ""core"""
FBgn0037737,Pnn,55743,P{TRiP.HMC03928}attP40,Screened,,30,27,26,25,27,27,26,25,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0037737,"Original ""pool"""
FBgn0087039,Sbp2,v106169,P{KK100832}VIE-260B,Screened,Homozygous - missense,25,25,28,25,29,29,29,27,,No,RNA stem-loop binding protein involved in selenocysteine incorporation at a stop codon (UGA) during translation,Yes,,,,,,http://flybase.org/reports/FBgn0087039,"Original ""pool"""
FBgn0030578,CG5347,v110427,P{KK101649}VIE-260B,Screened,,8,8,20,20,24,21,20,19,,No,Predicted ubiquitin-protein transferase activity and zinc ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0030578,"Original ""core"""
