id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0038862,Usp8,protein_coding,True,True,ENSG00000138592,USP8,protein_coding,False,True,ENSMUSG00000027363,Usp8,protein_coding,True,False
FBgn0034158,CG5522,protein_coding,True,True,ENSG00000116191,RALGPS2,protein_coding,True,False,"ENSMUSG00000038831,ENSMUSG00000026594","Ralgps1,Ralgps2","protein_coding,protein_coding","True,True","False,False"
FBgn0265512,mlt,protein_coding,True,True,ENSG00000154114,TBCEL,protein_coding,False,True,ENSMUSG00000037287,Tbcel,protein_coding,False,True
FBgn0036300,Pmm2,protein_coding,True,True,"ENSG00000100417,ENSG00000140650","PMM1,PMM2","protein_coding,protein_coding","True,False","False,True","ENSMUSG00000022474,ENSMUSG00000022711","Pmm1,Pmm2","protein_coding,protein_coding","False,True","True,False"
FBgn0037050,ICA69,protein_coding,True,True,ENSG00000163596,ICA1L,protein_coding,False,True,"ENSMUSG00000026018,ENSMUSG00000062995","Ica1l,Ica1","protein_coding,protein_coding","True,True","False,False"
FBgn0004924,Top1,protein_coding,True,True,ENSG00000184428,TOP1MT,protein_coding,False,True,ENSMUSG00000070544,Top1,protein_coding,False,True
FBgn0036686,CG7728,protein_coding,True,False,ENSG00000165733,BMS1,protein_coding,False,True,ENSMUSG00000030138,Bms1,protein_coding,True,False
FBgn0053474,CG33474,protein_coding,True,True,ENSG00000104883,PEX11G,protein_coding,True,False,ENSMUSG00000069633,Pex11g,protein_coding,True,False
FBgn0039068,CG13827,protein_coding,True,True,ENSG00000104883,PEX11G,protein_coding,True,False,ENSMUSG00000069633,Pex11g,protein_coding,True,False
FBgn0025808,Rad17,protein_coding,True,True,ENSG00000152942,RAD17,protein_coding,False,True,ENSMUSG00000021635,Rad17,protein_coding,True,False
FBgn0024555,flfl,protein_coding,True,True,ENSG00000100796,PPP4R3A,protein_coding,False,True,ENSMUSG00000020463,Ppp4r3b,protein_coding,True,True
FBgn0039875,sip3,protein_coding,True,True,ENSG00000162298,SYVN1,protein_coding,False,True,ENSMUSG00000024807,Syvn1,protein_coding,True,True
FBgn0032017,CG7810,protein_coding,True,True,ENSG00000142039,CCDC97,protein_coding,False,True,ENSMUSG00000002608,Ccdc97,protein_coding,True,True
FBgn0250785,vari,protein_coding,True,True,ENSG00000105926,MPP6,protein_coding,True,True,ENSMUSG00000038388,Mpp6,protein_coding,True,False
FBgn0013759,CASK,protein_coding,True,True,ENSG00000105926,MPP6,protein_coding,True,True,ENSMUSG00000038388,Mpp6,protein_coding,True,False
FBgn0022153,l(2)k05819,protein_coding,True,True,ENSG00000177728,TMEM94,protein_coding,False,True,ENSMUSG00000020747,Tmem94,protein_coding,True,False
FBgn0031047,Rcd-1,protein_coding,True,True,ENSG00000144580,CNOT9,protein_coding,False,True,ENSMUSG00000026174,Cnot9,protein_coding,False,True
FBgn0032089,Rcd-1r,protein_coding,True,True,ENSG00000144580,CNOT9,protein_coding,False,True,ENSMUSG00000026174,Cnot9,protein_coding,False,True
FBgn0039887,CG2053,protein_coding,True,True,ENSG00000144580,CNOT9,protein_coding,False,True,ENSMUSG00000026174,Cnot9,protein_coding,False,True
FBgn0004419,me31B,protein_coding,True,True,ENSG00000110367,DDX6,protein_coding,False,True,ENSMUSG00000032097,Ddx6,protein_coding,False,True
FBgn0030581,CG14408,protein_coding,True,True,ENSG00000175137,SH3BP5L,protein_coding,False,True,ENSMUSG00000013646,Sh3bp5l,protein_coding,False,True
FBgn0032246,Wdfy2,protein_coding,True,True,ENSG00000085449,WDFY1,protein_coding,False,True,ENSMUSG00000014547,Wdfy2,protein_coding,False,True
FBgn0034194,CG15611,protein_coding,True,True,ENSG00000196155,PLEKHG4,protein_coding,True,False,ENSMUSG00000014782,Plekhg4,protein_coding,True,True
FBgn0035802,Pura,protein_coding,True,True,ENSG00000196155,PLEKHG4,protein_coding,True,False,ENSMUSG00000014782,Plekhg4,protein_coding,True,True
FBgn0050456,CG30456,protein_coding,True,True,ENSG00000196155,PLEKHG4,protein_coding,True,False,ENSMUSG00000014782,Plekhg4,protein_coding,True,True
FBgn0038279,Sdr,protein_coding,True,True,ENSG00000171105,INSR,protein_coding,False,True,ENSMUSG00000005533,Igf1r,protein_coding,False,True
FBgn0283499,InR,protein_coding,True,True,ENSG00000171105,INSR,protein_coding,False,True,ENSMUSG00000005533,Igf1r,protein_coding,False,True
FBgn0058191,CG40191,protein_coding,True,True,ENSG00000115649,CNPPD1,protein_coding,False,True,ENSMUSG00000033159,Cnppd1,protein_coding,True,False
FBgn0037901,Exd2,protein_coding,True,True,ENSG00000081177,EXD2,protein_coding,False,True,ENSMUSG00000032705,Exd2,protein_coding,True,True
FBgn0038640,CG7706,protein_coding,True,True,ENSG00000163798,SLC4A1AP,protein_coding,False,True,ENSMUSG00000029141,Slc4a1ap,protein_coding,True,False
FBgn0025936,Eph,protein_coding,True,True,ENSG00000116106,EPHA4,protein_coding,False,True,ENSMUSG00000028289,Epha7,protein_coding,True,False
FBgn0261794,kcc,protein_coding,True,False,ENSG00000140199,SLC12A6,protein_coding,False,True,"ENSMUSG00000027130,ENSMUSG00000017740","Slc12a6,Slc12a5","protein_coding,protein_coding","True,True","True,True"
FBgn0004373,fwd,protein_coding,True,True,ENSG00000143393,PI4KB,protein_coding,False,True,ENSMUSG00000038861,Pi4kb,protein_coding,False,True
FBgn0011740,alpha-Man-IIa,protein_coding,True,True,ENSG00000196547,MAN2A2,protein_coding,False,True,ENSMUSG00000038886,Man2a2,protein_coding,False,True
FBgn0026616,alpha-Man-IIb,protein_coding,True,False,ENSG00000196547,MAN2A2,protein_coding,False,True,ENSMUSG00000038886,Man2a2,protein_coding,False,True
FBgn0039560,BOD1,protein_coding,True,True,ENSG00000038219,BOD1L1,protein_coding,False,True,ENSMUSG00000061755,Bod1l,protein_coding,False,True
FBgn0052006,CG32006,protein_coding,True,True,ENSG00000129654,FOXJ1,protein_coding,False,True,ENSMUSG00000034227,Foxj1,protein_coding,True,False
FBgn0020622,Pi3K21B,protein_coding,True,True,ENSG00000117461,PIK3R3,protein_coding,False,True,ENSMUSG00000028698,Pik3r3,protein_coding,True,True
FBgn0028579,phtf,protein_coding,True,True,ENSG00000006576,PHTF2,protein_coding,False,True,ENSMUSG00000058388,Phtf1,protein_coding,True,False
FBgn0003651,svp,protein_coding,True,True,ENSG00000185551,NR2F2,protein_coding,False,True,ENSMUSG00000030551,Nr2f2,protein_coding,False,True
FBgn0037241,CG14646,protein_coding,True,True,ENSG00000168936,TMEM129,protein_coding,False,True,ENSMUSG00000019295,Tmem129,protein_coding,True,True
FBgn0038826,Syp,protein_coding,True,True,ENSG00000151962,RBM46,protein_coding,False,True,ENSMUSG00000033882,Rbm46,protein_coding,True,True
FBgn0030345,CG1847,protein_coding,True,True,ENSG00000110711,AIP,protein_coding,False,True,ENSMUSG00000040554,Aipl1,protein_coding,True,False
FBgn0003731,Egfr,protein_coding,True,False,ENSG00000141736,ERBB2,protein_coding,False,True,ENSMUSG00000020122,Egfr,protein_coding,False,True
FBgn0266719,stac,protein_coding,True,True,ENSG00000007516,BAIAP3,protein_coding,False,True,"ENSMUSG00000057948,ENSMUSG00000047507","Unc13d,Baiap3","protein_coding,protein_coding","True,True","True,True"
FBgn0033783,CG17019,protein_coding,True,True,ENSG00000170633,RNF34,protein_coding,False,True,ENSMUSG00000029474,Rnf34,protein_coding,True,False
FBgn0265434,zip,protein_coding,True,True,ENSG00000133020,MYH8,protein_coding,False,True,ENSMUSG00000053093,Myh7,protein_coding,True,True
FBgn0264695,Mhc,protein_coding,True,False,ENSG00000133020,MYH8,protein_coding,False,True,ENSMUSG00000053093,Myh7,protein_coding,True,True
FBgn0045073,Stim,protein_coding,True,True,ENSG00000109689,STIM2,protein_coding,False,True,ENSMUSG00000030987,Stim1,protein_coding,True,False
FBgn0032015,Ostgamma,protein_coding,True,True,ENSG00000104723,TUSC3,protein_coding,False,True,ENSMUSG00000039530,Tusc3,protein_coding,True,False
FBgn0026064,KP78a,protein_coding,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000026620,ENSMUSG00000024969","Mark1,Mark2","protein_coding,protein_coding","False,False","True,True"
FBgn0026063,KP78b,protein_coding,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000026620,ENSMUSG00000024969","Mark1,Mark2","protein_coding,protein_coding","False,False","True,True"
FBgn0260934,par-1,protein_coding,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000026620,ENSMUSG00000024969","Mark1,Mark2","protein_coding,protein_coding","False,False","True,True"
FBgn0000108,Appl,protein_coding,True,False,"ENSG00000084234,ENSG00000142192","APLP2,APP","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000031996,Aplp2,protein_coding,False,True
FBgn0003124,polo,protein_coding,True,True,ENSG00000145632,PLK2,protein_coding,True,False,ENSMUSG00000030867,Plk1,protein_coding,True,False
FBgn0032171,CG5846,protein_coding,True,True,ENSG00000164331,ANKRA2,protein_coding,False,True,ENSMUSG00000021661,Ankra2,protein_coding,True,False
FBgn0051249,CG31249,protein_coding,True,True,ENSG00000087302,RTRAF,protein_coding,True,False,"ENSMUSG00000021807,ENSMUSG00000074479","Rtraf,Gm10704","protein_coding,processed_pseudogene","True,True","False,False"
FBgn0261573,CoRest,protein_coding,True,True,ENSG00000089902,RCOR1,protein_coding,False,True,ENSMUSG00000037395,Rcor3,protein_coding,True,False
FBgn0039115,CG10214,protein_coding,True,True,ENSG00000076043,REXO2,protein_coding,False,True,ENSMUSG00000032026,Rexo2,protein_coding,True,False
FBgn0036684,CG3764,protein_coding,True,True,ENSG00000217128,FNIP1,protein_coding,False,True,ENSMUSG00000035992,Fnip1,protein_coding,True,False
FBgn0028887,CG3491,protein_coding,True,True,ENSG00000139697,SBNO1,protein_coding,False,True,ENSMUSG00000038095,Sbno1,protein_coding,True,False
FBgn0265630,sno,protein_coding,True,True,ENSG00000139697,SBNO1,protein_coding,False,True,ENSMUSG00000038095,Sbno1,protein_coding,True,False
FBgn0031818,CG9536,protein_coding,True,True,ENSG00000126062,TMEM115,protein_coding,False,True,ENSMUSG00000010045,Tmem115,protein_coding,True,False
FBgn0038499,Brf,protein_coding,True,False,ENSG00000185024,BRF1,protein_coding,False,True,ENSMUSG00000011158,Brf1,protein_coding,True,False
FBgn0035065,CG3589,protein_coding,True,True,ENSG00000156521,TYSND1,protein_coding,True,False,ENSMUSG00000020087,Tysnd1,protein_coding,True,True
FBgn0038248,CG7886,protein_coding,True,True,ENSG00000148019,CEP78,protein_coding,False,True,ENSMUSG00000041491,Cep78,protein_coding,False,True
FBgn0038788,Sirt2,protein_coding,True,True,ENSG00000142082,SIRT3,protein_coding,False,True,"ENSMUSG00000025486,ENSMUSG00000015149","Sirt3,Sirt2","protein_coding,protein_coding","True,True","False,False"
FBgn0031850,Tsp,protein_coding,True,True,ENSG00000137801,THBS1,protein_coding,False,True,ENSMUSG00000031849,Comp,protein_coding,True,False
FBgn0036824,CG3902,protein_coding,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","protein_coding,protein_coding","True,False","True,True",ENSMUSG00000030861,Acadsb,protein_coding,False,True
FBgn0037999,CG4860,protein_coding,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","protein_coding,protein_coding","True,False","True,True",ENSMUSG00000030861,Acadsb,protein_coding,False,True
FBgn0038742,Arc42,protein_coding,True,True,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","protein_coding,protein_coding","True,False","True,True",ENSMUSG00000030861,Acadsb,protein_coding,False,True
FBgn0004107,Cdk2,protein_coding,True,True,ENSG00000123374,CDK2,protein_coding,False,True,ENSMUSG00000025358,Cdk2,protein_coding,True,True
FBgn0001942,eIF4A,protein_coding,True,True,ENSG00000156976,EIF4A2,protein_coding,False,True,ENSMUSG00000022884,Eif4a2,protein_coding,False,True
FBgn0032296,CG6729,protein_coding,True,True,ENSG00000167447,SMG8,protein_coding,False,True,ENSMUSG00000020495,Smg8,protein_coding,False,True
FBgn0039209,REPTOR,protein_coding,True,False,ENSG00000164463,CREBRF,protein_coding,False,True,ENSMUSG00000048249,Crebrf,protein_coding,True,True
FBgn0261804,CG42750,protein_coding,False,True,ENSG00000015413,DPEP1,protein_coding,False,True,ENSMUSG00000031898,Dpep3,protein_coding,True,False
FBgn0025720,Ate1,protein_coding,True,True,ENSG00000107669,ATE1,protein_coding,False,True,ENSMUSG00000030850,Ate1,protein_coding,True,False
FBgn0023536,CG3156,protein_coding,True,True,ENSG00000150967,ABCB9,protein_coding,False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","protein_coding,protein_coding","True,True","False,True"
FBgn0030403,CG1824,protein_coding,True,True,ENSG00000150967,ABCB9,protein_coding,False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","protein_coding,protein_coding","True,True","False,True"
FBgn0005777,PpD3,protein_coding,True,True,ENSG00000011485,PPP5C,protein_coding,False,True,ENSMUSG00000003099,Ppp5c,protein_coding,True,True
FBgn0263005,CG43313,protein_coding,True,True,ENSG00000033100,CHPF2,protein_coding,False,True,ENSMUSG00000038181,Chpf2,protein_coding,False,True
FBgn0037379,CG10979,protein_coding,True,True,ENSG00000048405,ZNF800,protein_coding,False,True,ENSMUSG00000039841,Zfp800,protein_coding,True,True
FBgn0033897,Rcd1,protein_coding,True,True,ENSG00000114982,KANSL3,protein_coding,False,True,ENSMUSG00000010453,Kansl3,protein_coding,True,True
FBgn0041164,armi,protein_coding,True,True,ENSG00000073146,MOV10L1,protein_coding,True,False,ENSMUSG00000015365,Mov10l1,protein_coding,True,True
FBgn0037297,CG1116,protein_coding,True,True,ENSG00000107185,RGP1,protein_coding,False,True,ENSMUSG00000028468,Rgp1,protein_coding,True,True
FBgn0039141,spas,protein_coding,True,True,ENSG00000132436,FIGNL1,protein_coding,False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","protein_coding,protein_coding","True,True","False,True"
FBgn0031519,Fign,protein_coding,True,True,ENSG00000132436,FIGNL1,protein_coding,False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","protein_coding,protein_coding","True,True","False,True"
FBgn0017414,cag,protein_coding,True,True,ENSG00000234616,JRK,protein_coding,False,True,ENSMUSG00000046380,Jrk,protein_coding,True,False
FBgn0019932,SamDC,protein_coding,True,True,ENSG00000123505,AMD1,protein_coding,False,True,ENSMUSG00000075232,Amd1,protein_coding,False,True
FBgn0031873,Gas41,protein_coding,True,True,ENSG00000127337,YEATS4,protein_coding,True,True,ENSMUSG00000020171,Yeats4,protein_coding,True,False
FBgn0086445,l(2)37Cd,protein_coding,True,True,ENSG00000148308,GTF3C5,protein_coding,False,True,ENSMUSG00000026816,Gtf3c5,protein_coding,False,True
FBgn0003744,trc,protein_coding,True,True,ENSG00000112079,STK38,protein_coding,False,True,ENSMUSG00000024006,Stk38,protein_coding,False,True
FBgn0026876,CG11403,protein_coding,True,False,ENSG00000013573,DDX11,protein_coding,False,True,ENSMUSG00000035842,Ddx11,protein_coding,True,True
FBgn0052626,AMPdeam,protein_coding,True,True,ENSG00000116337,AMPD2,protein_coding,False,True,ENSMUSG00000027889,Ampd2,protein_coding,False,True
FBgn0010441,pll,protein_coding,True,True,ENSG00000198001,IRAK4,protein_coding,False,True,ENSMUSG00000031392,Irak1,protein_coding,False,True
FBgn0024804,Dbp80,protein_coding,True,True,ENSG00000168872,DDX19A,protein_coding,False,True,"ENSMUSG00000032101,ENSMUSG00000033658","Ddx25,Ddx19b","protein_coding,protein_coding","True,True","False,True"
FBgn0032517,CG7099,protein_coding,True,True,ENSG00000077235,GTF3C1,protein_coding,False,True,ENSMUSG00000032777,Gtf3c1,protein_coding,True,True
FBgn0029820,CG16721,protein_coding,True,True,ENSG00000176148,TCP11L1,protein_coding,False,True,ENSMUSG00000062859,Tcp11,protein_coding,True,False
FBgn0031094,CG9578,protein_coding,True,True,ENSG00000143155,TIPRL,protein_coding,False,True,ENSMUSG00000040843,Tiprl,protein_coding,True,False
FBgn0030109,CG12121,protein_coding,True,True,"ENSG00000125734,ENSG00000148358","GPR108,GPR107","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000005823,Gpr108,protein_coding,True,True
FBgn0040075,rept,protein_coding,True,True,ENSG00000183207,RUVBL2,protein_coding,True,False,ENSMUSG00000003868,Ruvbl2,protein_coding,True,False
FBgn0262872,milt,protein_coding,True,True,ENSG00000115993,TRAK2,protein_coding,False,True,"ENSMUSG00000026028,ENSMUSG00000032536","Trak2,Trak1","protein_coding,protein_coding","False,False","True,True"
FBgn0039943,CG17168,protein_coding,True,True,ENSG00000163877,SNIP1,protein_coding,False,True,ENSMUSG00000050213,Snip1,protein_coding,True,False
FBgn0029891,Pink1,protein_coding,True,True,ENSG00000158828,PINK1,protein_coding,False,True,ENSMUSG00000028756,Pink1,protein_coding,True,False
FBgn0017482,T3dh,protein_coding,True,False,ENSG00000147576,ADHFE1,protein_coding,False,True,ENSMUSG00000025911,Adhfe1,protein_coding,True,False
FBgn0032373,Vha100-5,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True
FBgn0028670,Vha100-2,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True
FBgn0028671,Vha100-1,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True
FBgn0028669,Vha100-3,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True
FBgn0259483,Mob4,protein_coding,True,True,ENSG00000115540,MOB4,protein_coding,False,True,ENSMUSG00000025979,Mob4,protein_coding,False,True
FBgn0036496,CG7804,protein_coding,True,True,ENSG00000120948,TARDBP,protein_coding,False,True,ENSMUSG00000041459,Tardbp,protein_coding,False,True
FBgn0025790,TBPH,protein_coding,True,True,ENSG00000120948,TARDBP,protein_coding,False,True,ENSMUSG00000041459,Tardbp,protein_coding,False,True
FBgn0032691,Atac2,protein_coding,True,True,ENSG00000149474,KAT14,protein_coding,False,True,ENSMUSG00000027425,Kat14,protein_coding,False,True
FBgn0038452,CG14905,protein_coding,False,True,ENSG00000105479,CCDC114,protein_coding,False,True,ENSMUSG00000040189,Ccdc114,protein_coding,True,False
FBgn0039070,CG17083,protein_coding,True,True,ENSG00000105479,CCDC114,protein_coding,False,True,ENSMUSG00000040189,Ccdc114,protein_coding,True,False
FBgn0034266,CG4975,protein_coding,True,True,ENSG00000130638,ATXN10,protein_coding,False,True,ENSMUSG00000016541,Atxn10,protein_coding,True,False
FBgn0002973,numb,protein_coding,True,True,ENSG00000133961,NUMB,protein_coding,False,True,ENSMUSG00000021224,Numb,protein_coding,False,True
FBgn0031217,CG11377,protein_coding,True,True,"ENSG00000163703,ENSG00000184164","CRELD1,CRELD2","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000023272,ENSMUSG00000030284","Creld2,Creld1","protein_coding,protein_coding","True,False","False,True"
FBgn0051523,CG31523,protein_coding,True,True,ENSG00000066322,ELOVL1,protein_coding,False,True,ENSMUSG00000006390,Elovl1,protein_coding,False,True
FBgn0051522,CG31522,protein_coding,True,True,ENSG00000066322,ELOVL1,protein_coding,False,True,ENSMUSG00000006390,Elovl1,protein_coding,False,True
FBgn0004556,Dbp73D,protein_coding,True,True,ENSG00000185163,DDX51,protein_coding,False,True,ENSMUSG00000029504,Ddx51,protein_coding,True,True
FBgn0267790,rump,protein_coding,True,True,ENSG00000099783,HNRNPM,protein_coding,False,True,ENSMUSG00000059208,Hnrnpm,protein_coding,False,True
FBgn0004915,TfIIB,protein_coding,True,True,ENSG00000137947,GTF2B,protein_coding,False,True,ENSMUSG00000028271,Gtf2b,protein_coding,True,False
FBgn0035437,Strip,protein_coding,True,True,ENSG00000128578,STRIP2,protein_coding,False,True,"ENSMUSG00000039629,ENSMUSG00000014601","Strip2,Strip1","protein_coding,protein_coding","False,False","True,True"
FBgn0024945,NitFhit,protein_coding,True,True,ENSG00000158793,NIT1,protein_coding,False,True,ENSMUSG00000013997,Nit1,protein_coding,True,False
FBgn0017556,Prosalpha4T2,protein_coding,True,True,ENSG00000154611,PSMA8,protein_coding,False,True,ENSMUSG00000036743,Psma8,protein_coding,True,True
FBgn0004066,Prosalpha4,protein_coding,True,True,ENSG00000154611,PSMA8,protein_coding,False,True,ENSMUSG00000036743,Psma8,protein_coding,True,True
FBgn0265606,Prosalpha4T1,protein_coding,True,True,ENSG00000154611,PSMA8,protein_coding,False,True,ENSMUSG00000036743,Psma8,protein_coding,True,True
FBgn0028692,Rpn2,protein_coding,True,True,ENSG00000173692,PSMD1,protein_coding,False,True,ENSMUSG00000026229,Psmd1,protein_coding,False,True
FBgn0037164,CG11438,protein_coding,True,True,ENSG00000067113,PLPP1,protein_coding,False,True,ENSMUSG00000021759,Plpp1,protein_coding,True,False
FBgn0037165,CG11437,protein_coding,False,True,ENSG00000067113,PLPP1,protein_coding,False,True,ENSMUSG00000021759,Plpp1,protein_coding,True,False
FBgn0037163,laza,protein_coding,True,False,ENSG00000067113,PLPP1,protein_coding,False,True,ENSMUSG00000021759,Plpp1,protein_coding,True,False
FBgn0041087,wun2,protein_coding,True,True,ENSG00000067113,PLPP1,protein_coding,False,True,ENSMUSG00000021759,Plpp1,protein_coding,True,False
FBgn0016078,wun,protein_coding,True,True,ENSG00000067113,PLPP1,protein_coding,False,True,ENSMUSG00000021759,Plpp1,protein_coding,True,False
FBgn0034795,MED23,protein_coding,True,False,ENSG00000112282,MED23,protein_coding,False,True,ENSMUSG00000019984,Med23,protein_coding,False,True
FBgn0034532,CG13436,protein_coding,True,True,ENSG00000272514,CFAP206,protein_coding,False,True,ENSMUSG00000028294,Cfap206,protein_coding,True,False
FBgn0261641,CG42724,protein_coding,True,True,ENSG00000113649,TCERG1,protein_coding,False,True,ENSMUSG00000024498,Tcerg1,protein_coding,False,True
FBgn0032258,CG7456,protein_coding,True,True,ENSG00000103051,COG4,protein_coding,True,False,ENSMUSG00000031753,Cog4,protein_coding,True,False
FBgn0263593,Lpin,protein_coding,True,True,ENSG00000101577,LPIN2,protein_coding,False,True,ENSMUSG00000020593,Lpin1,protein_coding,True,False
FBgn0038872,Nelf-A,protein_coding,True,True,ENSG00000185049,NELFA,protein_coding,False,True,ENSMUSG00000029111,Nelfa,protein_coding,True,True
FBgn0034689,CG2921,protein_coding,True,True,ENSG00000146476,ARMT1,protein_coding,False,True,ENSMUSG00000061759,Armt1,protein_coding,True,True
FBgn0034687,CG11475,protein_coding,True,True,ENSG00000146476,ARMT1,protein_coding,False,True,ENSMUSG00000061759,Armt1,protein_coding,True,True
FBgn0028892,CG4161,protein_coding,True,True,ENSG00000146476,ARMT1,protein_coding,False,True,ENSMUSG00000061759,Armt1,protein_coding,True,True
FBgn0034688,CG11474,protein_coding,True,True,ENSG00000146476,ARMT1,protein_coding,False,True,ENSMUSG00000061759,Armt1,protein_coding,True,True
FBgn0034657,LBR,protein_coding,True,True,ENSG00000143815,LBR,protein_coding,False,True,"ENSMUSG00000004880,ENSMUSG00000024799","Lbr,Tm7sf2","protein_coding,protein_coding","False,True","True,True"
FBgn0037891,CG5214,protein_coding,True,True,ENSG00000119689,DLST,protein_coding,False,True,ENSMUSG00000004789,Dlst,protein_coding,False,True
FBgn0028897,CG4935,protein_coding,True,True,ENSG00000123154,WDR83,protein_coding,False,True,ENSMUSG00000005150,Wdr83,protein_coding,True,True
FBgn0035627,Sse,protein_coding,True,True,ENSG00000135476,ESPL1,protein_coding,True,True,ENSMUSG00000058290,Espl1,protein_coding,True,False
FBgn0026787,Nhe1,protein_coding,True,True,ENSG00000197818,SLC9A8,protein_coding,False,True,ENSMUSG00000039463,Slc9a8,protein_coding,True,False
FBgn0027524,CG3909,protein_coding,True,True,ENSG00000140395,WDR61,protein_coding,False,True,ENSMUSG00000061559,Wdr61,protein_coding,False,True
FBgn0038578,MED17,protein_coding,True,True,ENSG00000042429,MED17,protein_coding,False,True,ENSMUSG00000031935,Med17,protein_coding,False,True
FBgn0000447,Dhod,protein_coding,True,True,ENSG00000102967,DHODH,protein_coding,False,True,ENSMUSG00000031730,Dhodh,protein_coding,False,True
FBgn0003392,shi,protein_coding,True,True,ENSG00000106976,DNM1,protein_coding,False,True,"ENSMUSG00000040265,ENSMUSG00000026825,ENSMUSG00000033335","Dnm3,Dnm1,Dnm2","protein_coding,protein_coding,protein_coding","True,True,True","False,False,False"
FBgn0029887,CG3198,protein_coding,True,True,ENSG00000108848,LUC7L3,protein_coding,False,True,ENSMUSG00000020863,Luc7l3,protein_coding,False,True
FBgn0037609,CG9773,protein_coding,True,True,ENSG00000115446,UNC50,protein_coding,True,True,ENSMUSG00000026111,Unc50,protein_coding,True,True
FBgn0261238,Alh,protein_coding,True,True,ENSG00000078403,MLLT10,protein_coding,False,True,ENSMUSG00000026743,Mllt10,protein_coding,True,True
FBgn0011824,CG4038,protein_coding,True,True,ENSG00000109534,GAR1,protein_coding,False,True,ENSMUSG00000028010,Gar1,protein_coding,False,True
FBgn0043456,CG4747,protein_coding,True,True,ENSG00000140632,GLYR1,protein_coding,False,True,ENSMUSG00000022536,Glyr1,protein_coding,False,True
FBgn0000139,ash2,protein_coding,True,True,ENSG00000129691,ASH2L,protein_coding,False,True,ENSMUSG00000031575,Ash2l,protein_coding,True,False
FBgn0010382,CycE,protein_coding,True,True,ENSG00000175305,CCNE2,protein_coding,True,True,"ENSMUSG00000028212,ENSMUSG00000002068","Ccne2,Ccne1","protein_coding,protein_coding","True,True","True,False"
FBgn0038325,Atg4b,protein_coding,True,True,ENSG00000130734,ATG4D,protein_coding,False,True,"ENSMUSG00000028550,ENSMUSG00000002820","Atg4c,Atg4d","protein_coding,protein_coding","True,True","False,True"
FBgn0031106,Syx16,protein_coding,True,True,ENSG00000124222,STX16,protein_coding,False,True,ENSMUSG00000027522,Stx16,protein_coding,True,True
FBgn0035877,CG7083,protein_coding,True,False,ENSG00000125149,C16orf70,protein_coding,False,True,ENSMUSG00000031889,D230025D16Rik,protein_coding,False,True
FBgn0038108,CG7518,protein_coding,True,True,ENSG00000125386,FAM193A,protein_coding,False,True,ENSMUSG00000037210,Fam193a,protein_coding,True,False
FBgn0034585,Rbpn-5,protein_coding,True,True,ENSG00000029725,RABEP1,protein_coding,False,True,ENSMUSG00000020817,Rabep1,protein_coding,False,True
FBgn0031990,PAPLA1,protein_coding,True,True,ENSG00000085788,DDHD2,protein_coding,False,True,ENSMUSG00000055319,Sec23ip,protein_coding,True,False
FBgn0040298,Myt1,protein_coding,True,True,ENSG00000127564,PKMYT1,protein_coding,False,True,ENSMUSG00000023908,Pkmyt1,protein_coding,True,False
FBgn0032298,CG6724,protein_coding,True,True,ENSG00000138442,WDR12,protein_coding,False,True,ENSMUSG00000026019,Wdr12,protein_coding,True,False
FBgn0029690,CG6414,protein_coding,True,False,ENSG00000172831,CES2,protein_coding,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","protein_coding,protein_coding","True,False","False,True"
FBgn0000326,clt,protein_coding,True,False,ENSG00000172831,CES2,protein_coding,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","protein_coding,protein_coding","True,False","False,True"
