Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID
MGI:1924050	MGI	MGI:1924050	Usp42	ubiquitin specific peptidase 42	protein coding gene	ENSMUSG00000051306	76800
MGI:107162	MGI	MGI:107162	Ppp3cc	protein phosphatase 3, catalytic subunit, gamma isoform	protein coding gene	ENSMUSG00000022092	19057
MGI:107171	MGI	MGI:107171	Ppp3r2	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II)	protein coding gene	ENSMUSG00000028310	19059
MGI:2153072	MGI	MGI:2153072	Trim37	tripartite motif-containing 37	protein coding gene	ENSMUSG00000018548	68729
MGI:1321159MGI:3757566		No associated gene					
MGI:2444120	MGI	MGI:2444120	Spag4	sperm associated antigen 4	protein coding gene	ENSMUSG00000038180	245865
MGI:2141505	MGI	MGI:2141505	Parp11	poly (ADP-ribose) polymerase family, member 11	protein coding gene	ENSMUSG00000037997	101187
MGI:1916632	MGI	MGI:1916632	1700024P04Rik	RIKEN cDNA 1700024P04 gene	protein coding gene	ENSMUSG00000045022	69382
MGI:1926024	MGI	MGI:1926024	Cfap61	cilia and flagella associated protein 61	protein coding gene	ENSMUSG00000037143	78774
MGI:2443671	MGI	MGI:2443671	Dlec1	deleted in lung and esophageal cancer 1	protein coding gene	ENSMUSG00000038060	320256
MGI:1926014	MGI	MGI:1926014	Fbxo22	F-box protein 22	protein coding gene	ENSMUSG00000032309	71999
MGI:1891915	MGI	MGI:1891915	Foxo4	forkhead box O4	protein coding gene	ENSMUSG00000042903	54601
MGI:1926176	MGI	MGI:1926176	Gas2l1	growth arrest-specific 2 like 1	protein coding gene	ENSMUSG00000034201	78926
MGI:2685530	MGI	MGI:2685530	Colca2	COLCA2 homolog	protein coding gene	ENSMUSG00000079559	100502940
MGI:1915945	MGI	MGI:1915945	Hddc3	HD domain containing 3	protein coding gene	ENSMUSG00000030532	68695
MGI:1338888	MGI	MGI:1338888	Il18rap	interleukin 18 receptor accessory protein	protein coding gene	ENSMUSG00000026068	16174
MGI:96626	MGI	MGI:96626	Ivl	involucrin	protein coding gene	ENSMUSG00000049128	16447
MGI:1921735	MGI	MGI:1921735	Lrrc71	leucine rich repeat containing 71	protein coding gene	ENSMUSG00000023084	74485
MGI:1918960	MGI	MGI:1918960	Lrrcc1	leucine rich repeat and coiled-coil domain containing 1	protein coding gene	ENSMUSG00000027550	71710
MGI:1914277	MGI	MGI:1914277	Mkrn2	makorin, ring finger protein, 2	protein coding gene	ENSMUSG00000000439	67027
MGI:97601	MGI	MGI:97601	Prkcq	protein kinase C, theta	protein coding gene	ENSMUSG00000026778	18761
MGI:1917232	MGI	MGI:1917232	Spink2	serine peptidase inhibitor, Kazal type 2	protein coding gene	ENSMUSG00000053030	69982
MGI:1315200	MGI	MGI:1315200	M1ap	meiosis 1 associated protein	protein coding gene	ENSMUSG00000030041	110958
MGI:96391MGI:1917625		No associated gene					
MGI:2384811	MGI	MGI:2384811	Kbtbd2	kelch repeat and BTB (POZ) domain containing 2	protein coding gene	ENSMUSG00000059486	210973
MGI:2687329	MGI	MGI:2687329	Ccdc155	coiled-coil domain containing 155	protein coding gene	ENSMUSG00000038292	384619
MGI:1920199	MGI	MGI:1920199	Ccnt2	cyclin T2	protein coding gene	ENSMUSG00000026349	72949
MGI:1924834	MGI	MGI:1924834	Spidr	scaffolding protein involved in DNA repair	protein coding gene	ENSMUSG00000041974	224008
MGI:3045254	MGI	MGI:3045254	Ccdc42	coiled-coil domain containing 42	protein coding gene	ENSMUSG00000045915	276920
MGI:1922208	MGI	MGI:1922208	Cfap54	cilia and flagella associated protein 54	protein coding gene	ENSMUSG00000020014	380654
MGI:2158560	MGI	MGI:2158560	Cep63	centrosomal protein 63	protein coding gene	ENSMUSG00000032534	28135
MGI:109626	MGI	MGI:109626	Taz	tafazzin	protein coding gene	ENSMUSG00000009995	66826
MGI:1923930	MGI	MGI:1923930	5330417C22Rik	RIKEN cDNA 5330417C22 gene	protein coding gene	ENSMUSG00000040412	229722
MGI:104663MGI:4939582		No associated gene					
MGI:1913315	MGI	MGI:1913315	Hsd17b14	hydroxysteroid (17-beta) dehydrogenase 14	protein coding gene	ENSMUSG00000030825	66065
MGI:1923023	MGI	MGI:1923023	Adad2	adenosine deaminase domain containing 2	protein coding gene	ENSMUSG00000024266	75773
MGI:1333833	MGI	MGI:1333833	Cbfa2t2	CBFA2/RUNX1 translocation partner 2	protein coding gene	ENSMUSG00000038533	12396
MGI:1918141	MGI	MGI:1918141	Spdya	speedy/RINGO cell cycle regulator family, member A	protein coding gene	ENSMUSG00000052525	70891
MGI:3650217	MGI	MGI:3650217	Btbd18	BTB (POZ) domain containing 18	protein coding gene	ENSMUSG00000086598	100270744
MGI:2686410	MGI	MGI:2686410	Meioc	meiosis specific with coiled-coil domain	protein coding gene	ENSMUSG00000051455	268491
MGI:3757566MGI:2686410		No associated gene					
MGI:1923051	MGI	MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	protein coding gene	ENSMUSG00000021098	75801
MGI:3045334	MGI	MGI:3045334	Mcmdc2	minichromosome maintenance domain containing 2	protein coding gene	ENSMUSG00000046101	240697
MGI:1914327	MGI	MGI:1914327	Catsperz	cation channel sperm associated auxiliary subunit zeta	protein coding gene	ENSMUSG00000050623	67077
MGI:3779078MGI:99182		No associated gene					
MGI:2135962	MGI	MGI:2135962	Gorasp2	golgi reassembly stacking protein 2	protein coding gene	ENSMUSG00000014959	70231
MGI:3044682MGI:2137512		No associated gene					
MGI:2448561	MGI	MGI:2448561	Ythdc2	YTH domain containing 2	protein coding gene	ENSMUSG00000034653	240255
MGI:1913965	MGI	MGI:1913965	Henmt1	HEN1 methyltransferase homolog 1 (Arabidopsis)	protein coding gene	ENSMUSG00000045662	66715
MGI:1927099	MGI	MGI:1927099	Rplp1	ribosomal protein, large, P1	protein coding gene	ENSMUSG00000007892	56040
MGI:1336186	MGI	MGI:1336186	Agpat3	1-acylglycerol-3-phosphate O-acyltransferase 3	protein coding gene	ENSMUSG00000001211	28169
MGI:2447809	MGI	MGI:2447809	Cfap157	cilia and flagella associated protein 157	protein coding gene	ENSMUSG00000038987	227736
MGI:1920929MGI:1918206		No associated gene					
MGI:98640	MGI	MGI:98640	Tcte1	t-complex-associated testis expressed 1	protein coding gene	ENSMUSG00000023949	21645
MGI:1341157MGI:3757566		No associated gene					
MGI:1341157	MGI	MGI:1341157	Sox30	SRY (sex determining region Y)-box 30	protein coding gene	ENSMUSG00000040489	214105
MGI:3045293	MGI	MGI:3045293	Morc2b	microrchidia 2B	protein coding gene	ENSMUSG00000048602	240069
MGI:1349430	MGI	MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	protein coding gene	ENSMUSG00000069049	26908
MGI:5469875MGI:3619363MGI:5313578		No associated gene					
MGI:1277117MGI:1277096		No associated gene					
MGI:3649996	MGI	MGI:3649996	Dnmt3c	DNA methyltransferase 3C	protein coding gene	ENSMUSG00000082079	668932
MGI:3779078MGI:2684949		No associated gene					
MGI:1289258	MGI	MGI:1289258	Cfap43	cilia and flagella associated protein 43	protein coding gene	ENSMUSG00000044948	100048534
MGI:1277238	MGI	MGI:1277238	Cfap44	cilia and flagella associated protein 44	protein coding gene	ENSMUSG00000071550	212517
MGI:2685159	MGI	MGI:2685159	Pnldc1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	protein coding gene	ENSMUSG00000073460	240023
MGI:1923965	MGI	MGI:1923965	Cntd1	cyclin N-terminal domain containing 1	protein coding gene	ENSMUSG00000078653	68107
MGI:1918112	MGI	MGI:1918112	Spata16	spermatogenesis associated 16	protein coding gene	ENSMUSG00000039335	70862
MGI:1918128	MGI	MGI:1918128	Ccdc136	coiled-coil domain containing 136	protein coding gene	ENSMUSG00000029769	232664
MGI:1920230	MGI	MGI:1920230	Wdr11	WD repeat domain 11	protein coding gene	ENSMUSG00000042055	207425
MGI:2183449	MGI	MGI:2183449	Spata20	spermatogenesis associated 20	protein coding gene	ENSMUSG00000020867	217116
MGI:1921604	MGI	MGI:1921604	Lrguk	leucine-rich repeats and guanylate kinase domain containing	protein coding gene	ENSMUSG00000056215	74354
MGI:1923013	MGI	MGI:1923013	Dcaf17	DDB1 and CUL4 associated factor 17	protein coding gene	ENSMUSG00000041966	75763
MGI:2150386	MGI	MGI:2150386	Dcun1d1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	protein coding gene	ENSMUSG00000027708	114893
MGI:1338823	MGI	MGI:1338823	Maz	MYC-associated zinc finger protein (purine-binding transcription factor)	protein coding gene	ENSMUSG00000030678	17188
MGI:1923823	MGI	MGI:1923823	Spatc1l	spermatogenesis and centriole associated 1 like	protein coding gene	ENSMUSG00000009115	76573
MGI:1926053MGI:104735		No associated gene					
MGI:1926053MGI:3779078		No associated gene					
MGI:1926053	MGI	MGI:1926053	Fbxo43	F-box protein 43	protein coding gene	ENSMUSG00000048230	78803
MGI:1927643	MGI	MGI:1927643	Rsph6a	radial spoke head 6 homolog A (Chlamydomonas)	protein coding gene	ENSMUSG00000040866	83434
MGI:1930136	MGI	MGI:1930136	Pmfbp1	polyamine modulated factor 1 binding protein 1	protein coding gene	ENSMUSG00000031727	56523
MGI:1916742	MGI	MGI:1916742	1700029I15Rik	RIKEN cDNA 1700029I15 gene	protein coding gene	ENSMUSG00000044916	75641
MGI:1925368	MGI	MGI:1925368	4930451I11Rik	RIKEN cDNA 4930451I11 gene	protein coding gene	ENSMUSG00000045989	78118
MGI:2685917	MGI	MGI:2685917	4930590J08Rik	RIKEN cDNA 4930590J08 gene	protein coding gene	ENSMUSG00000034063	381798
MGI:2442422	MGI	MGI:2442422	Abhd10	abhydrolase domain containing 10	protein coding gene	ENSMUSG00000033157	213012
MGI:99476	MGI	MGI:99476	Abhd16a	abhydrolase domain containing 16A	protein coding gene	ENSMUSG00000007036	193742
MGI:1343053	MGI	MGI:1343053	Actl7b	actin-like 7b	protein coding gene	ENSMUSG00000070980	11471
MGI:2449569	MGI	MGI:2449569	Adamts15	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	protein coding gene	ENSMUSG00000033453	235130
MGI:3605549	MGI	MGI:3605549	Adgb	androglobin	protein coding gene	ENSMUSG00000050994	215772
MGI:1924170	MGI	MGI:1924170	Arrdc5	arrestin domain containing 5	protein coding gene	ENSMUSG00000073380	76920
MGI:2140475	MGI	MGI:2140475	AU040320	expressed sequence AU040320	protein coding gene	ENSMUSG00000028830	100317
MGI:1891372	MGI	MGI:1891372	Bbox1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase 1 (gamma-butyrobetaine hydroxylase)	protein coding gene	ENSMUSG00000041660	170442
MGI:1914132	MGI	MGI:1914132	Bzw1	basic leucine zipper and W2 domains 1	protein coding gene	ENSMUSG00000051223	66882
MGI:1922422	MGI	MGI:1922422	Ccdc146	coiled-coil domain containing 146	protein coding gene	ENSMUSG00000064280	75172
MGI:2685012	MGI	MGI:2685012	Ccdc189	coiled-coil domain containing 189	protein coding gene	ENSMUSG00000057176	233899
MGI:2443508	MGI	MGI:2443508	Ccdc28a	coiled-coil domain containing 28A	protein coding gene	ENSMUSG00000059554	215814
MGI:2685134	MGI	MGI:2685134	Ccnb1ip1	cyclin B1 interacting protein 1	protein coding gene	ENSMUSG00000071470	239083
MGI:108084	MGI	MGI:108084	Cep250	centrosomal protein 250	protein coding gene	ENSMUSG00000038241	16328
MGI:1891414	MGI	MGI:1891414	Cep41	centrosomal protein 41	protein coding gene	ENSMUSG00000029790	83922
MGI:1916579	MGI	MGI:1916579	Cfap206	cilia and flagella associated protein 206	protein coding gene	ENSMUSG00000028294	69329
MGI:1860776	MGI	MGI:1860776	Chdh	choline dehydrogenase	protein coding gene	ENSMUSG00000015970	218865
MGI:1926173	MGI	MGI:1926173	Chsy3	chondroitin sulfate synthase 3	protein coding gene	ENSMUSG00000058152	78923
MGI:1349400	MGI	MGI:1349400	Cops7a	COP9 signalosome subunit 7A	protein coding gene	ENSMUSG00000030127	26894
MGI:2148251	MGI	MGI:2148251	Ddx19b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b	protein coding gene	ENSMUSG00000033658	234733
MGI:2442320	MGI	MGI:2442320	Defb20	defensin beta 20	protein coding gene	ENSMUSG00000049560	319579
MGI:1917176	MGI	MGI:1917176	Dnah17	dynein, axonemal, heavy chain 17	protein coding gene	ENSMUSG00000033987	69926
MGI:2685616	MGI	MGI:2685616	Drc7	dynein regulatory complex subunit 7	protein coding gene	ENSMUSG00000031786	330830
MGI:2684939	MGI	MGI:2684939	Fam170a	family with sequence similarity 170, member A	protein coding gene	ENSMUSG00000035420	225497
MGI:2443410	MGI	MGI:2443410	Fndc9	fibronectin type III domain containing 9	protein coding gene	ENSMUSG00000048721	320116
MGI:99572	MGI	MGI:99572	Gcgr	glucagon receptor	protein coding gene	ENSMUSG00000025127	14527
MGI:1915481	MGI	MGI:1915481	H2al2a	H2A histone family member L2A	protein coding gene	ENSMUSG00000062651	68231
MGI:2384589	MGI	MGI:2384589	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein coding gene	ENSMUSG00000038664	235439
MGI:2685008	MGI	MGI:2685008	Hipk4	homeodomain interacting protein kinase 4	protein coding gene	ENSMUSG00000040424	233020
MGI:96550	MGI	MGI:96550	Il2rb	interleukin 2 receptor, beta chain	protein coding gene	ENSMUSG00000068227	16185
MGI:96552	MGI	MGI:96552	Il3	interleukin 3	protein coding gene	ENSMUSG00000018914	16187
MGI:1925835	MGI	MGI:1925835	Jade1	jade family PHD finger 1	protein coding gene	ENSMUSG00000025764	269424
MGI:103561	MGI	MGI:103561	Kpna2	karyopherin (importin) alpha 2	protein coding gene	ENSMUSG00000018362	16647
MGI:1923856	MGI	MGI:1923856	Llcfc1	LLLL and CFNLAS motif containing 1	protein coding gene	ENSMUSG00000029867	76606
MGI:2443598	MGI	MGI:2443598	Maats1	MYCBP-associated, testis expressed 1	protein coding gene	ENSMUSG00000022805	320214
MGI:3648807	MGI	MGI:3648807	Mcidas	multiciliate differentiation and DNA synthesis associated cell cycle protein	protein coding gene	ENSMUSG00000074651	622408
MGI:108398	MGI	MGI:108398	Mlx	MAX-like protein X	protein coding gene	ENSMUSG00000017801	21428
MGI:1925508	MGI	MGI:1925508	Mroh9	maestro heat-like repeat family member 9	protein coding gene	ENSMUSG00000071890	78258
MGI:2661384	MGI	MGI:2661384	Nutm1	NUT midline carcinoma, family member 1	protein coding gene	ENSMUSG00000041358	213765
MGI:2685652	MGI	MGI:2685652	Nutm2	NUT family member 2	protein coding gene	ENSMUSG00000071909	328250
MGI:2182079	MGI	MGI:2182079	Odf4	outer dense fiber of sperm tails 4	protein coding gene	ENSMUSG00000032921	252868
MGI:3045251	MGI	MGI:3045251	Ovch2	ovochymase 2	protein coding gene	ENSMUSG00000048236	244199
MGI:1916560	MGI	MGI:1916560	Pacrg	PARK2 co-regulated	protein coding gene	ENSMUSG00000037196	69310
MGI:1919088	MGI	MGI:1919088	Phf7	PHD finger protein 7	protein coding gene	ENSMUSG00000021902	71838
MGI:106638	MGI	MGI:106638	Pla2g2c	phospholipase A2, group IIC	protein coding gene	ENSMUSG00000028750	18781
MGI:1914496	MGI	MGI:1914496	Resf1	retroelement silencing factor 1	protein coding gene	ENSMUSG00000032712	67246
MGI:3588206	MGI	MGI:3588206	Rfx8	regulatory factor X 8	protein coding gene	ENSMUSG00000057173	619289
MGI:1339365	MGI	MGI:1339365	S1pr3	sphingosine-1-phosphate receptor 3	protein coding gene	ENSMUSG00000067586	13610
MGI:1925976	MGI	MGI:1925976	Scaper	S phase cyclin A-associated protein in the ER	protein coding gene	ENSMUSG00000034007	244891
MGI:1921612	MGI	MGI:1921612	Spag17	sperm associated antigen 17	protein coding gene	ENSMUSG00000027867	74362
MGI:1923821	MGI	MGI:1923821	Styxl1	serine/threonine/tyrosine interacting-like 1	protein coding gene	ENSMUSG00000019178	76571
MGI:1927225	MGI	MGI:1927225	Tbc1d8	TBC1 domain family, member 8	protein coding gene	ENSMUSG00000003134	54610
MGI:1922423	MGI	MGI:1922423	Tex38	testis expressed 38	protein coding gene	ENSMUSG00000044556	75173
MGI:2443317	MGI	MGI:2443317	Tmc7	transmembrane channel-like gene family 7	protein coding gene	ENSMUSG00000042246	209760
MGI:1919899	MGI	MGI:1919899	Tmem209	transmembrane protein 209	protein coding gene	ENSMUSG00000029782	72649
MGI:1347560	MGI	MGI:1347560	Tsks	testis-specific serine kinase substrate	protein coding gene	ENSMUSG00000059891	22116
MGI:2153608	MGI	MGI:2153608	Ube2j2	ubiquitin-conjugating enzyme E2J 2	protein coding gene	ENSMUSG00000023286	140499
MGI:1914281	MGI	MGI:1914281	Upf3a	UPF3 regulator of nonsense transcripts homolog A (yeast)	protein coding gene	ENSMUSG00000038398	67031
MGI:1343180	MGI	MGI:1343180	Vgf	VGF nerve growth factor inducible	protein coding gene	ENSMUSG00000037428	381677
MGI:1923696	MGI	MGI:1923696	Wdr62	WD repeat domain 62	protein coding gene	ENSMUSG00000037020	233064
MGI:99182	MGI	MGI:99182	Zscan21	zinc finger and SCAN domain containing 21	protein coding gene	ENSMUSG00000037017	22697
MGI:1924234	MGI	MGI:1924234	Katnal2	katanin p60 subunit A-like 2	protein coding gene	ENSMUSG00000025420	71206
MGI:3779078MGI:1924234		No associated gene					
MGI:3026882	MGI	MGI:3026882	Ccdc87	coiled-coil domain containing 87	protein coding gene	ENSMUSG00000067872	399599
MGI:1926956	MGI	MGI:1926956	Zfp296	zinc finger protein 296	protein coding gene	ENSMUSG00000011267	63872
MGI:1920923	MGI	MGI:1920923	Rec114	REC114 meiotic recombination protein	protein coding gene	ENSMUSG00000074269	73673
MGI:2444304	MGI	MGI:2444304	Vps13a	vacuolar protein sorting 13A	protein coding gene	ENSMUSG00000046230	271564
MGI:1914212	MGI	MGI:1914212	Swsap1	SWIM type zinc finger 7 associated protein 1	protein coding gene	ENSMUSG00000051238	66962
MGI:1914212MGI:1355321		No associated gene					
MGI:1916997	MGI	MGI:1916997	Zswim7	zinc finger SWIM-type containing 7	protein coding gene	ENSMUSG00000014243	69747
MGI:1355321MGI:1916997		No associated gene					
MGI:1916997MGI:1914212		No associated gene					
MGI:102774	MGI	MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	protein coding gene	ENSMUSG00000028029	13722
MGI:2686209	MGI	MGI:2686209	Cfap57	cilia and flagella associated protein 57	protein coding gene	ENSMUSG00000028730	68625
MGI:1925213	MGI	MGI:1925213	Hook1	hook microtubule tethering protein 1	protein coding gene	ENSMUSG00000028572	77963
MGI:97794	MGI	MGI:97794	Ptger2	prostaglandin E receptor 2 (subtype EP2)	protein coding gene	ENSMUSG00000037759	19217
MGI:1916295	MGI	MGI:1916295	Trappc2l	trafficking protein particle complex 2-like	protein coding gene	ENSMUSG00000015013	59005
MGI:3693832	MGI	MGI:3693832	Aktip	thymoma viral proto-oncogene 1 interacting protein	protein coding gene	ENSMUSG00000031667	14339
