,layer,id-i,id-j,gene-i,gene-j,weight-ij,other-layer,id-ortho-i,id-ortho-j,gene-ortho-i,gene-ortho-j,ortho-weight-ij
2394,HS,ENSG00000165496,ENSG00000105640,RPL10L,RPL18A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000045128,Rpl10,Rpl18a,0.991
2395,HS,ENSG00000165496,ENSG00000105640,RPL10L,RPL18A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000091732,Rpl10,Gm17541,0.902
2396,HS,ENSG00000165496,ENSG00000105640,RPL10L,RPL18A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000045128,Rpl10l,Rpl18a,0.989
2397,HS,ENSG00000165496,ENSG00000105640,RPL10L,RPL18A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000091732,Rpl10l,Gm17541,0.897
2398,HS,ENSG00000165496,ENSG00000105640,RPL10L,RPL18A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000045128,Rpl10-ps3,Rpl18a,0.971
2399,HS,ENSG00000165496,ENSG00000105640,RPL10L,RPL18A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000091732,Rpl10-ps3,Gm17541,0.902
2400,HS,ENSG00000165496,ENSG00000105640,RPL10L,RPL18A,0.999,DM,FBgn0024733,FBgn0010409,RpL10,RpL18A,0.999
2401,HS,ENSG00000165496,ENSG00000171863,RPL10L,RPS7,0.999,MM,ENSMUSG00000008682,ENSMUSG00000061477,Rpl10,Rps7,0.992
2402,HS,ENSG00000165496,ENSG00000171863,RPL10L,RPS7,0.999,MM,ENSMUSG00000008682,ENSMUSG00000044424,Rpl10,Gm9493,0.852
2403,HS,ENSG00000165496,ENSG00000171863,RPL10L,RPS7,0.999,MM,ENSMUSG00000060499,ENSMUSG00000061477,Rpl10l,Rps7,0.982
2404,HS,ENSG00000165496,ENSG00000171863,RPL10L,RPS7,0.999,MM,ENSMUSG00000060499,ENSMUSG00000044424,Rpl10l,Gm9493,0.828
2405,HS,ENSG00000165496,ENSG00000171863,RPL10L,RPS7,0.999,MM,ENSMUSG00000058443,ENSMUSG00000061477,Rpl10-ps3,Rps7,0.978
2406,HS,ENSG00000165496,ENSG00000171863,RPL10L,RPS7,0.999,MM,ENSMUSG00000058443,ENSMUSG00000044424,Rpl10-ps3,Gm9493,0.852
2407,HS,ENSG00000165496,ENSG00000171863,RPL10L,RPS7,0.999,DM,FBgn0024733,FBgn0039757,RpL10,RpS7,0.999
2408,HS,ENSG00000165496,ENSG00000131469,RPL10L,RPL27,0.999,MM,ENSMUSG00000008682,ENSMUSG00000063316,Rpl10,Rpl27,0.997
2409,HS,ENSG00000165496,ENSG00000131469,RPL10L,RPL27,0.999,MM,ENSMUSG00000008682,ENSMUSG00000073640,Rpl10,Rpl27-ps3,0.996
2410,HS,ENSG00000165496,ENSG00000131469,RPL10L,RPL27,0.999,MM,ENSMUSG00000060499,ENSMUSG00000063316,Rpl10l,Rpl27,0.974
2411,HS,ENSG00000165496,ENSG00000131469,RPL10L,RPL27,0.999,MM,ENSMUSG00000060499,ENSMUSG00000073640,Rpl10l,Rpl27-ps3,0.974
2412,HS,ENSG00000165496,ENSG00000131469,RPL10L,RPL27,0.999,MM,ENSMUSG00000058443,ENSMUSG00000063316,Rpl10-ps3,Rpl27,0.995
2413,HS,ENSG00000165496,ENSG00000131469,RPL10L,RPL27,0.999,MM,ENSMUSG00000058443,ENSMUSG00000073640,Rpl10-ps3,Rpl27-ps3,0.996
2414,HS,ENSG00000165496,ENSG00000131469,RPL10L,RPL27,0.999,DM,FBgn0024733,FBgn0039359,RpL10,RpL27,0.999
2415,HS,ENSG00000165496,ENSG00000100316,RPL10L,RPL3,0.999,MM,ENSMUSG00000008682,ENSMUSG00000060036,Rpl10,Rpl3,0.989
2416,HS,ENSG00000165496,ENSG00000100316,RPL10L,RPL3,0.999,MM,ENSMUSG00000060499,ENSMUSG00000060036,Rpl10l,Rpl3,0.996
2417,HS,ENSG00000165496,ENSG00000100316,RPL10L,RPL3,0.999,MM,ENSMUSG00000058443,ENSMUSG00000060036,Rpl10-ps3,Rpl3,0.986
2418,HS,ENSG00000165496,ENSG00000100316,RPL10L,RPL3,0.999,DM,FBgn0024733,FBgn0020910,RpL10,RpL3,0.999
2419,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,MM,ENSMUSG00000008682,ENSMUSG00000067288,Rpl10,Rps28,0.99
2420,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,MM,ENSMUSG00000008682,ENSMUSG00000066407,Rpl10,Gm10263,0.896
2421,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,MM,ENSMUSG00000060499,ENSMUSG00000067288,Rpl10l,Rps28,0.989
2422,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,MM,ENSMUSG00000060499,ENSMUSG00000066407,Rpl10l,Gm10263,0.884
2423,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,MM,ENSMUSG00000058443,ENSMUSG00000067288,Rpl10-ps3,Rps28,0.978
2424,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,MM,ENSMUSG00000058443,ENSMUSG00000066407,Rpl10-ps3,Gm10263,0.896
2425,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,DM,FBgn0024733,FBgn0030136,RpL10,RpS28b,0.999
2426,HS,ENSG00000165496,ENSG00000233927,RPL10L,RPS28,0.999,DM,FBgn0024733,FBgn0039739,RpL10,RpS28a,0.984
2427,HS,ENSG00000165496,ENSG00000161016,RPL10L,RPL8,0.999,MM,ENSMUSG00000008682,ENSMUSG00000003970,Rpl10,Rpl8,0.999
2428,HS,ENSG00000165496,ENSG00000161016,RPL10L,RPL8,0.999,MM,ENSMUSG00000060499,ENSMUSG00000003970,Rpl10l,Rpl8,0.995
2429,HS,ENSG00000165496,ENSG00000161016,RPL10L,RPL8,0.999,MM,ENSMUSG00000058443,ENSMUSG00000003970,Rpl10-ps3,Rpl8,0.998
2430,HS,ENSG00000165496,ENSG00000161016,RPL10L,RPL8,0.999,DM,FBgn0024733,FBgn0261602,RpL10,RpL8,0.999
2431,HS,ENSG00000165496,ENSG00000156482,RPL10L,RPL30,0.999,MM,ENSMUSG00000008682,ENSMUSG00000058600,Rpl10,Rpl30,0.998
2432,HS,ENSG00000165496,ENSG00000156482,RPL10L,RPL30,0.999,MM,ENSMUSG00000060499,ENSMUSG00000058600,Rpl10l,Rpl30,0.993
2433,HS,ENSG00000165496,ENSG00000156482,RPL10L,RPL30,0.999,MM,ENSMUSG00000058443,ENSMUSG00000058600,Rpl10-ps3,Rpl30,0.997
2434,HS,ENSG00000165496,ENSG00000156482,RPL10L,RPL30,0.999,DM,FBgn0024733,FBgn0086710,RpL10,RpL30,0.999
2435,HS,ENSG00000165496,ENSG00000142541,RPL10L,RPL13A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000062083,Rpl10,Rpl13a-ps1,0.87
2436,HS,ENSG00000165496,ENSG00000142541,RPL10L,RPL13A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000074129,Rpl10,Rpl13a,0.976
2437,HS,ENSG00000165496,ENSG00000142541,RPL10L,RPL13A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000062083,Rpl10l,Rpl13a-ps1,0.867
2438,HS,ENSG00000165496,ENSG00000142541,RPL10L,RPL13A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000074129,Rpl10l,Rpl13a,0.968
2439,HS,ENSG00000165496,ENSG00000142541,RPL10L,RPL13A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000062083,Rpl10-ps3,Rpl13a-ps1,0.867
2440,HS,ENSG00000165496,ENSG00000142541,RPL10L,RPL13A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000074129,Rpl10-ps3,Rpl13a,0.961
2441,HS,ENSG00000165496,ENSG00000142541,RPL10L,RPL13A,0.999,DM,FBgn0024733,FBgn0037351,RpL10,RpL13A,0.999
2442,HS,ENSG00000165496,ENSG00000105372,RPL10L,RPS19,0.999,MM,ENSMUSG00000008682,ENSMUSG00000040952,Rpl10,Rps19,0.98
2443,HS,ENSG00000165496,ENSG00000105372,RPL10L,RPS19,0.999,MM,ENSMUSG00000060499,ENSMUSG00000040952,Rpl10l,Rps19,0.996
2444,HS,ENSG00000165496,ENSG00000105372,RPL10L,RPS19,0.999,MM,ENSMUSG00000058443,ENSMUSG00000040952,Rpl10-ps3,Rps19,0.969
2445,HS,ENSG00000165496,ENSG00000105372,RPL10L,RPS19,0.999,DM,FBgn0024733,FBgn0010412,RpL10,RpS19a,0.999
2446,HS,ENSG00000165496,ENSG00000105372,RPL10L,RPS19,0.999,DM,FBgn0024733,FBgn0039129,RpL10,RpS19b,0.998
2447,HS,ENSG00000165496,ENSG00000108298,RPL10L,RPL19,0.999,MM,ENSMUSG00000008682,ENSMUSG00000017404,Rpl10,Rpl19,0.999
2448,HS,ENSG00000165496,ENSG00000108298,RPL10L,RPL19,0.999,MM,ENSMUSG00000060499,ENSMUSG00000017404,Rpl10l,Rpl19,0.994
2449,HS,ENSG00000165496,ENSG00000108298,RPL10L,RPL19,0.999,MM,ENSMUSG00000058443,ENSMUSG00000017404,Rpl10-ps3,Rpl19,0.997
2450,HS,ENSG00000165496,ENSG00000108298,RPL10L,RPL19,0.999,DM,FBgn0024733,FBgn0285950,RpL10,RpL19,0.999
2451,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000008682,ENSMUSG00000062742,Rpl10,Gm5239,0.856
2452,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000008682,ENSMUSG00000068240,Rpl10,Gm11808,0.99
2453,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000008682,ENSMUSG00000090137,Rpl10,Uba52,0.992
2454,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000008682,ENSMUSG00000091460,Rpl10,Gm7808,0.856
2455,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000060499,ENSMUSG00000062742,Rpl10l,Gm5239,0.837
2456,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000060499,ENSMUSG00000068240,Rpl10l,Gm11808,0.837
2457,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000060499,ENSMUSG00000090137,Rpl10l,Uba52,0.983
2458,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000060499,ENSMUSG00000091460,Rpl10l,Gm7808,0.837
2459,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000058443,ENSMUSG00000062742,Rpl10-ps3,Gm5239,0.856
2460,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000058443,ENSMUSG00000068240,Rpl10-ps3,Gm11808,0.973
2461,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000058443,ENSMUSG00000090137,Rpl10-ps3,Uba52,0.991
2462,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,MM,ENSMUSG00000058443,ENSMUSG00000091460,Rpl10-ps3,Gm7808,0.856
2463,HS,ENSG00000165496,ENSG00000221983,RPL10L,UBA52,0.999,DM,FBgn0024733,FBgn0003941,RpL10,RpL40,0.999
2464,HS,ENSG00000165496,ENSG00000198918,RPL10L,RPL39,0.999,MM,ENSMUSG00000008682,ENSMUSG00000079641,Rpl10,Rpl39,0.999
2465,HS,ENSG00000165496,ENSG00000198918,RPL10L,RPL39,0.999,MM,ENSMUSG00000060499,ENSMUSG00000079641,Rpl10l,Rpl39,0.993
2466,HS,ENSG00000165496,ENSG00000198918,RPL10L,RPL39,0.999,MM,ENSMUSG00000058443,ENSMUSG00000079641,Rpl10-ps3,Rpl39,0.998
2467,HS,ENSG00000165496,ENSG00000198918,RPL10L,RPL39,0.999,DM,FBgn0024733,FBgn0023170,RpL10,RpL39,0.999
2468,HS,ENSG00000165496,ENSG00000147604,RPL10L,RPL7,0.999,MM,ENSMUSG00000008682,ENSMUSG00000043716,Rpl10,Rpl7,0.991
2469,HS,ENSG00000165496,ENSG00000147604,RPL10L,RPL7,0.999,MM,ENSMUSG00000060499,ENSMUSG00000043716,Rpl10l,Rpl7,0.992
2470,HS,ENSG00000165496,ENSG00000147604,RPL10L,RPL7,0.999,MM,ENSMUSG00000058443,ENSMUSG00000043716,Rpl10-ps3,Rpl7,0.986
2471,HS,ENSG00000165496,ENSG00000147604,RPL10L,RPL7,0.999,DM,FBgn0024733,FBgn0005593,RpL10,RpL7,0.999
2472,HS,ENSG00000165496,ENSG00000147604,RPL10L,RPL7,0.999,DM,FBgn0024733,FBgn0032404,RpL10,RpL7-like,0.998
2473,HS,ENSG00000165496,ENSG00000265681,RPL10L,RPL17,0.999,MM,ENSMUSG00000008682,ENSMUSG00000062328,Rpl10,Rpl17,0.968
2474,HS,ENSG00000165496,ENSG00000265681,RPL10L,RPL17,0.999,MM,ENSMUSG00000008682,ENSMUSG00000090451,Rpl10,Gm6133,0.862
2475,HS,ENSG00000165496,ENSG00000265681,RPL10L,RPL17,0.999,MM,ENSMUSG00000060499,ENSMUSG00000062328,Rpl10l,Rpl17,0.956
2476,HS,ENSG00000165496,ENSG00000265681,RPL10L,RPL17,0.999,MM,ENSMUSG00000060499,ENSMUSG00000090451,Rpl10l,Gm6133,0.849
2477,HS,ENSG00000165496,ENSG00000265681,RPL10L,RPL17,0.999,MM,ENSMUSG00000058443,ENSMUSG00000062328,Rpl10-ps3,Rpl17,0.962
2478,HS,ENSG00000165496,ENSG00000265681,RPL10L,RPL17,0.999,MM,ENSMUSG00000058443,ENSMUSG00000090451,Rpl10-ps3,Gm6133,0.862
2479,HS,ENSG00000165496,ENSG00000265681,RPL10L,RPL17,0.999,DM,FBgn0024733,FBgn0029897,RpL10,RpL17,0.999
2480,HS,ENSG00000165496,ENSG00000241343,RPL10L,RPL36A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000049751,Rpl10,Rpl36al,0.998
2481,HS,ENSG00000165496,ENSG00000241343,RPL10L,RPL36A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000079435,Rpl10,Rpl36a,0.998
2482,HS,ENSG00000165496,ENSG00000241343,RPL10L,RPL36A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000049751,Rpl10l,Rpl36al,0.99
2483,HS,ENSG00000165496,ENSG00000241343,RPL10L,RPL36A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000079435,Rpl10l,Rpl36a,0.99
2484,HS,ENSG00000165496,ENSG00000241343,RPL10L,RPL36A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000049751,Rpl10-ps3,Rpl36al,0.997
2485,HS,ENSG00000165496,ENSG00000241343,RPL10L,RPL36A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000079435,Rpl10-ps3,Rpl36a,0.997
2486,HS,ENSG00000165496,ENSG00000241343,RPL10L,RPL36A,0.999,DM,FBgn0024733,FBgn0031980,RpL10,RpL36A,0.999
2487,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000008682,ENSMUSG00000078097,Rpl10,Gm10913,0.932
2488,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000008682,ENSMUSG00000074516,Rpl10,Gm10709,0.71
2489,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000008682,ENSMUSG00000078240,Rpl10,Gm3550,0.71
2490,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000008682,ENSMUSG00000091695,Rpl10,Gm17669,0.71
2491,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000008682,ENSMUSG00000091198,Rpl10,Gm5218,0.71
2492,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000060499,ENSMUSG00000078097,Rpl10l,Gm10913,0.969
2493,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000060499,ENSMUSG00000074516,Rpl10l,Gm10709,0.704
2494,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000060499,ENSMUSG00000078240,Rpl10l,Gm3550,0.969
2495,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000060499,ENSMUSG00000091695,Rpl10l,Gm17669,0.969
2496,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000060499,ENSMUSG00000091198,Rpl10l,Gm5218,0.704
2497,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000058443,ENSMUSG00000078097,Rpl10-ps3,Gm10913,0.927
2498,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000058443,ENSMUSG00000074516,Rpl10-ps3,Gm10709,0.71
2499,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000058443,ENSMUSG00000078240,Rpl10-ps3,Gm3550,0.71
2500,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000058443,ENSMUSG00000091695,Rpl10-ps3,Gm17669,0.71
2501,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,MM,ENSMUSG00000058443,ENSMUSG00000091198,Rpl10-ps3,Gm5218,0.71
2502,HS,ENSG00000165496,ENSG00000162244,RPL10L,RPL29,0.999,DM,FBgn0024733,FBgn0016726,RpL10,RpL29,0.999
2503,HS,ENSG00000165496,ENSG00000174748,RPL10L,RPL15,0.999,MM,ENSMUSG00000008682,ENSMUSG00000012405,Rpl10,Rpl15,0.998
2504,HS,ENSG00000165496,ENSG00000174748,RPL10L,RPL15,0.999,MM,ENSMUSG00000008682,ENSMUSG00000057262,Rpl10,Gm10020,0.897
2505,HS,ENSG00000165496,ENSG00000174748,RPL10L,RPL15,0.999,MM,ENSMUSG00000060499,ENSMUSG00000012405,Rpl10l,Rpl15,0.979
2506,HS,ENSG00000165496,ENSG00000174748,RPL10L,RPL15,0.999,MM,ENSMUSG00000060499,ENSMUSG00000057262,Rpl10l,Gm10020,0.888
2507,HS,ENSG00000165496,ENSG00000174748,RPL10L,RPL15,0.999,MM,ENSMUSG00000058443,ENSMUSG00000012405,Rpl10-ps3,Rpl15,0.994
2508,HS,ENSG00000165496,ENSG00000174748,RPL10L,RPL15,0.999,MM,ENSMUSG00000058443,ENSMUSG00000057262,Rpl10-ps3,Gm10020,0.897
2509,HS,ENSG00000165496,ENSG00000174748,RPL10L,RPL15,0.999,DM,FBgn0024733,FBgn0028697,RpL10,RpL15,0.999
2510,HS,ENSG00000165496,ENSG00000115268,RPL10L,RPS15,0.999,MM,ENSMUSG00000008682,ENSMUSG00000063457,Rpl10,Rps15,0.99
2511,HS,ENSG00000165496,ENSG00000115268,RPL10L,RPS15,0.999,MM,ENSMUSG00000060499,ENSMUSG00000063457,Rpl10l,Rps15,0.92
2512,HS,ENSG00000165496,ENSG00000115268,RPL10L,RPS15,0.999,MM,ENSMUSG00000058443,ENSMUSG00000063457,Rpl10-ps3,Rps15,0.985
2513,HS,ENSG00000165496,ENSG00000115268,RPL10L,RPS15,0.999,DM,FBgn0024733,FBgn0034138,RpL10,RpS15,0.999
2514,HS,ENSG00000165496,ENSG00000105193,RPL10L,RPS16,0.999,MM,ENSMUSG00000008682,ENSMUSG00000037563,Rpl10,Rps16,0.995
2515,HS,ENSG00000165496,ENSG00000105193,RPL10L,RPS16,0.999,MM,ENSMUSG00000060499,ENSMUSG00000037563,Rpl10l,Rps16,0.962
2516,HS,ENSG00000165496,ENSG00000105193,RPL10L,RPS16,0.999,MM,ENSMUSG00000058443,ENSMUSG00000037563,Rpl10-ps3,Rps16,0.993
2517,HS,ENSG00000165496,ENSG00000105193,RPL10L,RPS16,0.999,DM,FBgn0024733,FBgn0034743,RpL10,RpS16,0.999
2518,HS,ENSG00000165496,ENSG00000089157,RPL10L,RPLP0,0.999,MM,ENSMUSG00000008682,ENSMUSG00000067274,Rpl10,Rplp0,0.988
2519,HS,ENSG00000165496,ENSG00000089157,RPL10L,RPLP0,0.999,MM,ENSMUSG00000008682,ENSMUSG00000063696,Rpl10,Gm8730,0.935
2520,HS,ENSG00000165496,ENSG00000089157,RPL10L,RPLP0,0.999,MM,ENSMUSG00000060499,ENSMUSG00000067274,Rpl10l,Rplp0,0.971
2521,HS,ENSG00000165496,ENSG00000089157,RPL10L,RPLP0,0.999,MM,ENSMUSG00000060499,ENSMUSG00000063696,Rpl10l,Gm8730,0.905
2522,HS,ENSG00000165496,ENSG00000089157,RPL10L,RPLP0,0.999,MM,ENSMUSG00000058443,ENSMUSG00000067274,Rpl10-ps3,Rplp0,0.98
2523,HS,ENSG00000165496,ENSG00000089157,RPL10L,RPLP0,0.999,MM,ENSMUSG00000058443,ENSMUSG00000063696,Rpl10-ps3,Gm8730,0.934
2524,HS,ENSG00000165496,ENSG00000089157,RPL10L,RPLP0,0.999,DM,FBgn0024733,FBgn0000100,RpL10,RpLP0,0.999
2525,HS,ENSG00000165496,ENSG00000118181,RPL10L,RPS25,0.999,MM,ENSMUSG00000008682,ENSMUSG00000009927,Rpl10,Rps25,0.992
2526,HS,ENSG00000165496,ENSG00000118181,RPL10L,RPS25,0.999,MM,ENSMUSG00000060499,ENSMUSG00000009927,Rpl10l,Rps25,0.994
2527,HS,ENSG00000165496,ENSG00000118181,RPL10L,RPS25,0.999,MM,ENSMUSG00000058443,ENSMUSG00000009927,Rpl10-ps3,Rps25,0.991
2528,HS,ENSG00000165496,ENSG00000118181,RPL10L,RPS25,0.999,DM,FBgn0024733,FBgn0086472,RpL10,RpS25,0.999
2529,HS,ENSG00000165496,ENSG00000130255,RPL10L,RPL36,0.999,MM,ENSMUSG00000008682,ENSMUSG00000057863,Rpl10,Rpl36,0.992
2530,HS,ENSG00000165496,ENSG00000130255,RPL10L,RPL36,0.999,MM,ENSMUSG00000008682,ENSMUSG00000066629,Rpl10,Rpl36-ps3,0.855
2531,HS,ENSG00000165496,ENSG00000130255,RPL10L,RPL36,0.999,MM,ENSMUSG00000060499,ENSMUSG00000057863,Rpl10l,Rpl36,0.979
2532,HS,ENSG00000165496,ENSG00000130255,RPL10L,RPL36,0.999,MM,ENSMUSG00000060499,ENSMUSG00000066629,Rpl10l,Rpl36-ps3,0.807
2533,HS,ENSG00000165496,ENSG00000130255,RPL10L,RPL36,0.999,MM,ENSMUSG00000058443,ENSMUSG00000057863,Rpl10-ps3,Rpl36,0.988
2534,HS,ENSG00000165496,ENSG00000130255,RPL10L,RPL36,0.999,MM,ENSMUSG00000058443,ENSMUSG00000066629,Rpl10-ps3,Rpl36-ps3,0.851
2535,HS,ENSG00000165496,ENSG00000130255,RPL10L,RPL36,0.999,DM,FBgn0024733,FBgn0002579,RpL10,RpL36,0.999
2536,HS,ENSG00000165496,ENSG00000125691,RPL10L,RPL23,0.999,MM,ENSMUSG00000008682,ENSMUSG00000071415,Rpl10,Rpl23,0.999
2537,HS,ENSG00000165496,ENSG00000125691,RPL10L,RPL23,0.999,MM,ENSMUSG00000060499,ENSMUSG00000071415,Rpl10l,Rpl23,0.995
2538,HS,ENSG00000165496,ENSG00000125691,RPL10L,RPL23,0.999,MM,ENSMUSG00000058443,ENSMUSG00000071415,Rpl10-ps3,Rpl23,0.997
2539,HS,ENSG00000165496,ENSG00000125691,RPL10L,RPL23,0.999,DM,FBgn0024733,FBgn0010078,RpL10,RpL23,0.999
2540,HS,ENSG00000165496,ENSG00000198242,RPL10L,RPL23A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000058546,Rpl10,Rpl23a,0.991
2541,HS,ENSG00000165496,ENSG00000198242,RPL10L,RPL23A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000078126,Rpl10,Rpl23a-ps3,0.846
2542,HS,ENSG00000165496,ENSG00000198242,RPL10L,RPL23A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000058546,Rpl10l,Rpl23a,0.956
2543,HS,ENSG00000165496,ENSG00000198242,RPL10L,RPL23A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000078126,Rpl10l,Rpl23a-ps3,0.836
2544,HS,ENSG00000165496,ENSG00000198242,RPL10L,RPL23A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000058546,Rpl10-ps3,Rpl23a,0.991
2545,HS,ENSG00000165496,ENSG00000198242,RPL10L,RPL23A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000078126,Rpl10-ps3,Rpl23a-ps3,0.846
2546,HS,ENSG00000165496,ENSG00000198242,RPL10L,RPL23A,0.999,DM,FBgn0024733,FBgn0026372,RpL10,RpL23A,0.999
2547,HS,ENSG00000165496,ENSG00000134419,RPL10L,RPS15A,0.999,MM,ENSMUSG00000008682,ENSMUSG00000067058,Rpl10,Rps15a-ps5,0.992
2548,HS,ENSG00000165496,ENSG00000134419,RPL10L,RPS15A,0.999,MM,ENSMUSG00000060499,ENSMUSG00000067058,Rpl10l,Rps15a-ps5,0.995
2549,HS,ENSG00000165496,ENSG00000134419,RPL10L,RPS15A,0.999,MM,ENSMUSG00000058443,ENSMUSG00000067058,Rpl10-ps3,Rps15a-ps5,0.991
2550,HS,ENSG00000165496,ENSG00000134419,RPL10L,RPS15A,0.999,DM,FBgn0024733,FBgn0010198,RpL10,RpS15Aa,0.995
2551,HS,ENSG00000165496,ENSG00000134419,RPL10L,RPS15A,0.999,DM,FBgn0024733,FBgn0033555,RpL10,RpS15Ab,0.981
2552,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000008682,ENSMUSG00000058064,Rpl10,Gm10036,0.891
2553,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000008682,ENSMUSG00000059291,Rpl10,Rpl11,0.996
2554,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000008682,ENSMUSG00000091742,Rpl10,Gm5093,0.889
2555,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000060499,ENSMUSG00000058064,Rpl10l,Gm10036,0.871
2556,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000060499,ENSMUSG00000059291,Rpl10l,Rpl11,0.986
2557,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000060499,ENSMUSG00000091742,Rpl10l,Gm5093,0.986
2558,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000058443,ENSMUSG00000058064,Rpl10-ps3,Gm10036,0.889
2559,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000058443,ENSMUSG00000059291,Rpl10-ps3,Rpl11,0.995
2560,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,MM,ENSMUSG00000058443,ENSMUSG00000091742,Rpl10-ps3,Gm5093,0.889
2561,HS,ENSG00000165496,ENSG00000142676,RPL10L,RPL11,0.999,DM,FBgn0024733,FBgn0013325,RpL10,RpL11,0.999
2562,HS,ENSG00000165496,ENSG00000122026,RPL10L,RPL21,0.999,MM,ENSMUSG00000008682,ENSMUSG00000041453,Rpl10,Rpl21,0.977
